"target_id"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"Solyc00g500023"	27.0232604780093	-0.112309031083658	0.97910952974647	-0.114705278287649	0.908678730078399	0.993483189000849
"Solyc00g500061"	14.5561357889263	0.216046121492916	1.07389694391607	0.201179566360514	0.840558168529998	0.992681234092421
"Solyc00g500062"	151.024792880538	-0.0854722896788117	0.603307584285702	-0.14167282478308	0.887338441075718	0.993367974280437
"Solyc00g500063"	101303.701216605	-0.516692362613681	0.590021446907276	-0.875717934190418	0.38118339323988	0.892169178113632
"Solyc00g500064"	67754.0116964219	-0.564152023680103	0.587160015762216	-0.96081478393544	0.336645303781527	0.878219066145171
"Solyc00g500065"	66.9799741648854	1.91301599581986	0.727586772531719	2.62926164691437	0.00855704947368334	0.236231063186829
"Solyc00g500066"	30.3090439886806	1.5215446402485	1.06232343302477	1.43228003162481	0.152063695454624	0.7465553737217
"Solyc00g500074"	15.6637249363816	-0.170190056058158	0.988412617793578	-0.172185232153422	0.863291907521099	0.992975795995843
"Solyc00g500103"	15.1381541215219	2.20266473495347	1.48832997277959	1.47995725090437	0.138884655504705	0.728926526145247
"Solyc00g118690"	23.4491543645699	1.89078404733589	1.24542776939812	1.51818041462946	0.128968923451921	0.7172059252971
"Solyc00g023600"	11.291327576428	0.742055441067218	1.73068745842285	0.428763401188243	0.668095415774449	0.974886243868647
"Solyc00g023590"	37.2131258424174	1.29833077697252	1.66784347690516	0.778448814262651	0.436304470914128	0.91233738687753
"Solyc00g023580"	16.568245847465	2.68437576646088	1.91949853507366	1.39847763226236	0.161969684975201	0.754075972509009
"Solyc00g023570"	17.6385459849614	1.72249866859798	1.81084490295426	0.951212699545861	0.34149641297478	0.880231617372626
"Solyc00g014850"	84.6638123879551	2.69110357654161	1.58142655754957	1.7016936788462	0.0888128059967974	0.647936392713822
"Solyc00g500183"	123.567263697038	1.1825447088347	0.798303188985206	1.48132279208096	0.138520577771069	0.728908844742946
"Solyc00g500184"	99.6579438053904	0.972038748357411	0.872134007247632	1.11455205310141	0.265042426560392	0.839164337769357
"Solyc00g500185"	66.349784763365	0.753439806580959	0.787764665707004	0.956427521288685	0.338856285901433	0.879009278475013
"Solyc00g014790"	29.7178805212089	1.24743970709591	1.09890557280611	1.13516551191065	0.256305976752333	0.831430572720109
"Solyc00g094540"	66.956546378343	2.25022979757542	1.40838464246918	1.59773809634158	0.110101276540466	0.688604742962655
"Solyc00g094530"	56.3570553511622	2.45538801209031	1.10756257799941	2.21692937344044	0.0266279181620314	0.423137226850333
"Solyc00g094520"	51.0634945129583	2.32662179053975	1.51891683335249	1.53176378024894	0.12558073697174	0.712582807753129
"Solyc00g500193"	10.8385756118802	0.58825071637424	1.33370546404679	0.441064936923437	0.659165986528875	0.974173240379529
"Solyc00g500228"	74.4167717935432	1.44537617548437	1.17494060420481	1.23016956798645	0.218633613207396	0.803393450660852
"Solyc00g020040"	23.9243180886086	1.03987109130803	1.22799969424335	0.846800773797225	0.39710617687251	0.899361206562725
"Solyc00g020030"	151.458738185633	1.69901030588867	1.25995057434383	1.34847377388076	0.177506049826093	0.768121263477724
"Solyc00g020020"	423.115556659899	1.75744173597272	1.17208131336731	1.49941963576205	0.133764802746372	0.726172461758095
"Solyc00g020010"	169.926532669472	1.68221561181582	1.07797120484489	1.56053854152615	0.118632669420085	0.702762005685098
"Solyc00g020000"	199.437504635542	1.70933580157583	1.08175337117789	1.58015296935437	0.114071839257972	0.697033846491992
"Solyc00g019990"	166.802155632669	2.41664458365483	1.09854650927234	2.19985641323058	0.0278170840005459	0.430704870327885
"Solyc00g019980"	512.816962685626	2.38777316138089	1.1728475522381	2.03587683397078	0.0417627245914441	0.505230791169549
"Solyc00g019970"	143.932840219373	2.29587509280122	1.19486972677639	1.92144385396322	0.0546757743281081	0.549495638840826
"Solyc00g019950"	76.8576811166141	1.70137285833825	1.29728697706002	1.31148534474152	0.189693841819982	0.778154495997888
"Solyc00g500250"	6.50160063506229	1.55678471967369	2.10474053037999	0.739656360108495	0.459508534160624	0.92182604643071
"Solyc00g021650"	37.6529059377037	1.96424450138485	1.26803343254505	1.54904788073485	0.121370210443075	0.70883084798298
"Solyc00g021640"	195.167775942344	2.20498073155442	0.909557783036571	2.42423381194437	0.0153407250726322	0.326267890827955
"Solyc00g021630"	15.3078458463316	1.07520597002519	1.4529308000748	0.740025588259146	0.459284468069351	0.921798373918693
"Solyc00g500254"	45.4768107455698	1.85588322707154	1.34498486936362	1.37985435326841	0.167631493466439	0.759265711120399
"Solyc00g181250"	33.356844404004	0.981509151369426	1.30638160701759	0.751318868925416	0.452460776103526	0.918938344720922
"Solyc00g500353"	41.1672098386883	1.42694167757961	1.24248560419046	1.14845731231577	0.250779825666773	0.827412641974704
"Solyc00g500373"	29.2167625437686	-1.9019307933842	2.04837569208242	-0.928506816760095	0.353144733433667	0.886719687484162
"Solyc01g005000"	26.9403971231151	-1.34840108288754	1.30814201131548	-1.03077576534032	0.302645985459729	0.864887502232202
"Solyc01g005010"	149.980706228366	0.600107932624634	1.57359903325277	0.381360130467389	0.702936040933907	0.981078133919487
"Solyc01g005020"	3039.50737320458	-0.414133328518357	0.46554769850845	-0.889561541911135	0.373701364185845	0.89069703840482
"Solyc01g005030"	1164.17017802199	-0.51469863942798	0.662259282620271	-0.777185994874306	0.437049043820316	0.912754870912981
"Solyc01g005040"	14.5307767635943	-1.47279605335174	2.15725954514654	-0.682716206617453	0.494786186851223	0.934516950107795
