IDENTIFIER	VALUE
Solyc03g032100	0.132295769
Solyc03g032120	-0.164895328
Solyc03g032130	-0.229579238
Solyc03g032140	-0.151458004
Solyc03g032150	-0.457497249
Solyc03g032160	0.121651989
Solyc03g032180	0.061855983
Solyc03g032190	0.134835898
Solyc03g032210	-0.094342759
Solyc03g032220	0.547001039
Solyc03g032240	0.02878423
Solyc03g033310	-0.250175114
Solyc03g033320	0.235012231
Solyc03g033330	0.496682409
Solyc03g033340	0.241711266
Solyc03g033350	-0.072545668
Solyc03g033360	0.125072339
Solyc03g033370	0.110320692
Solyc03g033380	0.347809638
Solyc03g033390	0.455651746
Solyc03g033400	0.108785927
Solyc03g033410	-1.370024978
Solyc03g033420	0.280312775
Solyc03g033450	0.2490651
Solyc03g033460	0.42109422
Solyc03g033470	0.208944193
Solyc03g033480	0.018683931
Solyc03g033490	-0.187707046
Solyc03g033500	-0.157532597
Solyc03g033510	1.060742777
Solyc03g033515	2.562915768
Solyc03g033520	-0.201532804
Solyc03g033530	0.005487651
Solyc03g033540	-0.107088107
Solyc03g033560	-0.669315852
Solyc03g033580	0.273892454
Solyc03g033590	0.004812914
Solyc03g033600	0.010027421
Solyc03g033610	0.008312651
Solyc03g033620	-0.260597022
Solyc03g033630	-0.093773332
Solyc03g033640	0.35619907
Solyc03g033650	0.156835092
Solyc03g033660	-0.215718754
Solyc03g033680	0.181607663
Solyc03g033720	0.066658262
Solyc03g033740	-0.818304999
Solyc03g033750	2.175987769
Solyc03g033770	0.307765636
Solyc03g033790	-0.628001292
Solyc03g033795	0.434272271
Solyc03g033820	0.136392745
Solyc03g033830	1.076248677
Solyc03g033840	-1.904802977
Solyc03g033850	-0.029801057
Solyc03g033860	1.669909071
Solyc03g033910	0.242643745
Solyc03g033950	-0.31664894
Solyc03g033980	0.155749207
Solyc03g033990	-0.11004178
Solyc03g034000	1.231720554
Solyc03g034010	0.878103096
Solyc03g034020	-0.617256039
Solyc03g034050	-0.496248544
Solyc03g034070	-0.793691153
Solyc03g034080	0.114732479
Solyc03g034090	0.609396649
Solyc03g034160	-0.103559475
Solyc03g034170	-0.018907306
Solyc03g034180	0.05224597
Solyc03g034190	0.169462133
Solyc03g034200	-0.115845051
Solyc03g034220	-0.570276575
Solyc03g034230	-0.04647093
Solyc03g034250	-0.06464054
Solyc03g034270	-0.190545876
Solyc03g034300	0.306208976
Solyc03g034320	-1.496282773
Solyc03g034370	0.084122199
Solyc03g034380	2.443707684
Solyc03g034390	3.301233175
Solyc03g034400	0.088376076
Solyc03g034430	0.122704907
Solyc03g034440	0.18188408
Solyc03g034450	0.040483293
Solyc03g034455	0.133989891
Solyc03g037490	-0.846249869
Solyc03g042560	-1.507481685
Solyc03g043600	-0.148162008
Solyc03g043660	-0.005434853
Solyc03g043700	-1.407309914
Solyc03g043720	0.229762044
Solyc03g043740	0.861087165
Solyc03g043750	0.265075163
Solyc03g043760	-0.057038631
Solyc03g043770	-0.263008005
Solyc03g043850	-2.14931469
Solyc03g043870	-0.422998059
Solyc03g043880	0.207591779
Solyc03g043910	0.655195606
Solyc03g043930	0.3173762
Solyc03g043940	-0.294499163
Solyc03g043950	-0.550769034
Solyc03g043960	0.296020177
Solyc03g044000	0.096833419
Solyc03g044010	0.360296565
Solyc03g044020	0.060510661
Solyc03g044060	0.179298667
Solyc03g044080	-0.130709038
Solyc03g044090	0.166120869
Solyc03g044100	-0.530091906
Solyc03g044140	-0.087655637
Solyc03g044150	0.158980435
Solyc03g044160	-0.496669925
Solyc03g044190	-0.222947069
Solyc03g044200	0.718264469
Solyc03g044220	-0.145107763
Solyc03g044260	-0.223327706
Solyc03g044270	-0.053632551
Solyc03g044300	-0.744639699
Solyc03g044330	-0.589571092
Solyc03g044350	-0.73094613
Solyc03g044370	0.067402651
Solyc03g044380	0.236276215
Solyc03g044420	-0.557126992
Solyc03g044430	-0.404861793
Solyc03g044470	0.216441407
Solyc03g044480	-0.572886281
Solyc03g044510	-0.083231768
Solyc03g044620	0.206599185
Solyc03g044625	0.544013287
Solyc03g044630	-0.892403903
Solyc03g044660	-0.179689103
Solyc03g044666	0.356582961
Solyc03g044710	-0.484867764
Solyc03g044720	0.104954534
Solyc03g044725	2.069581521
Solyc03g044740	-0.381355437
Solyc03g044744	0.42153688
Solyc03g044748	0.905899013
Solyc03g044790	-0.349820335
Solyc03g044800	-1.177137058
Solyc03g044810	-1.125620226
Solyc03g044830	-1.053287798
Solyc03g044833	1.182532648
Solyc03g044880	-0.33358166
Solyc03g044900	-0.690580546
Solyc03g044910	-0.928008564
Solyc03g044980	-0.446654312
Solyc03g045010	0.772137667
Solyc03g045020	0.906610502
Solyc03g045050	0.157954979
Solyc03g045060	0.021613626
Solyc03g045070	-0.876586025
Solyc03g045090	-0.080902351
Solyc03g045110	0.964303751
Solyc03g045120	0.09339445
Solyc03g045140	1.682700696
Solyc03g045150	3.160586175
Solyc03g046200	-4.746125628
Solyc03g046250	-0.211965186
Solyc03g046270	-0.833770515
Solyc03g046340	0.091205742
Solyc03g046350	0.441975023
Solyc03g046410	-0.294016598
Solyc03g046450	-0.026727243
Solyc03g046470	0.19318678
Solyc03g046570	-0.174912779
Solyc03g046580	-0.808098802
Solyc03g046590	0.060697188
Solyc03g051650	0.225430048
Solyc03g051667	1.494063094
Solyc03g051690	0.444664836
Solyc03g051700	0.070501824
Solyc03g051770	-0.021129916
Solyc03g051780	-0.435405434
Solyc03g051790	0.223505462
Solyc03g051810	0.211368592
Solyc03g051900	-0.2875181
Solyc03g051920	-0.05108611
Solyc03g051927	0.104810402
Solyc03g051950	0.172784057
Solyc03g051970	-0.005141264
Solyc03g052980	0.12429866
Solyc03g053000	0.312267029
Solyc03g053010	0.163605893
Solyc03g053020	0.068423233
Solyc03g053040	0.566122176
Solyc03g053080	0.376164609
Solyc03g053085	-0.332396153
Solyc03g053110	-0.410324857
Solyc03g058190	-0.503739018
Solyc03g058340	0.106626753
Solyc03g058350	0.27034096
Solyc03g058390	0.403296462
Solyc03g058430	-0.134763527
Solyc03g058460	-0.045489449
Solyc03g058470	0.144891983
Solyc03g058490	1.414156161
Solyc03g058500	-0.194785045
Solyc03g058805	0.885319123
Solyc03g058860	0.388820698
Solyc03g058880	-0.113614731
Solyc03g058920	0.338541989
Solyc03g058930	0.042586962
Solyc03g058940	0.522195218
Solyc03g058950	-1.028117904
Solyc03g058970	0.274002625
Solyc03g059010	-0.052221635
Solyc03g059030	0.025728665
Solyc03g059070	-0.100432583
Solyc03g059100	-0.29073527
Solyc03g059110	-0.130390184
Solyc03g059140	-0.571045084
Solyc03g059160	-0.809834498
Solyc03g059170	0.106249413
Solyc03g059180	0.109560618
Solyc03g059190	2.47949406
Solyc03g059205	-1.134910069
Solyc03g059250	-0.538418475
Solyc03g059260	-1.005835419
Solyc03g059270	-1.420124446
Solyc03g059310	-0.096404407
Solyc03g059400	-0.160493529
Solyc03g059420	-0.018850349
Solyc03g059490	-0.059102345
Solyc03g060510	-0.278952163
Solyc03g061590	-0.487629269
Solyc03g061600	-0.308520086
Solyc03g062650	0.061022046
Solyc03g062660	0.853608168
Solyc03g062665	0.41070563
Solyc03g062680	0.50815738
Solyc03g062700	-0.308155785
Solyc03g062710	-0.99747565
Solyc03g062720	-0.945907381
Solyc03g062740	-1.223891482
Solyc03g062780	-1.02914217
Solyc03g062790	-0.002682845
Solyc03g062830	0.332419503
Solyc03g062890	0.208135147
Solyc03g062900	-0.55436164
Solyc03g062930	-0.057076135
Solyc03g062940	0.381641407
Solyc03g062950	0.514180261
Solyc03g063030	0.716600309
Solyc03g063040	0.364653708
Solyc03g063060	-0.192659786
Solyc03g063090	0.797377633
Solyc03g063110	0.044115571
Solyc03g063150	-0.467753498
Solyc03g063160	-0.117831244
Solyc03g063200	-0.190280059
Solyc03g063210	-0.129405711
Solyc03g063220	-0.012198131
Solyc03g063240	-0.015835316
Solyc03g063260	0.161441432
Solyc03g063280	-0.138983044
Solyc03g063290	0.614294333
Solyc03g063320	0.23650689
Solyc03g063340	-0.127616205
Solyc03g063350	-0.044128414
Solyc03g063357	0.150846034
Solyc03g063370	-0.008963594
Solyc03g063380	-0.24475805
Solyc03g063390	0.050571194
Solyc03g063500	-1.604755398
Solyc03g063550	-1.273269243
Solyc03g063560	-0.135021453
Solyc03g063600	0.216818012
Solyc03g063603	-0.123030543
Solyc03g063607	-0.363698002
Solyc03g063650	-0.873574271
Solyc03g063680	-0.597120506
Solyc03g063690	-0.513882155
Solyc03g063720	-0.515874015
Solyc03g063730	-0.268198487
Solyc03g063750	0.015925262
Solyc03g063760	-0.236494729
Solyc03g063880	0.237577857
Solyc03g063970	0.236742344
Solyc03g064010	-0.087375671
Solyc03g064030	0.231195077
Solyc03g065230	-0.551198564
Solyc03g065235	0.880139568
Solyc03g065237	0.635885335
Solyc03g065250	0.21790679
Solyc03g065300	-0.604475663
Solyc03g065340	0.306459471
Solyc03g065353	0.542413426
Solyc03g065355	0.029332565
Solyc03g070380	1.820706539
Solyc03g070400	-1.058862597
Solyc03g070430	0.392368469
Solyc03g070440	-2.793856186
Solyc03g070470	-2.402204302
Solyc03g070485	-0.327123859
Solyc03g071540	-0.227200406
Solyc03g071550	-0.147076237
Solyc03g071560	0.031727609
Solyc03g071570	0.363593357
Solyc03g071590	-1.098483606
Solyc03g071620	0.466717762
Solyc03g071627	0.278657603
Solyc03g071690	-0.67840349
Solyc03g071710	0.579717364
Solyc03g071720	0.172632853
Solyc03g071750	0.587934091
Solyc03g071790	-0.373549687
Solyc03g077910	0.23867691
Solyc03g077920	-1.760769488
Solyc03g077950	0.038418181
Solyc03g077980	-0.159985117
Solyc03g078000	0.055204859
Solyc03g078020	-0.064154786
Solyc03g078030	0.079419656
Solyc03g078060	0.199718384
Solyc03g078080	-0.164295166
Solyc03g078090	0.768842307
Solyc03g078100	-0.834282263
Solyc03g078110	-0.437113214
Solyc03g078120	-0.07743712
Solyc03g078150	-1.828608311
Solyc03g078160	-0.575462969
Solyc03g078210	0.186073385
Solyc03g078230	0.070715092
Solyc03g078240	-0.690864104
Solyc03g078260	0.893808329
Solyc03g078290	-0.075275122
Solyc03g078300	0.736995358
Solyc03g078350	-0.356478737
Solyc03g078360	-0.233349245
Solyc03g078370	0.836357305
Solyc03g078380	0.048797252
Solyc03g078390	-0.088510614
Solyc03g078400	-0.062868104
Solyc03g078470	-4.292208032
Solyc03g078490	-0.427463492
Solyc03g078505	-1.234993296
Solyc03g078520	-0.210043281
Solyc03g078570	0.017083666
Solyc03g078580	0.003998391
Solyc03g078610	0.044880829
Solyc03g078623	-0.009482704
Solyc03g078625	-0.129170546
Solyc03g078630	0.460436444
Solyc03g078640	0.742931076
Solyc03g078650	0.530754664
Solyc03g078720	-0.315698209
Solyc03g078730	0.033292653
Solyc03g078770	-0.610292362
Solyc03g078780	-0.593952661
Solyc03g078783	0.110516388
Solyc03g078800	1.298518011
Solyc03g078810	-0.145432507
Solyc03g078815	-0.342472413
Solyc03g079850	-0.129952758
Solyc03g079910	-0.54161062
Solyc03g079920	0.012037981
Solyc03g079930	-0.199158598
Solyc03g079940	-0.265816734
Solyc03g079950	0.250685715
Solyc03g079960	-0.183728407
Solyc03g079970	0.262298041
Solyc03g080010	-0.119143043
Solyc03g080020	-0.421314035
Solyc03g080040	-0.277159614
Solyc03g080050	0.042773733
Solyc03g080060	-1.493762392
Solyc03g080080	-0.342763127
Solyc03g080090	-0.163922468
Solyc03g080100	1.199509349
Solyc03g080120	0.802108029
Solyc03g080140	0.034984974
Solyc03g080160	0.211312716
Solyc03g080170	0.062814361
Solyc03g080180	-2.697734379
Solyc03g080190	-0.734730189
Solyc03g080195	0.134104029
Solyc03g081190	0.646139275
Solyc03g081200	0.51921043
Solyc03g081210	0.306209806
Solyc03g081220	-0.240014906
Solyc03g081230	-1.48797672
Solyc03g081240	0.45449262
Solyc03g081260	-0.566725219
Solyc03g081300	-0.342352019
Solyc03g081310	0.369296025
Solyc03g081320	0.208834234
Solyc03g081330	-1.090408497
Solyc03g082370	-1.237975769
Solyc03g082380	-0.258175871
Solyc03g082390	0.078431129
Solyc03g082400	-0.089908642
Solyc03g082420	-2.013457809
Solyc03g082430	-1.17736228
Solyc03g082440	0.10025574
Solyc03g082450	-0.609428948
Solyc03g082470	0.087061084
Solyc03g082480	0.001360557
Solyc03g082490	-0.171499842
Solyc03g082500	0.431947718
Solyc03g082510	-0.48758497
Solyc03g082520	-0.109274775
Solyc03g082530	1.002635223
Solyc03g082540	-0.105822736
Solyc03g082550	-1.33450865
Solyc03g082560	-0.102056379
Solyc03g082570	0.150855392
Solyc03g082580	1.001777879
Solyc03g082590	0.035282434
Solyc03g082600	0.202567154
Solyc03g082610	0.155898135
Solyc03g082620	-0.249054499
Solyc03g082630	-0.217869615
Solyc03g082640	-1.637809113
Solyc03g082660	0.693581181
Solyc03g082670	0.505639432
Solyc03g082680	-0.044869255
Solyc03g082690	-1.345785996
Solyc03g082710	-0.077157216
Solyc03g082720	-0.2278437
Solyc03g082730	-1.197229464
Solyc03g082740	-0.305169565
Solyc03g082805	-0.663430023
Solyc03g082820	-0.1730836
Solyc03g082830	-0.18694706
Solyc03g082840	-2.243710005
Solyc03g082850	-0.060303933
Solyc03g082860	1.284623035
Solyc03g082870	0.260077884
Solyc03g082880	-0.272167158
Solyc03g082890	0.454384191
Solyc03g082910	-0.042083147
Solyc03g082920	0.239207259
Solyc03g082940	0.121129978
Solyc03g082960	-0.289007973
Solyc03g082970	0.433426309
Solyc03g082980	0.045723586
Solyc03g082990	-0.018320659
Solyc03g083000	-0.37349647
Solyc03g083010	0.39377666
Solyc03g083020	-0.126270303
Solyc03g083030	0.512921634
Solyc03g083050	0.079415734
Solyc03g083060	0.238688819
Solyc03g083070	-0.015377689
Solyc03g083090	0.164239842
Solyc03g083100	0.382812214
Solyc03g083110	-0.445458919
Solyc03g083130	0.366669504
Solyc03g083140	0.213608298
Solyc03g083160	0.500472276
Solyc03g083170	-0.248374093
Solyc03g083180	1.247946409
Solyc03g083190	0.329507677
Solyc03g083200	1.174062918
Solyc03g083210	0.2998504
Solyc03g083240	0.261840105
Solyc03g083250	0.150995974
Solyc03g083260	0.043682072
Solyc03g083270	-0.04444843
Solyc03g083280	-0.155719628
Solyc03g083290	-0.205911142
Solyc03g083300	-0.212116237
Solyc03g083310	-0.076269255
Solyc03g083320	0.110062721
Solyc03g083330	-0.06107264
Solyc03g083350	-0.13330191
Solyc03g083360	-0.705072906
Solyc03g083390	-0.371271355
Solyc03g083400	-0.265301745
Solyc03g083410	0.045997993
Solyc03g083420	-0.010981925
Solyc03g083430	-0.128361586
Solyc03g083440	0.094115466
Solyc03g083445	0.585868007
Solyc03g083450	0.152950085
Solyc03g083460	-0.749909031
Solyc03g083470	-0.154191989
Solyc03g083480	0.021962529
Solyc03g083510	-0.196461593
Solyc03g083520	0.1163544
Solyc03g083530	-0.345423568
Solyc03g083540	-0.380402246
Solyc03g083550	-0.093552078
Solyc03g083560	0.375429452
Solyc03g083570	-0.200700617
Solyc03g083580	0.148615096
Solyc03g083590	0.633539845
Solyc03g083610	0.410139803
Solyc03g083620	0.065837094
Solyc03g083650	0.335760813
Solyc03g083680	0.643911709
Solyc03g083710	4.188880248
Solyc03g083720	0.602702411
Solyc03g083730	1.898985564
Solyc03g083770	1.004272786
Solyc03g083810	0.894699233
Solyc03g083900	-0.566529656
Solyc03g083910	-0.161529169
Solyc03g083960	1.470883203
Solyc03g083970	0.177169815
Solyc03g083990	-3.00295414
Solyc03g083991	-0.87920886
Solyc03g083992	-0.66415559
Solyc03g083993	-2.291916621
Solyc03g083994	-2.291916621
Solyc03g083995	-3.00295414
Solyc03g083996	-0.257902639
Solyc03g093060	2.053465626
Solyc03g093080	-0.330327581
Solyc03g093110	-0.96024647
Solyc03g093120	-0.100322971
Solyc03g093130	-0.915046244
Solyc03g093140	0.451022121
Solyc03g093150	0.090475271
Solyc03g093160	-0.147133426
Solyc03g093180	-0.725961372
Solyc03g093200	0.329479556
Solyc03g093210	-0.902404765
Solyc03g093220	0.181342688
Solyc03g093240	-0.242304122
Solyc03g093250	0.395842292
Solyc03g093260	0.437804486
Solyc03g093300	-0.100347143
Solyc03g093310	-0.827589302
Solyc03g093330	-1.318215521
Solyc03g093340	-1.689928786
Solyc03g093347	-0.2630858
Solyc03g093350	-0.186542547
Solyc03g093360	1.710652017
Solyc03g093370	-0.875365432
Solyc03g093380	-0.349240085
Solyc03g093390	2.128861666
Solyc03g093400	-0.448369619
Solyc03g093410	0.140518823
Solyc03g093430	0.064678342
Solyc03g093440	-0.348991189
Solyc03g093450	-0.096232115
Solyc03g093460	0.178798634
Solyc03g093470	0.219459069
Solyc03g093480	-0.24389999
Solyc03g093490	0.380250384
Solyc03g093500	0.493199664
Solyc03g093510	0.473561173
Solyc03g093520	0.224770055
Solyc03g093540	-2.35524195
Solyc03g093550	-1.710871014
Solyc03g093560	-1.458095823
Solyc03g093610	0.360957739
Solyc03g093613	0.342281527
Solyc03g093630	-0.099853136
Solyc03g093640	-0.023718444
Solyc03g093680	-0.19741378
Solyc03g093690	-0.221577629
Solyc03g093700	0.001007482
Solyc03g093760	-0.211108952
Solyc03g093790	1.519547756
Solyc03g093800	1.300208745
Solyc03g093830	0.032387468
Solyc03g093840	0.05501142
Solyc03g093850	0.027784948
Solyc03g093880	-0.457971794
Solyc03g093890	-1.18500109
Solyc03g093970	0.272470236
Solyc03g093980	0.387249271
Solyc03g093990	0.242070334
Solyc03g094010	-0.253907165
Solyc03g094030	0.304017913
Solyc03g094040	-0.228732812
Solyc03g094050	-0.036941802
Solyc03g094060	-0.049559581
Solyc03g094070	0.228859648
Solyc03g094080	-0.279502623
Solyc03g094090	0.084800701
Solyc03g094120	-0.424062673
Solyc03g094160	-0.096578965
Solyc03g094175	0.099442499
Solyc03g094177	-1.158134956
Solyc03g095180	0.135919179
Solyc03g095190	-0.043264136
Solyc03g095200	0.006293177
Solyc03g095220	0.036219944
Solyc03g095230	0.171072122
Solyc03g095250	0.203065081
Solyc03g095260	-0.103976787
Solyc03g095290	0.200666666
Solyc03g095310	-0.321324187
Solyc03g095320	0.055591612
Solyc03g095360	0.415774294
Solyc03g095370	0.164340928
Solyc03g095410	-0.030058965
Solyc03g095450	0.083106176
Solyc03g095470	0.015147417
Solyc03g095490	0.188552399
Solyc03g095510	0.113839314
Solyc03g095600	0.379155889
Solyc03g095610	-0.484133723
Solyc03g095620	0.089139396
Solyc03g095650	-0.094801643
Solyc03g095660	-1.438729758
Solyc03g095680	0.093872944
Solyc03g095690	-0.179980534
Solyc03g095700	1.990989508
Solyc03g095710	0.015456228
Solyc03g095720	0.036240169
Solyc03g095730	1.035509787
Solyc03g095760	-0.182189691
Solyc03g095770	-0.43943276
Solyc03g095780	-1.1138318
Solyc03g095810	-1.001849804
Solyc03g095820	-0.191977626
Solyc03g095840	0.212990988
Solyc03g095850	0.401739872
Solyc03g095860	0.097827693
Solyc03g095940	-1.211139548
Solyc03g095950	-0.213656571
Solyc03g095960	-0.207609211
Solyc03g095970	-0.034858792
Solyc03g095980	-0.82686796
Solyc03g095990	-0.214201961
Solyc03g096000	0.110461044
Solyc03g096030	-0.477853129
Solyc03g096050	-0.109046196
Solyc03g096070	0.17580763
Solyc03g096080	0.05617787
Solyc03g096090	-0.36722419
Solyc03g096220	-0.124655601
Solyc03g096290	0.639768438
Solyc03g096360	0.079171608
Solyc03g096380	-0.683142487
Solyc03g096390	-0.3494971
Solyc03g096433	-0.341358231
Solyc03g096450	1.242883483
Solyc03g096460	1.712900716
Solyc03g096610	-0.476185495
Solyc03g096620	-0.441466605
Solyc03g096640	0.324260167
Solyc03g096660	-0.716318228
Solyc03g096670	-0.752327013
Solyc03g096730	0.623054433
Solyc03g096740	-0.054659765
Solyc03g096760	-0.207342969
Solyc03g096770	1.149390187
Solyc03g096780	0.648528614
Solyc03g096790	-0.069231856
Solyc03g096800	0.740862782
Solyc03g096810	0.01756944
Solyc03g096820	-0.067857359
Solyc03g096830	0.172857758
Solyc03g096840	0.665390091
Solyc03g096850	0.005457032
Solyc03g096860	-0.431964418
Solyc03g096870	0.7181882
Solyc03g096880	-0.126992562
Solyc03g096890	0.199013365
Solyc03g096900	-0.165731619
Solyc03g096910	-0.090349082
Solyc03g096920	0.101268963
Solyc03g096930	0.306005071
Solyc03g096940	0.301630548
Solyc03g096950	0.182806106
Solyc03g096960	-0.103361453
Solyc03g096980	-0.129870179
Solyc03g096990	-0.197955172
Solyc03g097000	-0.027371252
Solyc03g097010	0.369150269
Solyc03g097020	-0.045283285
Solyc03g097030	0.934817607
Solyc03g097050	-0.161792843
Solyc03g097060	0.021552821
Solyc03g097070	-0.071537305
Solyc03g097080	0.017789122
Solyc03g097100	0.093674404
Solyc03g097110	0.135702274
Solyc03g097120	-0.47218498
Solyc03g097130	-0.071399822
Solyc03g097140	0.041806243
Solyc03g097150	0.42301842
Solyc03g097160	-0.120911117
Solyc03g097170	0.499733248
Solyc03g097180	-0.024566586
Solyc03g097190	0.312890739
Solyc03g097200	-0.005204264
Solyc03g097210	-0.039358916
Solyc03g097230	0.378094795
Solyc03g097240	-0.162426381
Solyc03g097250	0.358114123
Solyc03g097260	0.156886719
Solyc03g097270	0.10824294
Solyc03g097280	-0.024328741
Solyc03g097290	-0.056830941
Solyc03g097300	-0.102267151
Solyc03g097310	0.102771003
Solyc03g097320	0.008192448
Solyc03g097340	-0.133661863
Solyc03g097350	0.095958422
Solyc03g097360	0.083527224
Solyc03g097370	-0.267695501
Solyc03g097380	-0.947487478
Solyc03g097390	-0.756377482
Solyc03g097400	-0.332316967
Solyc03g097450	-0.032381375
Solyc03g097460	0.001228215
Solyc03g097470	0.476356294
Solyc03g097490	0.059530339
Solyc03g097500	-1.913771625
Solyc03g097520	0.204729837
Solyc03g097530	0.728966497
Solyc03g097540	1.402642726
Solyc03g097550	0.00913352
Solyc03g097590	-0.771215874
Solyc03g097630	0.00340978
Solyc03g097640	-0.502576082
Solyc03g097650	-1.038557745
Solyc03g097670	-0.436514169
Solyc03g097680	0.063532207
Solyc03g097690	-0.145678857
Solyc03g097700	1.830390302
Solyc03g097710	0.146885124
Solyc03g097740	0.083979969
Solyc03g097750	0.870890114
Solyc03g097760	-0.233913792
Solyc03g097780	0.142454212
Solyc03g097800	0.425497268
Solyc03g097820	0.589916135
Solyc03g097830	-0.451955502
Solyc03g097840	-0.251194262
Solyc03g097850	0.135301576
Solyc03g097855	0.547195848
Solyc03g097870	-2.694769074
Solyc03g097900	-0.323501383
Solyc03g097910	0.438500584
Solyc03g097920	0.061458195
Solyc03g097930	-0.34339576
Solyc03g097940	-0.221024173
Solyc03g097950	0.091774219
Solyc03g097960	-0.601797754
Solyc03g097970	-0.01420161
Solyc03g097980	0.124297624
Solyc03g097990	0.440454491
Solyc03g098000	0.156129517
Solyc03g098010	1.758230253
Solyc03g098020	-0.923057691
Solyc03g098030	-2.33768975
Solyc03g098050	-0.344474613
Solyc03g098060	-0.660139628
Solyc03g098070	0.045699769
Solyc03g098100	2.012314766
Solyc03g098110	-0.219068064
Solyc03g098120	0.072471926
Solyc03g098130	0.103865195
Solyc03g098140	0.346805412
Solyc03g098150	0.016286051
Solyc03g098160	-0.027865739
Solyc03g098170	-0.09190956
Solyc03g098180	-0.32184818
Solyc03g098190	1.328879507
Solyc03g098200	0.364043334
Solyc03g098210	-0.002090907
Solyc03g098220	0.178869162
Solyc03g098230	0.614553428
Solyc03g098240	-0.137787296
Solyc03g098250	0.013400372
Solyc03g098280	-0.010244534
Solyc03g098290	-1.045740423
Solyc03g098320	-2.174325138
Solyc03g098330	-0.014580821
Solyc03g098340	-0.226894167
Solyc03g098410	-0.009623648
Solyc03g098420	0.057425775
Solyc03g098430	0.163284594
Solyc03g098440	-0.492711717
Solyc03g098450	-0.23505254
Solyc03g098460	-0.236459771
Solyc03g098470	0.084008376
Solyc03g098480	-0.406987072
Solyc03g098490	-0.075145457
Solyc03g098580	-0.113983152
Solyc03g098590	0.234214053
Solyc03g098600	0.019798658
Solyc03g098610	0.099582044
Solyc03g098620	0.341259693
Solyc03g098630	-0.073583768
Solyc03g098640	-0.816638686
Solyc03g098660	-0.247597055
Solyc03g098700	1.326447504
Solyc03g098710	2.920552126
Solyc03g098720	3.747546847
Solyc03g098730	0.059335815
Solyc03g098740	1.287122448
Solyc03g098750	-0.272611567
Solyc03g098760	2.232511761
Solyc03g098780	2.478594785
Solyc03g098790	1.877662006
Solyc03g098795	1.195301034
Solyc03g104810	-0.114659528
Solyc03g110860	-0.146848147
Solyc03g110870	0.156225072
Solyc03g110880	-0.301493462
Solyc03g110900	0.012516042
Solyc03g110910	-0.604897544
Solyc03g110920	-0.051916015
Solyc03g110930	-0.086760242
Solyc03g110940	0.34257857
Solyc03g110960	0.584228108
Solyc03g110970	0.069142355
Solyc03g110975	1.166017141
Solyc03g110980	1.29017643
Solyc03g110990	2.0195125
Solyc03g111000	0.159222101
Solyc03g111010	0.231599637
Solyc03g111030	0.25058428
Solyc03g111050	-0.56431102
Solyc03g111060	-0.25497922
Solyc03g111070	0.48881492
Solyc03g111080	0.053716084
Solyc03g111090	-0.079098
Solyc03g111100	-1.405160852
Solyc03g111110	-0.635278838
Solyc03g111130	-0.063891621
Solyc03g111140	-0.421984884
Solyc03g111150	0.197098686
Solyc03g111160	-0.274545143
Solyc03g111170	0.149234713
Solyc03g111180	0.116820959
Solyc03g111200	0.060450329
Solyc03g111210	0.007953179
Solyc03g111230	-0.179123072
Solyc03g111250	-0.028800126
Solyc03g111260	-0.004624721
Solyc03g111270	-0.213442472
Solyc03g111280	-0.801943623
Solyc03g111290	0.578429808
Solyc03g111300	0.314076462
Solyc03g111310	-0.655422945
Solyc03g111320	-0.193792098
Solyc03g111330	-0.097325969
Solyc03g111340	0.386473141
Solyc03g111350	0.391070549
Solyc03g111360	-0.619454396
Solyc03g111370	0.10346296
Solyc03g111380	0.076132572
Solyc03g111390	-0.140091851
Solyc03g111410	-0.201442702
Solyc03g111450	-0.886394169
Solyc03g111500	-0.333036711
Solyc03g111510	0.504035581
Solyc03g111530	0.279343955
Solyc03g111540	0.677510897
Solyc03g111550	0.295243019
Solyc03g111570	0.129865015
Solyc03g111580	0.27683529
Solyc03g111590	0.098563577
Solyc03g111600	0.160751239
Solyc03g111610	-0.460913533
Solyc03g111620	0.384544901
Solyc03g111630	-0.293219742
Solyc03g111640	-0.166493196
Solyc03g111650	-0.384763103
Solyc03g111660	0.110579353
Solyc03g111670	0.3032589
Solyc03g111680	0.149536466
Solyc03g111690	1.252455275
Solyc03g111700	-0.220236012
Solyc03g111710	0.07012792
Solyc03g111720	0.497468735
Solyc03g111730	0.203735836
Solyc03g111740	0.131996592
Solyc03g111770	0.436616199
Solyc03g111790	0.497441594
Solyc03g111800	-1.004544043
Solyc03g111810	0.083549868
Solyc03g111815	2.765808724
Solyc03g111830	0.585906748
Solyc03g111840	0.01025104
Solyc03g111850	0.097323183
Solyc03g111870	0.11128036
Solyc03g111920	-2.689019329
Solyc03g111930	-0.014268758
Solyc03g111940	0.169185246
Solyc03g111950	0.106800754
Solyc03g111953	1.35981248
Solyc03g111957	0.508770631
Solyc03g111970	0.563505341
Solyc03g111993	-2.380254426
Solyc03g111997	-1.849843203
Solyc03g112010	-1.137694062
Solyc03g112030	-0.098404746
Solyc03g112040	0.397187363
Solyc03g112050	-0.145855263
Solyc03g112060	0.115664146
Solyc03g112070	-0.011691524
Solyc03g112080	-0.338961944
Solyc03g112090	-0.625636361
Solyc03g112100	-0.622992799
Solyc03g112130	-0.508909068
Solyc03g112140	0.39118574
Solyc03g112150	-0.024902265
Solyc03g112160	-0.575938158
Solyc03g112190	-0.552116074
