target_id	CV	F1	F1_hab	F2_127	F2_151	F2_28	F2_411	F2_445	F2_73	PI127826
Solyc06g083520	454	1500	774	996	2250	889	1160	1397	1216	841
Solyc06g083530	4259	1361	1549	1017	357	1233	1033	647	676	2217
Solyc06g083535	2	0	0	0	0	0	0	0	0	0
Solyc06g083540	901.264	965.929	658.433	863.069	811.309	900.387	951.018	856.463	787.218	513.464
Solyc06g083550	475.924	259.059	211.331	401.931	202.265	366.367	397.436	229.496	205.273	158.514
Solyc06g083560	30.8123	9.01202	31.2358	4	17.426	10.2461	24.5469	13.0407	23.5085	3.02285
Solyc06g083570	246.133	285.329	160.245	222.311	314.431	226.148	287.356	195.9	156.913	156.132
Solyc06g083580	8233.57	549.224	1053.43	413.629	130.417	2310.68	1522.59	659.275	950.798	2598.4
Solyc06g083590	109.296	29.4475	8.32005	9.06009	1.15221	19.1774	14.8808	6.82551	11.2892	2.48109
Solyc06g083595	0	0	0	0	0	0	3.17276	0	0	10.9911
Solyc06g083600	0	0	0	0	0	0	0	0	0	0
Solyc06g083610	0	0	0	0	0	0	0	0	0	0
Solyc06g083620	10284	6816	8729	5686	3604	8582	5830	6108	8216	12085
Solyc06g083630	1535	1012	1173	841	516	803	733	772	794	1805
Solyc06g083640	1003	931	1098	1412	1638	1262	1307	890	724	853
Solyc06g083650	1909	565	3759	239	449	3273	1467	3463	2490	4439
Solyc06g083660	4129	724	1772	821	628	1517	1546	1172	732	2750
Solyc06g083670	575	396	53	489	76	310	269	41	75	94
Solyc06g083680	3244.9	1396.3	1167.58	1316.68	1047.17	3846.83	2856.57	2208	2941	1511.5
Solyc06g083690	2024.1	947.705	3646.42	366.319	321.831	1306.17	693.431	468.996	892.999	4198.5
Solyc06g083700	0	0	0	6	4	3	7	0	0	5
Solyc06g083710	60	146	32	157	189	46	159	198	210	187
Solyc06g083720	40	0	12	23	2	60	20	8	19	0
Solyc06g083730	2193.72	1448.48	1795.09	1222.61	1424.11	1321.45	1589.71	1596.98	1187.91	2527.18
Solyc06g083750	326.276	246.524	624.91	264.388	187.888	281.552	348.294	304.024	138.091	758.822
Solyc06g083760	934.894	1507.29	543.343	1144.84	1702	1235.62	1777.13	1605.77	1010.98	902.972
Solyc06g083770	386.106	337.706	362.657	267.157	338	365.379	345.868	357.23	336.021	372.028
Solyc06g083780	4118	3821	2603	4253	4030	6109	5088	4521	4209	3327
Solyc06g083790	5135	3348	4546	3586	1762	5157	3259	2852	3996	5837
Solyc06g083800	191	100	31	95	30	54	87	20	31	253
Solyc06g083810	2626	1300	2848	1533	1128	2223	1521	1382	2193	4663
Solyc06g083820	4550.27	2876.87	2345.55	1133.33	679.383	1713.77	1117.92	938.378	954.349	2492.13
Solyc06g083830	1976.73	1470.13	4059.45	1011.67	1128.62	1548.23	1144.08	1443.62	1483.65	5521.87
Solyc06g083850	32	7	10	9	10	11	11	12	2	0
Solyc06g083860	2984	1470	3177	1524	990	2553	1846	1672	2197	3473
Solyc06g083870	3970.68	3914.47	2990	5057.15	3241.58	4419.95	3534.32	1957.95	3989	3178
Solyc06g083880	78.299	3.10325	4	4.07263	4.10884	15.0485	6.68107	2.04632	0	0
Solyc06g083890	657.022	549.423	39	443.773	359.311	449	506	67	36	3
Solyc06g083900	764	135	7	357	11	95	151	323	66	11
Solyc06g083910	1	0	0	0	2	8	0	1	0	9
Solyc06g083920	368	320	354	345	300	274	386	416	312	388
Solyc06g083930	0	0	0	0	0	0	0	2	0	0
Solyc06g083933	270	167	182	781	1337	212	1661	7785	411	456
Solyc06g083937	2	0	0	0	0	3	0	1	0	0
Solyc06g083950	5	2	0	1	0	0	1	2	0	0
Solyc06g083960	42	14	4	6	4	23	13	3	0	0
Solyc06g083970	0	0	1	0	0	0	0	2	2	1
Solyc06g083980	1602	997	1082	1412	989	1294	1197	1450	1077	1246
Solyc06g083990	331	300	381	226	271	266	321	371	332	506
Solyc06g084000	576	724	217	695	538	541	803	343	514	303
Solyc06g084005	716	1135	380	420	395	326	532	216	353	556
Solyc06g084020	7908	7602	10982	7044	5399	14483	8963	9925	8421	10939
Solyc06g084030	1046	216	261	137	156	502	228	137	279	420
Solyc06g084035	0	0	0	0	0	0	0	1	0	0
Solyc06g084040	180	163	117	143	179	136	189	206	154	310
Solyc06g084045	4001.77	803.377	1004	312.11	452.376	1888.45	928.185	1066	1629	1215
Solyc06g084050	50.235	4.623	0	2.89036	5.6237	13.5456	1.81521	0	0	0
Solyc06g084060	429	199	495	189	119	385	262	176	308	460
Solyc06g084070	118	126.289	650.794	7.4146	199.379	66.8369	228.316	416.452	261.574	985.763
Solyc06g084080	66.0001	59.7106	68.2064	41.5854	163.621	46.1631	100.684	394.548	160.426	199.237
Solyc06g084090	417	96	526.855	193	20	1074.98	165	189	416	545
Solyc06g084095	0	0	1.14456	0	0	2.02128	0	0	0	0
Solyc06g084100	11	21	128	16	57	31	99	81	22	118
Solyc06g084110	8	5	37	6	10	4	19	17	2	26
Solyc06g084120	214	144	195	105.134	42	153	89	73	81.1492	285
Solyc06g084130	1	1	6	1	14	4	4	14	0	0
Solyc06g084140	11	11	0	14	2	25.9205	76.1005	8.4496	21.4645	16
Solyc06g084150	291.411	267.777	157.828	165.613	215.191	207.753	174.768	203.269	168.208	165.516
Solyc06g084155	109.589	45.2227	20.1715	37.3874	68.8091	94.327	114.131	46.2811	62.3273	52.4844
Solyc06g084160	1784	1443	564	1032	897	1093	1122	1164.9	1081	777
Solyc06g084170	78.7753	108.364	11	27.9112	42.7044	35	56.8129	2	1	65.8085
Solyc06g084180	22.2247	25.6359	1	14.0888	39.2956	19	72.1871	5	1	24.1915
Solyc06g084190	1351.03	1235.43	1318.39	1607.58	3187.37	1567.89	1847.55	2265.07	1511.11	1427.64
Solyc06g084200	323.971	405.572	225.608	239.417	93.6335	119.105	212.455	68.9289	57.8941	317.355
Solyc06g084210	4638	3530	4694	3716	2618	3348	3462	2733	2817	5415
Solyc06g084220	385	177	161	112	42	82	72	60	81	93
Solyc06g084230	3473	2930	1730	1925	1529	2739	1972	1700	1724	2394
Solyc06g084240	34	3	6	5	11	20	14	17	4	0
Solyc06g084250	652	834	1766	573	1013	826	1369	1367	1091	2213
Solyc06g084260	1063	353	593	323	192	899	505	319	556	710
Solyc06g084270	464	938	538	861	1501	1016	1163	1842	1361	749
Solyc06g084280	0	0	0	1	0	0	2	0	0	0
Solyc06g084290	459	415	503	276	176	201	294	211	147	667
Solyc06g084300	148	247	422	27	23	58	53	59	81	695
Solyc06g084310	236.612	136.338	55.9722	78.5312	7.39705	77.5399	56.3992	18.0038	19.9103	29.78
Solyc06g084320	202	342	147	248	625	291	576	318	301	257
Solyc06g084330	17	2	4	7	5	0	9	1	0	0
Solyc06g084340	0	0	1	0	1	0	0	4	0	0
Solyc06g084350	972	919	1024	333	408	557	453	686	626	1311
Solyc06g084360	1177	922	683	1261	524	1331	1304	751	739	773
Solyc06g084370	11	9	6	0	3	4	3	1	1	0
Solyc06g084380	10.0166	8	0	17	1	12.1554	13	2	6	4
Solyc06g084390	762.983	443	326	287	435	295.845	500	478	261	493
Solyc06g084400	403	518	503	241	373	320	345	426	433	738
Solyc06g084410	864	900	489	662	354	471	452	500	595	652
Solyc06g084420	164	27	69	64	23	198	97	94	75	59
Solyc06g084430	95.4306	65.9571	239.431	68	3	214.212	58.8296	52.6815	122.514	202.816
Solyc06g084440	1758.57	1206.04	1893.57	1179	761	1810.79	1256.17	1488.32	1692.49	2568.18
Solyc06g084450	55	20	33	46	3	233	35	24	51	24
Solyc06g084460	549	195	94	365	259	686	480	395	409	103
Solyc06g084470	809.39	482.402	220.696	191.675	73.8998	543.023	225.965	73.2711	228.41	155.16
Solyc06g084480	527.177	607.188	220.516	472.301	301.772	779.302	306.143	321.579	621.533	221.84
Solyc06g084483	25.6597	24.3727	4.44129	27.7704	4.84366	35.1277	17.7719	14.7021	14.6099	0
Solyc06g084487	2	1	0	0	0	2	1	9	6	0
Solyc06g084500	686.99	848.036	813.347	756.254	1286.48	1067.55	950.12	825.448	1458.45	1017
Solyc06g084510	968	976	1109	699	567	808	729	704	736	1206
Solyc06g084520	4638	5056	4608	3960	4619	4220	4203	4407	4794.78	5178
Solyc06g084530	2970	3885	3603	3113	4489	3164	3594	3038.59	3714	3610
Solyc06g084540	688	478	259	425	284	173	413	522	333	888
Solyc06g084550	579	364	248	278	184	265	268	273	271	253
Solyc06g084570	436	477	648	507	392	525	394	365	468	705
Solyc06g084580	0	0	0	0	0	0	0	0	0	0
Solyc06g084590	1962	3003	2943	2434	2264	2123	1946	2196	2952	3193
Solyc06g084600	0	0	0	0	0	0	0	0	0	0
Solyc06g084610	3.36292	1.16459	6.63626	4.72655	60.9384	11.2948	23.9094	32.4628	45.2641	3.19435
Solyc06g084615	277.637	497.835	497.364	131.273	542.062	369.705	446.091	386.537	604.736	646.806
Solyc06g084620	0	4	0	6	0	0	0	0	0	0
Solyc06g084621	0	90	177	0	243	88	95	262	185	207
Solyc06g084622	0	0	0	0	0	1	0	0	0	0
Solyc06g084623	0	0	0	0	0	0	0	0	0	0
Solyc06g084624	0	0	0	0	0	0	0	0	0	0
Solyc06g084626	3.00699	3.81634	0	0	2.21118	0	0	0	0	0
Solyc06g084628	0	0	0	1	1.50811	0	0	0	0	0
Solyc06g084760	123	517	138	97	128	62	73	47	64	327.579
Solyc06g084770	0	0	0	0	0	0	0	0	0	0
Solyc06g084820	2498	1345.21	294.653	330	660	702.203	1640.72	987.108	797.361	430.677
Solyc07g004993	0	0	0	0	0	0	0	0	0	0
Solyc07g004995	0	0	0	0	0	0	0	0	0	0
Solyc07g004997	0	0	0	0	0	0	0	0	0	0
Solyc07g005000	1612	1658	1383	1745	1251	1563	1260	1104	1465	1615
Solyc07g005010	378	379	109	315	476	424	511	774	378	123
Solyc07g005020	760.867	213.713	483.908	272.907	41.2788	766.022	327.863	168.286	388.541	372.741
Solyc07g005030	1854.13	1792.29	1681.09	1741.09	1248.72	1590.98	1758.14	1506.71	1578.46	2114.26
Solyc07g005035	21	14	8	15	11	8	9	6	2	0
Solyc07g005040	0	0	2	4	3	4	2	0	2	5
Solyc07g005050	3913	2772	1715	631	513	906	724	735	750	2723
Solyc07g005060	712	600	690	359	731	661	755	696	738	692
Solyc07g005070	0	9	0	18	1	0	0	1	0	0
Solyc07g005080	0	5	0	6	1	0	0	2	0	0
Solyc07g005090	624	1051	389	981	55	463	352	299	116	261
Solyc07g005100	2296	7975	635	5456	1441	7413	12698	2206	4085	1201
Solyc07g005110	1	238	41	225	1	114.502	13	0	363	74
Solyc07g005120	1428	745	381	535	927	606	616	691	416	441
Solyc07g005130	1051	944	1575	861	425	847	933	659	1348	1565
Solyc07g005140	725	657	363	1049	745	730	688	1223	694	584
Solyc07g005145	0	7	0	1	0	0	0	0	2	0
Solyc07g005150	0	12	2	8	16	8	10	7	26	0
Solyc07g005160	0	0	0	0	1	0	0	0	0	0
Solyc07g005170	10	25	38	41	37	60	50	27	51	40
Solyc07g005180	1551	633	1535	642	409	630	656	742	413	2038
Solyc07g005190	201	269	45	284	77	769	378	317	1260	61
Solyc07g005200	2762	2399	3680	1790	896	1868	1676	1486	2118	5479
Solyc07g005210	1285	4033	983	1379	1450	1092	2508	1635	2142	1775
Solyc07g005215	466.307	322.467	424.45	551.199	198.351	267.354	210.073	175.748	279.774	561.013
Solyc07g005220	12.6497	19.3013	19.5541	38.4391	10.6355	26.0157	1	10.2797	5.78285	44.3304
Solyc07g005230	274.044	254.232	246.995	301.362	95.0131	194.631	140.927	120.972	195.443	383.656
Solyc07g005240	354	310	242	259	215	230	225	278	158	392
Solyc07g005250	110	69	16	57	136	74	87	147	25	50
Solyc07g005280	53	99	84	88	41	67	76	28	72	91
Solyc07g005300	36	115	15	85	78	94	68	87	54	67
Solyc07g005310	64	22	46	31	89	42	64	61	36	37
Solyc07g005320	3104	4559	3239	5114	5492	4498	6403	3404	5899	3769
Solyc07g005330	2085	879	1451	1345	1188	1091	1166	1293	509	1909
Solyc07g005340	2892	3141	2044	2680	1652	2922	3510	2155	5275	2420
Solyc07g005345	0	0	0	0	0	2	1	0	0	4.29427
Solyc07g005350	9	2	2	15	12	9	9	14	4	3.70573
Solyc07g005360	1425	971	650	827	755	699	787	891	765	1027
Solyc07g005370	1851	619	25	108	29	109	517	137	280	118
Solyc07g005380	808	683	951	222	17	348	764	124	424	717
Solyc07g005390	24860	9432	14582	5427	617	9187	7292	4179	5161	22296
Solyc07g005400	62	256	28	516	288	1052	641	724	614	35
Solyc07g005410	6	22	1	37	20	12	11	56	10	4
Solyc07g005420	2	85	11	158	178	87	114	14	165	0
Solyc07g005430	918	692	395	234	169	241	207	275	177	638
Solyc07g005440	438	1009	259	551	92	411	640	254	212	150
Solyc07g005450	662.242	582.434	312.188	514.402	615.834	416.748	634.557	757.777	315.436	250.683
Solyc07g005460	682.758	624.566	333.812	545.598	699.166	461.252	488.443	684.223	374.564	468.317
Solyc07g005470	833	265	2145	622	138	1420	670	215	1479	2140
Solyc07g005480	739	729	367	754	437	547	616	437	498	391
Solyc07g005490	76.0403	65.1322	39.9248	86.1252	48.1441	36.381	56.6246	32.8501	43.3638	17.2753
Solyc07g005500	274.96	304.868	209.075	346.875	173.856	263.619	219.375	192.15	207.636	116.725
Solyc07g005510	8423	1808	530	804	482	1709	1918	1325	1055	940
Solyc07g005520	63	241	52	179	141	162	121	223	128	59
Solyc07g005530	7292	7641	3448	4755	6929	6530	8135	7464	5231	3418
Solyc07g005540	183	234	361	298	323	390	504	458	226	345
Solyc07g005550	1492	1486	1001	773	578	869	701	617	851	1710
Solyc07g005560	8026	6626	4435	3247	3198	4027	4118	4068	3233	6657
Solyc07g005570	787	1628	1047	911	1117	1428	1263	1219	2159	1270
Solyc07g005580	681	345	442	266	390	606	326	436	408	439
Solyc07g005583	0	0	0	0	0	0	0	0	0	0
Solyc07g005587	0	0	0	0	0	0	0	0	0	0
Solyc07g005590	4732.53	3344.57	4156.28	3744.97	2708.93	3723.98	3615.76	4169.69	3217.49	5663.04
Solyc07g005595	0	0	16.5296	1.28575	2.80416	0	1.17709	1.30693	4.85519	0
Solyc07g005600	9440.47	4222.43	12010.2	4743.74	1630.26	6281.02	4243.07	4046	4777.65	15478
Solyc07g005610	465	359	279	294	142	344	254	184	248	456
Solyc07g005630	0	549	0	58	25	1	23	206	101	0
Solyc07g005640	284	296.989	109	276	297	233	254	327	181	150
Solyc07g005650	268	535	392	471	374	355	425	384	469	550
Solyc07g005660	531	627	424	583	356	389	551	567	575	907
Solyc07g005670	0	0	0	0	0	0	0	0	0	0
Solyc07g005680	37	11	56	11	1	57	15	4	14	0
Solyc07g005685	37	7	16	12	2	54	13	2	12	0
Solyc07g005690	1101	1332	1526	1069	969	1084	1414	961	1379	1168
Solyc07g005700	1190	625	516	653	1037	1031	921	1076	768	728
Solyc07g005710	450	590	820	438	349	340	400	286	642	1126
Solyc07g005720	624	414.096	277	136	74	89	94	122.05	80	902
Solyc07g005730	5009	3229.9	3370	1299	1131	1310	1284	1841.95	1190	5412
Solyc07g005740	43	51	48	78	153	103	114	87	76	40
Solyc07g005750	311	267	70	183	144	170	189	240	115	221
Solyc07g005760	1930	1643.84	812	1480	661	1292	1944.31	967	776	889.823
Solyc07g005765	0	20.1648	0	0	0	0	29.6911	0	0	53.1769
Solyc07g005770	402	331	334	227	192	256	280	223	298	367
Solyc07g005780	0	0	0	1	1	0	3	0	0	0
Solyc07g005790	305	165	138	187	291	160	293	285	160	177
Solyc07g005810	5815	3805	2550	3599	3932.56	4379	4724	5803	3107	2640
Solyc07g005820	0	2	0	8	1	0	19	3	18	0
Solyc07g005830	1701	1386	1475	826	959	1680	1112	1131	1355	1612
Solyc07g005840	73.2635	17.7578	107.437	140.978	257.735	309.845	551.54	504.181	165.701	16.5187
Solyc07g005850	126.736	132.242	128.563	214.022	194.265	173.155	156.46	216.819	167.299	117.481
Solyc07g005860	581	404	617	425	312	703	417	343	409	936
Solyc07g005870	61	156	107	255	191	214	214	130	187	122
Solyc07g005880	2162	2468	1867	2538	3098	2596	2772	2080	2457	1681
Solyc07g005890	487	549	489	517	595	386	522	465	489	562
Solyc07g005895	996	665	218	225	1755	547	1203	1148	726	1195
Solyc07g005900	604	257	1167	161	124	235	195	227	313	3100
Solyc07g005910	72	37	55	64	118	94	62	61	54	122
Solyc07g005920	0	2	32	26	1	24	1	2	0	0
Solyc07g005930	284	938	882	1963	1971	1331	1599	1150	1113	540
Solyc07g005940	7508	3816	5614	2717	2421	4502	3622	3871	3353	7731
Solyc07g005950	802	746	741	931	943	1314	988	1020	961	820
Solyc07g005960	146	175	488	198	42	475	195	147	317	381
Solyc07g005970	1153	1495	1820	1505	652	1296	1147	791	1459	1992
Solyc07g005980	0	0	0	1	3	6	0	3	2	0
Solyc07g005990	2058	1898	1132	1903	1469	1519	1342	1561	1361	1222
Solyc07g006000	2175	759	952	584	645	2571	1201	998	1527	1185
Solyc07g006010	623	377	286	472	479	351	376	512	198	307
Solyc07g006020	70	24.0157	51.0299	95	38.019	142.192	60	39	26.0069	38
Solyc07g006030	336	79.9843	66.9701	61	169.981	168.808	193	118	172.993	141
Solyc07g006035	6257	2863	2483	1772	2745	5484	4929	3019	5622	3313
Solyc07g006040	372	95	28	17	33	73	38	33	59	61
Solyc07g006045	180.761	107.353	188.798	89.9181	24.8402	153.361	70.4626	49.1888	98.038	185.234
Solyc07g006050	194.494	141.647	133.202	119.082	94.9375	122.341	63.0698	43.4519	172.962	211.765
Solyc07g006060	34.7447	0	0	0	36.2223	46.2981	21.4676	37.3592	0	0.000677085
Solyc07g006070	1066	437	736	495	240	834	478	493	637	967
Solyc07g006090	0	45	0	2	0	0	3	0	0	0
Solyc07g006095	0	8	0	0	0	1	0	2	0	0
Solyc07g006100	37	13	108	57	40	36	41	13	103	340
Solyc07g006110	31	205	223	115	38	157	170	64	139	119
Solyc07g006120	376	566	440	454	409	314	370	298	405	654
Solyc07g006130	352.85	549.309	474.976	807.935	779	396	516.596	380.893	431.963	596.8
Solyc07g006140	51.1496	18.691	8.02434	10.0645	12	12	21.4035	17.1069	3.03651	3.20035
Solyc07g006145	7808	4089	2455	2412	1963	4131	6146	2918	4023	2500
Solyc07g006150	1549	934	1153	983	1083	1293	1157	1076	1370	1287
Solyc07g006160	1560	1131	1322	1141	1189	956	1057	1319	1556	1796
Solyc07g006170	19	67	18	12	14	39	34	20	11	0
Solyc07g006180	1746	1373	1340	1107	1314	1182	1428	1663	1059	1657
Solyc07g006190	710	454	584	670	979	449	615	559	403	704
Solyc07g006200	1177	368	499	601	804	617	600	750	469	564
Solyc07g006210	0	0	0	1	0	0	0	0	0	0
Solyc07g006220	4840	1660	3968	4126	4534	3341	4711	8518	2639	5247
Solyc07g006230	8	65	56	49	3	51	148	18	48	5
Solyc07g006240	413	299	337	234	244	270	246	288	231	357
Solyc07g006260	389	329	314	284	399	398	430	433	337	420
Solyc07g006270	1421	1013	1184	361	257	394	343	397	392	1762
Solyc07g006280	5799	4896	6502	12368	6560	7804	3860	12671	6063	9604
Solyc07g006290	0	0	0	2	0	1	0	0	0	0
Solyc07g006300	6757	3255	21199	5676	6284	7830	8589	7327	13311	30423
Solyc07g006310	181	36	50	66	23	112	107	51	55	45
Solyc07g006320	64	4	20	37	32	35	47	31	31	32
Solyc07g006330	198	246	474	192	83	220	166	83	254	560
Solyc07g006340	426	249	309	223	171	361	252	175	322	400
Solyc07g006350	1236	919	1179	1077	760	897	902	816	927	1290
Solyc07g006360	1513	864	1854	1153	1188	1391	1180	1168	1488	2565
Solyc07g006370	138	739	324	373	118	123	312	197	191	276
Solyc07g006380	0	2453	85	1799	95	56	725	352	13	0
Solyc07g006385	0	0	0	0	0	0	0	0	0	0
Solyc07g006390	0	0	0	0	0	0	0	0	2	0
Solyc07g006395	0	0	0	0	0	0	0	0	0	0
Solyc07g006400	600	425	687	395	294	442	472	418	439	961
Solyc07g006410	105	104	9	336	45	152	145	125	42	0
Solyc07g006420	3	398	29	626	12	134	47	127	31	49
Solyc07g006430	0	0	0	0	0	0	0	0	0	0
Solyc07g006440	0	0	0	0	0	0	0	0	0	0
Solyc07g006450	0	0	0	0	0	0	0	0	0	0
Solyc07g006460	0	0	0	0	0	0	0	0	0	0
Solyc07g006470	0	0	0	0	0	0	0	0	0	0
Solyc07g006480	80	137	64	72	35	94	111	145	72	0
Solyc07g006490	717	431	500	193	149	516	237	154	411	529
Solyc07g006500	3608	10043	2027	6180	4330	2775	3700	2143	4541	973
Solyc07g006510	1417	2103	1232	2089	1946	1360	1756	2203	1773	1683
Solyc07g006520	1156	680	563	621	781	1583	991	992	1045	606
Solyc07g006530	772	601	501	701	569	975	629	574	705	649
Solyc07g006540	3565	3295	1568	4522	3840	3603	3593	4778	2978	1931
Solyc07g006550	378	74	0	44	19	80	57	65	0	0
Solyc07g006560	7721	1959	2146	2011	192	2224	1249	186	3453	821
Solyc07g006570	7517	290	95	724	444	759	777	760	884	97
Solyc07g006580	940	506	595	423	341	599	472	532	603	871
Solyc07g006590	11	89	6	37	109	56	81	139	22	1
Solyc07g006600	5	112	18	59	21	91	35	27	67	0
Solyc07g006610	0	81	75	18	475	139	214	124	50	59
Solyc07g006620	136	45	16	103	30	115	198	51	59	0
Solyc07g006630	825	1080	69	814	26	257	1412	512	120	268
Solyc07g006640	2394.8	2044.94	1913.65	954.685	703.225	1044.97	939.287	765.75	1141.97	3008.01
Solyc07g006650	7557.2	7850.06	5512.35	4315.32	5528.77	5777.03	4972.71	4996.25	5887.03	4452.99
Solyc07g006660	0	0	0	0	0	0	0	0	0	0
Solyc07g006670	54	6	0	5	1	0	2	2	2	0
Solyc07g006680	651	53	2	42	61	39	239	114	23	6
Solyc07g006690	1027	995	887	701	720	706	681	819	814	1067
Solyc07g006700	125	60	15	15	28	19	93	20	38	5
Solyc07g006710	142	20	0	25	5	12	56	15	8	0
Solyc07g006720	2	0	0	1	0	0	0	0	0	0
Solyc07g006730	76	68	9	20	24	61	34	15	402	5
Solyc07g006740	1	0	0	0	2	3	0	0	0	0
Solyc07g006750	0	0	0	1	0	2	0	0	0	0
Solyc07g006755	0	0	0	0	0	0	0	0	0	0
Solyc07g006760	1068	871	776	820	1138	962	1125	1205	947	1153
Solyc07g006770	297	783	967	804	372	748	600	384	608	1637
Solyc07g006780	854	1048	547	820	1042	1024	971	989	1056	477
Solyc07g006790	5093	3403	4780	2504	1750	3431	2477	2291	2526	6598
Solyc07g006800	0	0	0	0	0	0	0	0	0	0
Solyc07g006810	430	700	426	585	592	559	652	481	590	447
Solyc07g006820	2745	2850	2388	3588	3374	3019	3240	2684	3143	2724
Solyc07g006830	4383	4917	3219	4367	2324	3965	3407	3101	4426	3775
Solyc07g006840	0	0	0	0	0	0	0	0	0	0
Solyc07g006850	3.82	17.767	0	17.5281	9.48145	3.29326	13.1473	14.2832	6.02234	1.12038
Solyc07g006855	1119	361	1648	420	247	727	972	332	1203	2257
Solyc07g006860	12.4668	6.35248	2	5.09363	75.1926	16.0202	7.87372	2.92395	12.5169	0
Solyc07g006870	3009.71	405.881	1416	342.378	222.326	5719.69	689.979	534.793	2268.46	2564.88
Solyc07g006880	0	2	0	1	0	0	0	0	0	0
Solyc07g006890	1046	588	1920.9	577	525	964.998	538	2572	658.997	5
Solyc07g006900	0	0	1	2	0	14	35	1	41	2
Solyc07g006910	613	238	412	282	229	316	361	339	336	509
Solyc07g006920	736	328	532	221	194	337	235	338	337	606
Solyc07g006930	1	0	7	3	2	2	2	6	1	0
Solyc07g006940	0	0	0	0	5	1	0	1	0	0
Solyc07g006950	851.946	944.074	897.876	358.272	348.041	337.866	303.9	450.631	488.032	1104.62
Solyc07g006960	804.054	463.926	760.124	397.728	535.959	600.134	543.1	528.369	408.968	815.383
Solyc07g006970	276	657	615	642	380	539	660	490	1013	651
Solyc07g006980	0	1	5	4	5	1	2	2	2	7
Solyc07g006990	19	54	29	98	98	79	87	27	65	28
Solyc07g007000	2	10	6	10	13	14	24	13	15	2
Solyc07g007010	0	0	0	1	0	0	0	0	0	0
Solyc07g007015	2	0	0	6	3	1	2	9	3	0
Solyc07g007020	22	113	85	87	66	121	109	63	94	50
Solyc07g007030	5115	2169	5069.46	3254	1320	3069.38	2833	3458	2613	7107
Solyc07g007040	2652	3418	2596	3082	2501	3067	3757	2880	3494	3629
Solyc07g007050	89	80	196	85	24	118	60	109	82	154
Solyc07g007060	851	998	534	483	435	660	658	696	352	542
Solyc07g007070	0	3	0	0	1	0	0	1	0	0
Solyc07g007080	0	0	0	0	0	0	0	0	0	0
Solyc07g007090	0	0	0	0	0	0	2	0	0	0
Solyc07g007100	0	0	0	0	0	0	0	0	0	0
Solyc07g007110	885	595	622	413	518	822	704	698	666	860
Solyc07g007120	5323.43	5207.47	2702.1	9173.87	11921.1	5616.47	8836.08	6633.08	5943.21	3097.95
Solyc07g007125	2	11	6	12	18	9	0	5	9	2
Solyc07g007140	1674.55	2711.53	2533.89	5022.09	4902.7	2689.49	3414.75	5383.82	3478.79	3800.64
Solyc07g007150	87	73	10	43	67	111	111	72	19	0
Solyc07g007160	1129	1008	743	840	642	591	596	756	700	856
Solyc07g007170	807	1044	850	959	775	533	410	1130	356	909
Solyc07g007180	188	564	135	323	409	417	433	287	727	90
Solyc07g007190	139	39	142	103	18	331	70	43	108	170
Solyc07g007200	507	195	93	115	127	102	202	152	60	218
Solyc07g007210	2450.91	2772	1648	2317.45	2623.79	2377.81	2736	2737.67	2232	1563.06
Solyc07g007220	516.095	243	242	280.552	386.215	305.193	357	721.329	244	397.938
Solyc07g007230	850	1295	619	1254	1001	1047	1069	1112	946	773
Solyc07g007240	3295	1974	33	1007	229	734	824	838	927	224
Solyc07g007250	12347	2663	6509	2075	401	505	632	914	1868	4168
Solyc07g007260	1476	10	20	29	0	84	97	16	4	0
Solyc07g007270	80	47	63	59	374	126	97	78	36	27
Solyc07g007280	166	63	59	34	131	165	94	111	163	36
Solyc07g007290	0	0	0	0	1	0	0	0	0	0
Solyc07g007300	662	902	567	346	337	513	483	347	586	893
Solyc07g007310	1192	499	570	442	576	605	497	546	364	374
Solyc07g007320	0	0	1	0	0	0	0	0	0	0
Solyc07g007325	27.6586	86.2008	58.1614	254.017	850.187	432.288	496.205	532.202	478.061	50.7656
Solyc07g007330	665.341	1458.8	616.839	2692.98	4915.81	2269.71	3672.8	3362.8	2680.94	394.234
Solyc07g007340	254	208	234	324	445	275	400	408	371	355
Solyc07g007350	7447	3165	14473	2460	3698	8215	6346	10556	9488	12222
Solyc07g007360	590	685	788	719	762	897	1109	1235	1134	596
Solyc07g007370	1605.92	1536.64	1397.57	1242.84	1233.02	1496.34	1556.67	1373.11	2104.53	1403.23
Solyc07g007380	1189.08	836.365	1057.43	866.164	786.976	1052.66	813.326	961.888	845.469	1156.77
Solyc07g007390	1981.21	1928.59	1306.19	2562.46	2065.62	1931.86	2081.44	1463.4	1773.97	1507.57
Solyc07g007395	0	0	0	0	0	0	0	0	0	0
Solyc07g007400	2.79127	29.0658	8.811	18.5374	44.3831	9.11162	14.5567	14.6048	11.9889	15.4335
Solyc07g007410	2	133.348	19.2591	17	234	5.03891	24	20	7.03657	24.2877
Solyc07g007420	1	88	0	11	175	0	18	20	0	0
Solyc07g007430	1422	1702	1440	1847	1900	1604	1701	1892	1283	1509
Solyc07g007440	18	18	78	43	16	52	49	36	54	42
Solyc07g007450	17	30	51	17	25	64	42	32	18	41
Solyc07g007460	2	0	7	7	40	1	16	8	1	0
Solyc07g007470	0	0	0	0	0	0	0	0	0	0
Solyc07g007480	0	0	0	0	0	0	0	0	0	0
Solyc07g007490	0	1	0	1	0	0	0	2	0	0
