Geneid	Elite_2017	Elite_2020	PI127826_2020	PI127826_2017	F2-73	F2-127	F2-28_concat	F2-151	F2-411	F2-445	F1
Solyc01g086740.2.1	3636	1188	716	2406	1865	2388	2914	2734	2604	2484	3017
Solyc01g086750.2.1	8249	1306	791	6399	6956	7742	3750	8228	9098	7520	8006
Solyc01g086760.2.1	0	0	0	0	0	0	1	0	0	0	0
Solyc01g086770.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc01g086780.1.1	0	0	0	0	0	0	10	0	0	0	0
Solyc01g086790.1.1	0	0	1	0	1	0	1	0	0	0	0
Solyc01g086800.2.1	1688	166	749	1328	16	0	1344	4	2	2	571
Solyc01g086810.2.1	1380	358	134	360	796	586	784	1805	588	721	1087
Solyc01g086820.2.1	2590	297	1212	826	140	122	1144	40	53	42	440
Solyc01g086830.2.1	0	0	0	0	0	0	0	0	0	0	0
Solyc01g086840.1.1	18	5	0	0	0	0	10	0	1	0	6
Solyc01g086850.2.1	847	333	32	0	4	0	462	288	0	0	368
Solyc01g086860.2.1	883	757	286	458	26	22	1353	622	22	24	703
Solyc01g086870.2.1	2808	2473	641	1417	1686	3498	4020	1908	1820	1156	5230
Solyc01g086880.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc01g086890.2.1	15143	4335	1955	6009	3001	3802	12714	6563	2955	2260	10562
Solyc01g086900.2.1	545	117	167	571	378	246	492	393	381	384	408
Solyc01g086910.2.1	0	0	0	0	0	0	0	1	0	0	0
Solyc01g086920.2.1	8193	689	2386	12361	2484	760	12785	836	3028	2826	793
Solyc01g086930.2.1	337	44	74	382	137	81	278	119	166	125	88
Solyc01g086940.2.1	1309	55	45	1273	479	352	169	450	526	478	915
Solyc01g086950.2.1	960	300	263	899	451	288	1144	393	320	296	691
Solyc01g086960.2.1	5205	4878	1896	5173	4006	3501	9608	6789	3703	4570	5006
Solyc01g086970.2.1	7837	2994	1650	4302	2604	2318	6423	14180	5970	6920	6973
Solyc01g086980.2.1	2143	309	300	1730	1056	940	1060	1520	1230	1294	1698
Solyc01g086990.2.1	3438	851	549	2668	2734	2596	1993	3748	3102	3114	3036
Solyc01g087000.2.1	72	54	50	62	7	18	135	75	29	7	76
Solyc01g087010.2.1	0	0	0	0	0	0	0	0	0	0	4
Solyc01g087020.2.1	617	730	250	468	28	14	1057	277	26	84	263
Solyc01g087030.2.1	1764	427	193	716	437	347	1062	2140	545	533	1766
Solyc01g087040.2.1	2073	317	342	1880	1698	582	2097	434	922	858	1488
Solyc01g087050.2.1	4	6	23	34	142	71	19	100	110	323	131
Solyc01g087060.2.1	21	5	54	289	169	47	43	91	89	16	441
Solyc01g087070.2.1	89	80	29	125	128	146	189	188	80	178	159
Solyc01g087080.2.1	331	70	49	73	54	54	195	31	42	7	62
Solyc01g087090.2.1	4453	1323	581	2901	424	302	3391	541	409	327	2158
Solyc01g087120.2.1	18556	3515	1829	17836	5832	4925	10146	3755	5756	4255	9420
Solyc01g087130.2.1	0	0	2	0	4	0	27	12	12	2	4
Solyc01g087140.2.1	14	3	37	0	2	18	66	2	4	2	18
Solyc01g087150.2.1	40	9	2	0	2	10	15	0	4	0	0
Solyc01g087160.2.1	3714	1714	1398	1668	300	464	4938	1306	405	381	2910
Solyc01g087170.2.1	2118	134	154	1771	1383	1426	390	1448	1119	1307	2106
Solyc01g087180.2.1	42	31	1	0	0	0	9	393	0	0	428
Solyc01g087190.2.1	2466	215	216	1007	553	365	1122	461	459	395	1385
Solyc01g087200.2.1	998	197	104	650	677	714	610	769	648	752	1335
Solyc01g087210.2.1	72777	6857	5706	108741	18554	23999	33218	14458	21936	25321	28737
Solyc01g087230.2.1	853	275	111	434	264	296	550	744	403	441	749
Solyc01g087240.2.1	2249	555	674	4300	1672	1388	1682	2033	2142	2102	2806
Solyc01g087250.2.1	1075	262	214	900	1043	837	896	1756	1282	1593	1335
Solyc01g087260.2.1	30410	4876	2333	9971	11623	8834	14056	8966	13424	9016	17872
Solyc01g087270.2.1	0	0	0	0	0	0	0	0	0	0	0
Solyc01g087280.1.1	0	0	0	0	0	6	0	0	0	8	0
Solyc01g087290.2.1	1093	340	189	582	799	460	977	1313	650	674	1008
Solyc01g087320.2.1	55	2	3	36	7	28	6	46	14	14	41
Solyc01g087300.2.1	1234	367	312	1420	797	729	1111	622	750	639	1127
Solyc01g087310.2.1	1730	372	150	983	1134	1268	949	1538	1058	713	2188
Solyc01g087330.2.1	164	37	46	95	21	43	278	66	19	18	269
Solyc01g087340.2.1	195	45	56	137	27	46	211	112	27	17	275
Solyc01g087350.2.1	152	19	6	5	4	1	41	36	3	0	96
Solyc01g087360.1.1	4	5	83	270	108	149	227	69	115	66	210
Solyc01g087370.2.1	498	323	57	72	14	18	700	211	24	10	515
Solyc01g087380.2.1	300	78	8	4	0	0	135	179	0	0	263
Solyc01g087390.2.1	502	51	23	11	5	0	116	318	0	0	387
Solyc01g087400.2.1	2465	849	314	560	482	516	1938	1989	464	342	2136
Solyc01g087410.2.1	1326	87	81	727	293	380	234	918	351	237	1107
Solyc01g087420.2.1	1018	349	150	605	314	455	706	1696	269	126	1498
Solyc01g087430.2.1	2326	567	298	1800	1905	2176	1429	2694	2435	2096	2984
Solyc01g087440.2.1	312	3	1	36	19	10	8	16	12	6	41
Solyc01g087450.2.1	1192	127	29	218	81	163	262	56	82	46	231
Solyc01g087460.1.1	0	0	0	0	0	0	1	0	0	0	0
Solyc01g087470.2.1	2906	858	566	2218	1364	1308	2335	2299	1978	1536	2278
Solyc01g087480.1.1	0	4	5	0	0	0	18	0	0	0	0
Solyc01g087490.2.1	2560	1113	679	2555	2555	2979	2683	4208	3146	3344	3521
Solyc01g087500.2.1	1082	116	303	1108	630	826	337	110	556	422	712
Solyc01g087510.1.1	0	0	1	0	0	2	0	0	2	0	0
Solyc01g087520.2.1	5325	807	576	3024	1172	556	3080	783	862	618	3036
Solyc01g087530.2.1	1349	361	408	1631	1109	1010	1656	911	1182	1196	1123
Solyc01g087540.2.1	28376	5165	2603	38485	7168	5023	10608	1115	7128	5108	6082
Solyc01g087550.2.1	2581	551	467	2154	434	270	1987	762	345	370	2057
Solyc01g087560.2.1	3710	462	604	6260	2565	2304	2810	575	2064	1093	2227
Solyc01g087570.2.1	3364	1467	632	260	84	50	3024	151	86	92	507
Solyc01g087580.2.1	70	189	29	141	10	8	254	41	4	26	162
Solyc01g087590.2.1	3826	718	389	7767	1516	1799	2743	591	358	2094	1065
Solyc01g087600.2.1	5057	629	655	5704	1760	1906	2533	1692	2064	2174	1773
Solyc01g087610.2.1	3445	397	269	2121	1478	1088	1521	1092	1441	1343	1666
Solyc01g087620.2.1	8810	3600	2381	7779	1273	827	10790	1750	891	920	8854
Solyc01g087630.1.1	15	14	7	0	0	0	25	3	0	0	8
Solyc01g087640.2.1	4220	723	564	3975	2419	1219	3343	1287	2170	2230	3897
Solyc01g087650.2.1	3699	766	528	3437	1360	1331	2508	1420	1418	1358	2005
Solyc01g087660.2.1	14	7	4	0	0	0	35	0	0	0	10
Solyc01g087670.2.1	1702	469	222	746	1138	1478	938	2280	1645	1501	1761
Solyc01g087680.2.1	1556	521	446	1818	806	806	1793	571	674	454	1712
Solyc01g087690.1.1	11	8	83	731	240	117	204	51	166	100	48
Solyc01g087700.1.1	8	0	8	0	0	0	17	0	0	0	3
Solyc01g087710.2.1	28942	2716	727	7104	1526	404	5702	708	1229	1180	6227
Solyc01g087720.2.1	2056	371	327	2238	1150	1247	1038	2479	1553	870	2646
Solyc01g087730.2.1	13341	1789	1751	8844	5748	2893	8421	6333	4902	3869	12167
Solyc01g087740.1.1	32	7	18	0	37	32	73	22	85	17	79
Solyc01g087750.2.1	2534	179	89	78	1461	689	1311	212	608	509	1172
Solyc01g087760.2.1	15	1	1	10	0	0	18	4	0	0	48
Solyc01g087770.2.1	105	13	104	37	6	21	188	32	35	12	369
Solyc01g087780.2.1	2905	321	673	3514	3798	3237	3051	1613	2242	997	3705
Solyc01g087790.2.1	2429	677	623	2110	1795	1425	2137	1966	1196	791	2186
Solyc01g087800.2.1	234	131	62	448	3593	3364	580	644	70	38	1939
Solyc01g087810.2.1	388	11	22	90	500	462	884	56	130	42	1312
Solyc01g087820.2.1	188	77	283	491	1760	1801	1354	328	1374	1679	1121
Solyc01g087830.1.1	12	3	1	6	0	0	30	0	0	0	11
Solyc01g087840.2.1	287	67	319	518	390	388	2230	148	157	100	997
Solyc01g087850.2.1	3839	457	347	1091	3100	3347	8004	1123	3237	1072	3859
Solyc01g087860.2.1	391	166	55	106	0	0	497	52	4	2	156
Solyc01g087870.2.1	1051	162	157	1766	1455	2208	1341	783	1464	1296	1486
Solyc01g087880.2.1	561	235	168	561	122	118	879	202	127	151	543
Solyc01g087890.2.1	788	57	215	2020	732	1012	743	855	724	824	1058
Solyc01g087900.2.1	3901	1609	1198	3600	3374	2824	5376	2180	2828	3044	3516
Solyc01g087910.2.1	802	283	183	442	284	335	742	362	395	324	771
Solyc01g087920.1.1	0	0	0	0	0	0	0	0	1	0	0
Solyc01g087930.1.1	0	0	4	0	0	0	4	0	0	0	0
Solyc01g087940.1.1	11	0	0	0	0	0	1	0	0	0	0
Solyc01g087950.2.1	0	0	0	0	0	0	2	0	0	0	0
Solyc01g087960.1.1	2	0	10	18	8	0	17	0	0	0	10
Solyc01g087970.2.1	118	29	49	198	638	1424	578	544	1188	932	919
Solyc01g087980.2.1	1144	762	297	1258	597	372	1204	1270	682	1604	734
Solyc01g087990.2.1	34	35	16	26	98	160	155	146	138	182	142
Solyc01g088000.2.1	3426	357	169	1461	347	469	799	982	517	670	2131
Solyc01g088010.1.1	20	15	2	0	0	0	15	6	0	0	2
Solyc01g088020.2.1	17363	2478	1415	13562	7611	9444	7941	6149	7522	6967	9947
Solyc01g088040.2.1	2871	879	667	2994	90	75	2454	585	90	100	1960
Solyc01g088030.2.1	244	75	36	98	12	16	126	64	6	10	102
Solyc01g088050.2.1	784	135	100	182	194	166	443	204	402	272	418
Solyc01g088060.2.1	571	112	123	506	464	820	469	550	777	745	500
Solyc01g088070.2.1	146	4	1	159	73	102	11	90	104	86	120
Solyc01g088080.2.1	4983	894	667	3602	1715	2286	2885	2244	2144	2027	4364
Solyc01g088090.2.1	1757	277	224	610	667	2155	1151	672	841	1174	2304
Solyc01g088100.2.1	8486	1744	839	3361	4377	5739	4876	8411	6371	6519	6526
Solyc01g088110.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc01g088120.1.1	0	1	0	0	0	0	5	3	0	0	0
Solyc01g088130.2.1	38	28	36	62	2	0	42	44	0	0	14
Solyc01g088140.2.1	923	281	271	545	112	110	996	367	103	93	799
Solyc01g088150.2.1	1176	390	120	518	321	538	728	366	404	358	615
Solyc01g088160.2.1	0	1	4	0	4	46	29	4	16	0	16
Solyc01g088170.2.1	3906	490	164	1018	1840	1253	1189	2179	1553	1622	2609
Solyc01g088180.1.1	0	0	0	0	0	0	1	0	0	0	2
Solyc01g088190.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc01g088200.2.1	0	0	0	0	0	0	0	0	0	0	0
Solyc01g088210.2.1	0	0	0	0	0	0	0	0	0	0	0
Solyc01g088230.2.1	0	0	0	0	0	0	0	0	0	0	0
Solyc01g088220.2.1	0	0	0	0	0	0	0	0	0	0	0
Solyc01g088240.2.1	1052	407	293	1019	674	542	956	773	695	745	923
Solyc01g088250.2.1	1420	40	162	118	178	192	866	283	490	206	392
Solyc01g088260.2.1	1080	776	102	0	1	0	998	11	0	0	191
Solyc01g088270.2.1	2300	108	8	23	2	0	107	28	0	0	406
Solyc01g088280.1.1	16	28	1534	2579	38	21	1556	2	33	8	181
Solyc01g088290.1.1	8	0	0	0	0	0	4	0	0	0	0
Solyc01g088300.2.1	1976	470	467	173	66	8	4555	462	98	14	132
Solyc01g088310.2.1	630	163	122	456	82	34	505	138	50	40	210
Solyc01g088320.1.1	16	7	1	0	2	0	9	18	10	0	4
Solyc01g088330.1.1	17	3	1	0	0	0	1	12	2	0	12
Solyc01g088340.1.1	10	1	0	0	0	0	2	2	0	0	16
Solyc01g088350.2.1	999	265	316	1702	909	670	1317	607	969	923	837
Solyc01g088360.2.1	2	5	3	0	6	10	3	8	10	8	4
Solyc01g088370.2.1	19534	4497	1790	10728	7744	7531	11606	9212	8553	7017	12998
Solyc01g088380.1.1	424	38	50	453	211	154	161	44	119	94	192
Solyc01g088390.2.1	696	121	171	538	74	78	407	108	52	56	336
Solyc01g088400.2.1	10149	1683	1128	15256	3959	2159	2861	1746	3472	2610	3336
Solyc01g088410.2.1	397	149	63	197	29	8	176	70	43	16	54
Solyc01g088420.2.1	305	113	49	173	30	23	163	63	24	9	106
Solyc01g088430.2.1	41507	7806	3633	6124	3192	246	20724	7605	3738	1638	4256
Solyc01g088440.2.1	212	66	114	304	34	28	316	72	12	32	170
Solyc01g088450.2.1	174	55	67	131	4	8	204	35	2	6	179
Solyc01g088460.2.1	836	92	64	698	126	63	314	227	139	98	400
Solyc01g088470.2.1	178	206	210	152	37	28	864	37	48	33	86
Solyc01g088480.2.1	7114	1102	704	6010	950	755	4791	497	784	856	1566
Solyc01g088490.2.1	45	19	24	30	20	4	41	48	31	16	54
Solyc01g088500.2.1	12	0	19	0	2	8	59	4	8	10	16
Solyc01g088510.2.1	8823	1276	790	8459	3927	4085	4573	1810	3403	3645	4545
Solyc01g088520.2.1	756	43	24	431	28	57	77	23	39	27	293
Solyc01g088530.2.1	3723	1656	1221	2188	1406	766	5606	952	1442	1566	1874
Solyc01g088540.1.1	0	0	0	0	0	0	4	0	10	6	0
Solyc01g088550.2.1	1021	350	306	1195	696	579	1285	748	880	854	994
Solyc01g088560.2.1	5346	1528	649	5180	1301	1513	3327	988	1330	1240	3365
Solyc01g088570.2.1	3025	940	797	3110	1272	745	3087	1020	1312	1092	1820
Solyc01g088580.1.1	0	3	0	0	0	0	0	0	0	0	0
Solyc01g088590.2.1	4	20	2	0	0	0	14	16	0	6	8
Solyc01g088600.2.1	1176	110	122	1026	452	310	569	525	479	414	840
Solyc01g088610.2.1	13590	1739	2024	8054	1758	810	7665	1082	1452	1563	3647
Solyc01g088620.2.1	111	28	62	217	74	14	147	18	32	69	81
Solyc01g088630.1.1	62	20	37	100	8	8	60	91	26	14	34
Solyc01g088640.2.1	1337	373	235	1191	745	984	1178	804	531	424	1969
Solyc01g088650.2.1	1352	169	64	453	130	148	430	234	100	204	425
Solyc01g088660.2.1	9655	1252	1132	1844	206	42	6523	2275	160	134	1375
Solyc01g088670.1.1	353	33	11	178	163	152	50	346	226	241	265
Solyc01g088680.2.1	65	29	25	0	0	0	116	37	0	0	51
Solyc01g088690.2.1	2998	665	305	510	677	700	1450	1253	568	679	1380
Solyc01g088700.2.1	19831	3425	1713	11089	9541	9705	10378	8891	8570	8811	12845
Solyc01g088710.2.1	982	369	198	761	440	487	877	499	452	461	614
Solyc01g088720.2.1	2143	509	334	1399	1040	1293	1743	1315	1206	964	1893
Solyc01g088730.2.1	1570	546	216	713	458	440	1018	802	552	652	1417
Solyc01g088740.2.1	1823	386	299	1374	828	835	1147	1044	816	795	1388
Solyc01g088750.2.1	510	47	41	298	138	182	162	414	206	190	372
Solyc01g088760.2.1	193	119	88	348	356	388	434	418	432	168	1042
Solyc01g088770.2.1	1210	453	147	364	40	34	1211	273	48	72	598
Solyc01g088780.2.1	150	4	42	38	24	28	107	11	31	20	34
Solyc01g088790.2.1	1047	289	247	172	596	94	534	769	548	200	296
Solyc01g088800.2.1	4845	1030	732	3170	3872	4070	2718	4816	3464	3243	4233
Solyc01g088810.2.1	129	82	13	3	2	20	68	14	6	2	112
Solyc01g088820.2.1	203	128	61	128	64	101	313	247	182	151	288
Solyc01g088830.2.1	5	39	9	0	54	242	13	82	50	66	112
Solyc01g088840.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc01g089840.2.1	0	0	0	0	0	0	0	0	0	0	0
Solyc01g089850.2.1	267	26	54	170	26	78	368	36	104	38	74
Solyc01g089860.2.1	724	385	223	526	126	226	1062	456	238	182	971
Solyc01g089870.2.1	1927	247	249	698	632	604	1021	1064	964	742	1606
Solyc01g089880.2.1	401	90	31	0	38	64	159	62	14	24	212
Solyc01g089890.2.1	44	25	15	0	0	0	42	6	0	0	155
Solyc01g089900.2.1	836	162	167	673	365	353	605	674	521	417	718
Solyc01g089910.2.1	8	0	17	0	0	0	51	14	2	4	26
Solyc01g089920.2.1	4	4	23	30	11	11	6	0	0	0	2
Solyc01g089930.1.1	13	3	0	0	0	0	6	0	0	0	6
Solyc01g089940.1.1	0	1	0	0	2	0	0	0	0	1	3
Solyc01g089950.2.1	22	22	20	46	15	7	43	50	7	0	46
Solyc01g089960.2.1	6	3	31	0	2	14	47	10	4	2	52
Solyc01g089970.2.1	22181	6325	5408	6626	782	710	16990	4286	68	94	15344
Solyc01g089980.2.1	3143	591	782	2644	840	783	2474	1193	1261	1274	1298
Solyc01g089990.1.1	8	3	10	18	0	1	22	9	3	1	18
Solyc01g090000.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc01g090010.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc01g090020.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc01g090030.1.1	0	0	0	0	0	0	2	4	0	0	0
Solyc01g090040.2.1	101	8	28	348	117	184	75	205	230	189	293
Solyc01g090050.2.1	54	74	147	63	1	2	461	130	1	2	67
Solyc01g090060.1.1	2	0	0	0	0	0	0	0	0	0	0
Solyc01g090070.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc01g090080.1.1	0	0	2	0	0	2	0	0	0	0	0
Solyc01g090090.1.1	0	0	0	0	0	1	0	1	0	2	3
Solyc01g090100.1.1	0	0	0	0	0	11	3	5	19	31	43
Solyc01g090110.1.1	0	0	0	4	0	0	0	0	6	3	3
Solyc01g090120.2.1	13	2965	880	20	16	46	581	23	136	554	174
Solyc01g090130.1.1	1	4	3	0	0	0	3	6	0	0	0
Solyc01g090140.1.1	13	16	9	0	5	8	7	166	36	52	25
Solyc01g090150.1.1	5	1	0	0	0	0	1	33	19	22	5
Solyc01g090160.2.1	133	19	11	123	42	32	39	146	77	74	93
Solyc01g090170.2.1	4291	885	531	2969	1217	1008	3024	993	1114	1120	3029
Solyc01g090180.2.1	890	83	138	1242	413	526	559	65	412	328	376
Solyc01g090190.2.1	10669	3403	4321	7048	7032	4789	15505	7244	5736	5269	9784
Solyc01g090200.2.1	4101	874	565	2013	2444	1866	2455	4601	2756	2114	3271
Solyc01g090210.2.1	282	117	59	136	73	74	263	122	71	49	97
Solyc01g090220.2.1	1388	275	236	1566	870	773	934	905	953	802	1286
Solyc01g090230.2.1	3663	697	424	2986	1856	1876	2091	2127	1798	1754	2311
Solyc01g090240.2.1	1289	212	227	753	594	464	752	800	517	854	658
Solyc01g090250.2.1	422	34	16	249	140	177	45	420	125	103	301
Solyc01g090260.2.1	870	140	119	633	283	264	400	663	326	252	648
Solyc01g090270.2.1	3115	431	338	1547	1646	1735	1835	1756	2438	2280	1927
Solyc01g090280.2.1	2106	412	288	1111	584	557	1271	802	556	538	1159
Solyc01g090290.2.1	2398	768	444	1268	485	423	2432	640	381	444	1210
Solyc01g090300.2.1	8	1	1	18	0	0	2	0	0	0	2
Solyc01g090310.2.1	0	1	0	0	0	0	2	0	0	0	0
Solyc01g090320.2.1	0	0	0	0	0	0	2	0	0	0	0
Solyc01g090330.1.1	17	3	0	2	0	0	10	24	0	0	0
Solyc01g090340.2.1	5198	340	120	8	0	0	1240	216	0	0	204
Solyc01g090350.2.1	0	0	0	0	0	0	0	0	0	0	4
Solyc01g090360.2.1	0	0	0	0	0	0	0	0	0	0	0
Solyc01g090370.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc01g090380.2.1	446	138	125	458	146	186	466	210	194	223	454
Solyc01g090390.1.1	131	19	13	91	89	165	36	210	124	112	184
Solyc01g090400.2.1	116	46	55	19	51	65	173	99	59	33	69
Solyc01g090410.2.1	417	16	26	36	50	60	66	62	30	34	130
Solyc01g090420.2.1	1598	366	268	1672	1718	1630	1178	2182	1861	1600	1420
Solyc01g090430.2.1	2542	268	164	1395	536	652	823	908	618	731	1650
Solyc01g090440.2.1	946	27	84	1068	134	72	478	74	180	154	162
Solyc01g090450.2.1	864	206	218	1338	458	444	921	295	405	380	721
Solyc01g090460.2.1	230	55	179	44	28	12	182	174	12	16	513
Solyc01g090470.2.1	2130	465	305	1539	1132	1137	1168	1507	1023	695	2398
Solyc01g090480.2.1	1557	261	216	1065	963	785	930	787	837	727	1812
Solyc01g090490.1.1	276	47	23	229	130	102	108	273	136	194	163
Solyc01g090500.2.1	1033	534	427	434	119	76	1267	738	116	118	700
Solyc01g090510.2.1	98	14	10	49	77	57	25	173	46	54	115
Solyc01g090520.2.1	0	0	0	0	0	0	0	0	0	0	0
Solyc01g090530.1.1	3	0	4	6	4	0	12	4	0	0	1
Solyc01g090540.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc01g090550.2.1	1889	532	329	832	710	714	1179	1621	976	1414	1900
Solyc01g090560.2.1	150	88	83	0	6	12	160	60	38	84	18
Solyc01g090570.1.1	0	0	0	0	0	0	1	0	0	0	0
Solyc01g090580.2.1	0	2	0	0	0	0	1	2	0	0	0
Solyc01g090590.2.1	1925	665	188	725	522	578	974	727	724	776	1040
Solyc01g090600.2.1	0	0	0	0	0	0	0	0	0	0	0
Solyc01g090610.2.1	22	4	0	0	0	0	1	1	0	0	8
Solyc01g090620.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc01g090630.2.1	8	2	7	10	0	0	7	10	0	0	28
Solyc01g090640.2.1	29	21	23	10	19	21	47	39	10	14	169
Solyc01g090650.1.1	78	16	15	78	49	68	31	135	34	22	231
Solyc01g090660.2.1	0	0	0	0	0	0	0	0	0	0	0
Solyc01g090670.2.1	886	303	267	601	394	510	1104	743	426	396	691
Solyc01g090680.2.1	605	430	381	577	330	326	1334	870	178	188	2022
Solyc01g090690.2.1	9296	2220	926	3485	2032	2950	5041	5237	3260	2876	8854
Solyc01g090700.2.1	6203	849	322	1373	370	344	2616	939	149	180	2650
Solyc01g090710.2.1	239	12	68	1324	128	33	296	24	8	18	114
Solyc01g090720.2.1	1024	173	138	450	135	78	745	296	91	96	676
Solyc01g090730.2.1	306	100	107	58	59	40	216	16	78	64	110
Solyc01g090740.2.1	1095	2551	1220	953	1423	605	3272	1539	192	113	1062
Solyc01g090750.2.1	4945	1500	896	5074	3047	3409	3776	3757	3767	3685	4285
Solyc01g090760.2.1	136	3	118	0	6	6	125	16	30	26	80
Solyc01g090770.2.1	1575	399	405	2537	886	621	1683	1204	722	751	1028
Solyc01g090780.2.1	10639	1494	954	8575	6467	8398	4444	8677	7537	5842	10543
Solyc01g090790.2.1	1723	415	192	184	169	429	1782	317	477	214	2143
Solyc01g090800.2.1	3264	131	131	578	64	72	2590	42	148	60	158
Solyc01g090810.2.1	0	0	0	0	22	40	9	60	20	0	46
Solyc01g090820.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc01g090830.2.1	0	0	0	0	0	0	0	0	0	0	0
Solyc01g090840.2.1	839	78	34	113	114	40	281	519	102	98	303
Solyc01g090850.2.1	1337	352	352	719	330	269	1479	633	334	236	818
Solyc01g090860.2.1	4072	273	239	3837	2446	2878	747	3252	2452	1561	3388
Solyc01g090870.1.1	30	27	19	0	0	0	48	5	0	0	3
Solyc01g090880.2.1	3015	581	211	148	7	5	1161	690	2	6	1437
Solyc01g090890.2.1	50	50	59	46	28	14	66	38	20	4	14
Solyc01g090900.2.1	1740	337	214	1507	471	349	1198	321	396	349	1100
Solyc01g090910.2.1	4537	949	653	3569	814	1100	3054	1277	1654	1536	3540
Solyc01g090920.2.1	140	25	69	138	38	52	157	109	66	30	274
Solyc01g090940.2.1	1297	298	231	1555	910	702	1055	762	773	663	1196
Solyc01g090950.2.1	388	77	169	248	382	486	693	436	466	442	742
Solyc01g090960.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc01g090970.2.1	1474	3	90	76	24	22	930	10	68	8	80
Solyc01g090980.1.1	0	3	4	0	0	0	0	0	0	2	0
Solyc01g090990.2.1	1714	420	359	986	382	421	1471	446	506	542	783
Solyc01g091000.2.1	2	3	25	0	4	45	8	23	47	19	615
Solyc01g091010.2.1	0	10	348	0	18	207	0	8	82	28	576
Solyc01g091020.2.1	1698	843	279	1237	519	505	2850	588	450	441	716
Solyc01g091150.2.1	58	14	1	0	0	0	35	19	0	0	8
Solyc01g091030.2.1	130	230	218	160	248	252	928	180	276	308	280
Solyc01g091040.2.1	122	4	74	8	22	6	394	19	54	28	72
Solyc01g091050.2.1	70752	4796	13239	242249	46419	11199	68560	6010	17385	26326	34671
Solyc01g091060.1.1	18	41	3	0	0	0	12	56	0	0	12
Solyc01g091070.2.1	2415	735	586	1665	1654	1572	2451	1819	1557	1253	3278
Solyc01g091080.2.1	1192	172	239	1180	528	618	919	553	503	499	871
Solyc01g091090.2.1	333	14	27	676	221	328	128	215	209	230	417
Solyc01g091100.2.1	2	2	0	0	0	0	4	10	0	0	8
Solyc01g091110.2.1	0	1	1	0	0	0	0	0	0	0	0
Solyc01g091120.2.1	3478	850	447	1966	1310	1348	2067	2055	1336	1690	2574
Solyc01g091130.2.1	643	116	90	305	127	86	304	318	55	53	440
Solyc01g091140.2.1	226	40	28	8	0	0	81	37	0	0	89
Solyc01g091160.2.1	961	459	130	451	632	534	750	948	574	879	2627
Solyc01g091170.2.1	2024	811	757	1668	1025	2985	6009	186	1965	1389	4032
Solyc01g091180.2.1	0	13	12	0	0	16	10	0	0	0	24
Solyc01g091190.2.1	13445	1676	1078	9933	2707	1813	5427	1885	2569	3047	3846
Solyc01g091200.2.1	1221	113	143	1508	439	407	954	163	656	511	425
Solyc01g091210.2.1	1285	342	236	1055	652	494	1055	703	744	702	1114
Solyc01g091220.2.1	4182	1121	844	2759	1323	1202	4168	1385	1391	1533	3391
Solyc01g091230.2.1	375	101	405	230	234	200	351	324	362	184	338
Solyc01g091240.2.1	305	159	47	102	130	66	277	180	64	72	147
Solyc01g091250.2.1	4	0	0	0	0	0	5	54	0	0	4
Solyc01g091260.2.1	6912	1384	635	769	307	403	2574	364	1149	952	918
Solyc01g091270.2.1	2467	919	222	172	96	70	741	1271	108	46	837
Solyc01g091280.2.1	2161	711	390	802	105	133	2166	591	84	89	1119
Solyc01g091290.2.1	1	3	0	36	24	20	1	4	3	1	6
Solyc01g091300.2.1	85	14	6	73	42	29	48	40	22	25	41
Solyc01g091310.2.1	2083	492	242	1070	516	494	1320	1167	889	651	1169
Solyc01g091320.2.1	25732	1717	2093	3360	630	334	9149	354	938	472	1753
Solyc01g091330.2.1	1363	147	113	1019	204	262	463	171	391	418	507
Solyc01g091340.2.1	799	158	183	533	200	226	555	429	171	159	522
Solyc01g091350.2.1	943	251	462	2296	1519	1470	1049	1269	1509	1348	1654
Solyc01g091360.2.1	216	24	32	68	39	89	87	60	44	36	44
Solyc01g091370.2.1	578	252	257	357	246	131	1267	330	156	277	672
Solyc01g091380.2.1	232	41	66	221	163	118	253	173	138	155	278
Solyc01g091390.2.1	1365	374	237	899	1236	1099	1087	1147	1081	1204	1104
Solyc01g091400.2.1	100	25	3	0	0	0	18	6	0	2	21
Solyc01g091410.2.1	0	0	0	0	0	0	0	0	0	0	0
Solyc01g091420.1.1	4	0	1	0	0	9	12	3	2	4	0
Solyc01g091430.1.1	21	5	15	0	0	1	21	21	0	0	4
Solyc01g091440.2.1	38	6	11	30	3	7	19	16	0	0	16
Solyc01g091450.2.1	306	32	43	273	262	219	161	443	278	211	333
Solyc01g091460.2.1	8833	1170	887	12053	5246	7329	4028	3867	5577	5193	5670
