Geneid	Elite_2017	Elite_2020	PI127826_2020	PI127826_2017	F2-73	F2-127	F2-28_concat	F2-151	F2-411	F2-445	F1
Solyc10g074940.1.1	7381	671	651	9787	4977	5804	2325	3712	4791	4418	4865
Solyc10g074950.1.1	1405	381	610	2431	889	176	1497	368	734	495	735
Solyc10g074960.1.1	400	16	22	365	202	81	46	252	237	353	295
Solyc10g074970.1.1	1898	379	391	2044	2054	1369	943	1957	1919	2134	1790
Solyc10g074980.1.1	20578	3253	2095	18013	16229	21543	11696	13317	16071	16679	14117
Solyc10g074990.1.1	182	89	114	147	178	213	304	253	273	333	370
Solyc10g075000.1.1	0	21	6	191	47	50	85	13	8	8	57
Solyc10g075010.1.1	8	1	0	0	2	0	0	2	4	32	2
Solyc10g075020.1.1	1056	117	150	334	775	185	486	571	584	814	352
Solyc10g075030.1.1	898	266	237	388	1228	832	857	1298	1511	1687	1723
Solyc10g075040.1.1	2231	407	263	3440	1885	1835	1172	1754	1546	2585	1876
Solyc10g075050.1.1	6	0	21	0	0	0	1	0	0	2	6
Solyc10g075060.1.1	0	0	0	0	0	0	2	0	0	0	0
Solyc10g075070.1.1	197896	59284	6671	6	71975	2	109233	145374	115939	299432	41126
Solyc10g075080.1.1	2	1	1	0	1	0	3	6	5	0	0
Solyc10g075090.1.1	54017	90205	110556	69368	47324	1270	297732	563165	241294	309533	16883
Solyc10g075100.1.1	681186	85506	22494	161512	97632	930	210826	141623	129962	320113	160950
Solyc10g075110.1.1	1622	10438	36661	90264	5420	6129	97446	43550	25186	7564	5224
Solyc10g075120.1.1	0	0	0	0	0	0	2	0	0	0	0
Solyc10g075130.1.1	92	34	4	29	11	0	81	0	13	17	8
Solyc10g075140.1.1	199	6	0	0	8	0	10	0	13	11	12
Solyc10g075150.1.1	232	2449	586	2	1220	29	1887	6102	2006	6465	12308
Solyc10g075160.1.1	68637	2932	672	36	2580	0	10297	465	2165	2886	11595
Solyc10g075170.1.1	2	3	1	0	0	0	3	0	0	6	6
Solyc10g076170.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc10g076180.1.1	1166	33	90	80	56	10	842	22	76	170	192
Solyc10g076190.1.1	0	0	15	0	0	6	77	0	12	4	49
Solyc10g076200.1.1	38	9	4	98	28	58	112	12	18	151	12
Solyc10g076210.1.1	0	9	39	50	3	182	145	0	0	18	232
Solyc10g076220.1.1	0	12	43	43	1	65	208	0	0	20	259
Solyc10g076230.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc10g076240.1.1	32	117	214	32	64	3264	524	27	326	184	3468
Solyc10g076250.1.1	745	241	350	1833	568	763	634	835	707	962	3265
Solyc10g076260.1.1	622	44	19	893	504	760	86	553	872	557	530
Solyc10g076270.1.1	1091	237	162	1911	719	830	566	909	1031	914	1346
Solyc10g076280.1.1	126	46	140	873	438	889	875	284	178	125	684
Solyc10g076290.1.1	689	86	112	918	620	849	399	476	573	896	876
Solyc10g076300.1.1	82	46	28	18	64	24	96	136	94	118	110
Solyc10g076310.1.1	0	0	0	0	0	0	11	0	0	0	0
Solyc10g076320.1.1	0	0	4	0	4	2	6	4	2	0	4
Solyc10g076330.1.1	0	0	1	0	0	0	0	0	0	0	0
Solyc10g076340.1.1	2	0	0	0	0	0	2	0	0	0	0
Solyc10g076350.1.1	5464	551	719	7052	2420	1458	2775	1374	2054	2544	3833
Solyc10g076360.1.1	2654	359	462	3771	655	669	2601	355	824	1175	732
Solyc10g076370.1.1	9	3	2	0	0	0	13	0	0	54	2
Solyc10g076380.1.1	0	0	0	0	0	0	2	0	0	0	0
Solyc10g076390.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc10g076400.1.1	0	1	37	0	6	0	13	0	2	0	16
Solyc10g076410.1.1	156	106	34	18	26	145	603	16	108	52	445
Solyc10g076420.1.1	1485	317	283	1866	1260	593	960	1044	1278	1875	1148
Solyc10g076430.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc10g076440.1.1	2	1	0	0	0	0	1	0	10	4	2
Solyc10g076450.1.1	384	76	44	661	480	433	176	449	550	557	308
Solyc10g076460.1.1	0	1	5	0	18	64	1	2	0	8	109
Solyc10g076470.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc10g076480.1.1	78	95	116	1065	262	1528	213	269	300	751	856
Solyc10g076490.1.1	8	0	0	0	0	0	0	0	0	0	0
Solyc10g076500.1.1	42	19	1	2	16	0	27	14	30	76	50
Solyc10g076510.1.1	812	531	221	2440	323	826	1113	325	558	1081	905
Solyc10g076520.1.1	0	0	9	3	0	6	106	0	0	7	4
Solyc10g076530.1.1	6	2	69	994	191	677	422	2	92	2	257
Solyc10g076540.1.1	23	16	22	182	28	4	71	3	9	12	183
Solyc10g076550.1.1	51	18	33	275	41	8	71	11	49	57	444
Solyc10g076560.1.1	0	10	21	36	0	0	21	3	0	6	31
Solyc10g076570.1.1	6	5	5	0	14	14	57	19	43	20	0
Solyc10g076580.1.1	1645	58	27	1143	588	577	162	525	525	487	1090
Solyc10g076590.1.1	3890	575	301	2547	1464	1115	2064	1323	1370	1366	2643
Solyc10g076600.1.1	2208	342	704	6492	2739	1783	2371	1811	1870	2481	3119
Solyc10g076610.1.1	2	0	39	112	20	322	77	6	135	62	50
Solyc10g076620.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc10g076630.1.1	0	4	21	0	0	0	20	0	0	0	0
Solyc10g076640.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc10g076650.1.1	145	29	43	125	94	97	156	5	40	58	62
Solyc10g076660.1.1	3368	533	178	214	84	2445	485	4	40	699	115
Solyc10g076670.1.1	12	17	2	0	0	20	8	0	0	0	0
Solyc10g076680.1.1	0	16	0	0	0	0	0	0	0	0	0
Solyc10g076690.1.1	1638	455	382	1512	1112	768	1739	695	917	1032	1379
Solyc10g076700.1.1	307	35	82	86	299	50	230	89	243	157	125
Solyc10g076710.1.1	12882	1878	2042	19125	8306	3902	9293	4461	5726	7260	5568
Solyc10g076720.1.1	130	5	73	16	14	0	499	14	4	10	4
Solyc10g076730.1.1	52	3	44	0	4	6	188	20	0	22	36
Solyc10g076740.1.1	403	160	120	66	41	60	663	95	52	77	366
Solyc10g076750.1.1	323	87	61	292	87	37	316	89	100	193	141
Solyc10g076760.1.1	222	91	64	407	732	478	288	893	600	1519	225
Solyc10g076770.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc10g076780.1.1	14	47	28	24	92	16	172	10	48	134	78
Solyc10g076790.1.1	111	34	59	14	26	20	273	34	71	63	2
Solyc10g076800.1.1	1238	319	186	392	655	409	1101	510	656	887	910
Solyc10g076810.1.1	66	25	18	0	62	0	96	64	66	205	108
Solyc10g076820.1.1	37	0	5	0	14	2	89	12	27	9	0
Solyc10g076830.1.1	34	1	5	0	6	0	226	4	74	51	0
Solyc10g076840.1.1	6408	1038	2292	10334	2525	3044	7833	1252	2369	2678	3731
Solyc10g076850.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc10g076860.1.1	1113	176	338	2827	1103	1259	1237	760	836	406	1674
Solyc10g076870.1.1	5275	645	416	3518	3374	1849	1822	3294	3797	3375	4601
Solyc10g076880.1.1	227	1	18	18	10	0	152	12	2	2	34
Solyc10g076890.1.1	5217	366	337	3276	1255	757	1649	912	1783	2162	1904
Solyc10g076900.1.1	86	4	2	8	10	1	14	17	30	20	4
Solyc10g076910.1.1	3870	531	334	3558	2969	2842	1630	2951	3360	3508	3292
Solyc10g076920.1.1	221	74	43	155	243	187	160	296	213	444	236
Solyc10g076930.1.1	576	128	223	1180	308	296	661	444	456	559	630
Solyc10g076940.1.1	213	13	11	24	287	30	89	1	50	18	32
Solyc10g076950.1.1	0	5	0	0	0	0	0	0	1	0	0
Solyc10g076960.1.1	0	29	2	0	0	0	3	0	2	4	1
Solyc10g076970.1.1	0	15	0	0	0	0	7	0	0	0	1
Solyc10g076980.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc10g076990.1.1	3202	650	576	2130	2150	1337	1956	4607	3814	4823	3940
Solyc10g077000.1.1	1648	115	87	1740	967	646	374	830	876	1040	1447
Solyc10g077010.1.1	13330	1173	523	4978	1647	717	3364	821	1619	2788	5577
Solyc10g077020.1.1	3199	416	354	2613	2591	1545	1264	1968	2466	4045	2738
Solyc10g077030.1.1	3834	586	549	3975	2006	1203	3088	973	1516	1966	2571
Solyc10g077040.1.1	53851	2451	2430	24664	7976	4586	20844	1954	13193	8760	19126
Solyc10g077050.1.1	1960	358	235	1488	1342	1013	1031	1477	1457	1883	1590
Solyc10g077060.1.1	23	5	0	0	14	4	4	5	1	0	14
Solyc10g077070.1.1	7390	899	629	4872	5993	6611	2458	4721	6113	7336	8633
Solyc10g077080.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc10g077090.1.1	113	27	9	30	50	19	93	53	42	67	71
Solyc10g077100.1.1	206	30	19	101	164	49	88	70	108	127	153
Solyc10g077110.1.1	3114	845	498	1216	1675	1068	2758	2169	1930	2272	2656
Solyc10g077120.1.1	29304	4505	2975	4434	11338	40	24357	3455	9536	13374	13490
Solyc10g077130.1.1	1458	466	189	168	833	115	1273	1699	1452	4166	844
Solyc10g077140.1.1	0	0	7	0	0	1	8	0	41	0	4
Solyc10g077150.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc10g078150.1.1	7528	1115	968	6234	2785	2075	4024	2701	3200	3011	7098
Solyc10g078160.1.1	1839	151	203	1948	502	225	1072	365	773	1330	586
Solyc10g078170.1.1	7	2	0	0	2	1	12	0	4	10	2
Solyc10g078180.1.1	5276	1273	813	4338	4597	4376	4358	4112	4886	4785	4591
Solyc10g078190.1.1	460	85	64	186	122	216	496	213	212	604	453
Solyc10g078200.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc10g078220.1.1	8	14	1	0	22	102	3	4	201	6	1773
Solyc10g078230.1.1	58	12	2	14	33	9	11	24	58	44	208
Solyc10g078240.1.1	9952	449	382	2854	1260	506	1821	789	1285	2526	1404
Solyc10g078250.1.1	235	46	9	0	82	0	173	61	90	103	57
Solyc10g078260.1.1	670	38	20	8	638	40	203	509	388	552	153
Solyc10g078270.1.1	0	0	1	0	0	0	1	0	4	0	0
Solyc10g078280.2.1	501	240	208	434	514	103	953	339	299	379	414
Solyc10g078290.1.1	3499	658	357	2612	3390	3895	1513	3554	4189	5560	3342
Solyc10g078300.1.1	10949	3765	2344	6118	6239	7353	8710	7421	10218	10713	13828
Solyc10g078310.1.1	1980	816	601	2288	1833	1195	2565	1533	2233	2686	2122
Solyc10g078320.1.1	321	72	42	223	290	379	168	712	550	803	504
Solyc10g078330.1.1	201	24	51	70	90	62	113	6	34	54	28
Solyc10g078340.1.1	10192	846	973	20743	5256	2495	5602	778	2461	4226	5707
Solyc10g078350.1.1	121	7	2	0	14	0	50	6	14	40	95
Solyc10g078360.1.1	37	4	0	0	0	74	3	0	0	209	0
Solyc10g078370.1.1	271	14	70	501	689	327	321	152	299	583	494
Solyc10g078380.1.1	0	0	30	0	9	28	1	10	18	15	64
Solyc10g078390.1.1	16632	3024	1953	20955	13840	6931	8527	9185	12537	18061	11466
Solyc10g078400.1.1	1261	147	282	2174	700	369	966	227	547	591	717
Solyc10g078410.1.1	5710	384	484	8002	494	408	2295	750	2584	3456	1370
Solyc10g078420.1.1	163	55	37	76	88	8	181	109	111	190	131
Solyc10g078430.1.1	626	125	153	901	756	660	476	609	746	895	741
Solyc10g078440.1.1	502	237	200	360	403	814	1010	297	586	594	1075
Solyc10g078450.1.1	1840	326	342	1134	549	456	1295	536	612	866	1538
Solyc10g078460.1.1	0	0	0	0	0	13	0	0	0	0	0
Solyc10g078470.1.1	74	13	18	0	4	12	19	16	38	54	10
Solyc10g078480.1.1	1748	319	215	1585	1118	1394	1030	1279	1364	1288	1445
Solyc10g078490.1.1	1599	338	223	1032	889	536	972	374	732	890	780
Solyc10g078500.1.1	387	20	12	73	53	63	54	1	34	90	26
Solyc10g078510.1.1	20	27	8	0	39	23	13	7	12	22	10
Solyc10g078520.1.1	2144	216	169	1380	671	391	856	551	697	716	1492
Solyc10g078530.1.1	18529	1705	1496	6807	6335	373	13538	859	5123	6991	3119
Solyc10g078540.1.1	991	578	426	526	738	367	1867	700	669	840	1003
Solyc10g078550.1.1	5053	577	680	6230	2936	4290	3386	1114	2411	2426	4580
Solyc10g078560.1.1	672	229	102	207	445	36	535	314	303	645	512
Solyc10g078570.1.1	147	178	67	57	171	51	458	107	143	361	133
Solyc10g078580.1.1	2045	198	178	558	38	12	1978	8	97	67	467
Solyc10g078590.1.1	3843	2297	2191	5869	5103	7118	8422	5018	4769	11642	9318
Solyc10g078600.1.1	736	18	93	10	44	16	658	143	227	406	127
Solyc10g078610.1.1	0	1	0	0	4	8	6	0	4	0	8
Solyc10g078620.1.1	18714	4696	3435	14180	12702	11831	16616	13707	15924	15080	15964
Solyc10g078630.1.1	15350	4316	3563	9456	1852	753	17771	1777	2150	4224	8843
Solyc10g078640.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc10g078650.1.1	0	1	3	0	0	8	12	0	0	0	4
Solyc10g078660.1.1	3355	1701	761	1567	1582	1976	4043	1972	2151	2403	3920
Solyc10g078670.1.1	0	15	4	12	6	16	5	18	19	4	25
Solyc10g078680.1.1	401	26	76	428	171	182	168	60	210	216	145
Solyc10g078690.1.1	7085	1310	1090	5020	3042	994	3854	2055	2612	3893	3884
Solyc10g078700.1.1	1591	36	437	1779	918	442	1745	220	436	697	328
Solyc10g078710.1.1	854	240	221	635	688	516	993	341	445	671	748
Solyc10g078720.1.1	0	0	3	0	4	10	21	36	11	12	4
Solyc10g078730.1.1	436	78	66	208	139	105	212	139	186	253	354
Solyc10g078740.1.1	2798	670	666	7910	2820	1516	2248	1429	3629	2207	1417
Solyc10g078750.1.1	514	288	292	554	494	733	819	929	775	709	855
Solyc10g078760.1.1	0	0	0	0	0	0	0	0	0	0	1
Solyc10g078770.1.1	2	10	1	0	0	26	5	100	30	2	57
Solyc10g078780.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc10g078790.1.1	3218	493	278	2525	2213	2367	1451	2017	2550	2834	2197
Solyc10g078800.1.1	0	0	2	0	8	0	4	0	0	0	0
Solyc10g078810.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc10g078820.1.1	0	0	0	0	2	0	3	0	0	0	0
Solyc10g078830.1.1	4400	595	555	6394	2745	2072	2168	1580	2450	2390	3787
Solyc10g078840.1.1	0	3	0	0	6	1	3	1	0	0	0
Solyc10g078850.1.1	0	0	0	0	0	0	1	0	0	0	0
Solyc10g078860.1.1	591	235	178	538	1277	1558	684	1815	1437	2033	1545
Solyc10g078870.1.1	0	0	2	0	0	0	4	0	0	0	0
Solyc10g078880.1.1	20	11	9	0	4	6	26	2	2	4	1
Solyc10g078890.1.1	0	0	0	0	0	0	5	2	0	10	0
Solyc10g078900.1.1	1475	276	179	899	1119	921	877	803	1032	1324	1105
Solyc10g078910.1.1	13326	1356	589	8440	4048	2594	3750	3542	5094	8555	3434
Solyc10g078920.1.1	192	126	259	1169	1975	554	421	1088	1013	1495	862
Solyc10g078930.1.1	8570	2548	1803	8542	4021	2376	5816	4192	7499	8106	4879
Solyc10g078940.1.1	2	7	2	0	2	1	7	0	0	8	2
Solyc10g078950.1.1	5367	884	566	4023	2967	2580	2767	3035	3545	4303	4244
Solyc10g078960.1.1	23861	3623	2390	16448	8195	8891	13918	7840	10057	11117	22147
Solyc10g078970.1.1	19	0	3	8	0	0	3	0	0	0	0
Solyc10g078980.1.1	0	0	0	0	1	2	2	2	0	7	0
Solyc10g078990.1.1	39	0	2	0	0	0	16	0	0	0	4
Solyc10g079000.1.1	3069	513	590	4983	1303	1265	2360	657	1208	867	2477
Solyc10g079010.1.1	4878	1077	701	4464	3738	3294	3837	3272	3686	3770	3338
Solyc10g079020.1.1	0	0	4	0	0	0	26	0	0	0	0
Solyc10g079030.1.1	0	0	1	0	0	0	22	0	0	0	0
Solyc10g079040.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc10g079050.1.1	43	18	17	12	39	40	114	42	58	101	128
Solyc10g079060.1.1	2	0	4	2	6	0	8	0	0	4	4
Solyc10g079070.1.1	3168	619	1161	4840	3087	2735	4050	2489	3464	4109	1570
Solyc10g079080.1.1	7433	1482	1217	8178	3435	2549	5537	1889	3412	4651	4324
Solyc10g079090.1.1	736	194	195	536	287	364	575	139	307	331	277
Solyc10g079100.1.1	28	68	38	42	5	35	165	15	19	43	46
Solyc10g079110.1.1	1729	152	518	5362	875	650	2127	305	697	518	1210
Solyc10g079120.1.1	1906	290	210	1351	962	853	1092	892	1358	1621	1349
Solyc10g079130.1.1	6785	1344	706	10578	5128	9526	3054	3107	4551	5020	6996
Solyc10g079140.1.1	543	169	46	194	295	147	310	308	328	470	448
Solyc10g079150.1.1	2	10	34	0	0	11	6	465	278	10	125
Solyc10g079160.1.1	365	64	63	260	350	220	182	442	324	384	427
Solyc10g079170.1.1	427	8	72	203	168	72	252	228	231	306	152
Solyc10g079180.2.1	0	1	5	0	0	2	10	0	0	0	3
Solyc10g079190.1.1	1581	481	141	532	1036	348	660	1109	1178	1938	1756
Solyc10g079200.1.1	3113	273	239	913	885	464	1880	244	1286	1028	807
Solyc10g079210.1.1	4	3	5	0	2	4	12	8	31	2	8
Solyc10g079220.2.1	0	0	0	0	0	0	0	0	0	0	0
Solyc10g079230.1.1	30	1	1	0	4	0	21	18	4	54	0
Solyc10g079240.1.1	110	12	17	34	28	4	26	10	20	46	45
Solyc10g079250.1.1	754	88	59	385	391	211	224	389	364	578	489
Solyc10g079260.1.1	4289	793	589	4932	1728	1363	2660	1324	1945	2303	2349
Solyc10g079270.1.1	2	1	0	0	0	0	0	0	0	0	0
Solyc10g079280.1.1	1086	117	124	1089	356	399	635	441	422	599	346
Solyc10g079290.1.1	605	84	84	664	400	298	303	405	427	365	400
Solyc10g079300.1.1	769	126	102	2108	430	473	664	223	336	621	587
Solyc10g079310.1.1	424	103	71	250	202	154	444	199	169	261	199
Solyc10g079320.1.1	14	12	7	68	8	108	16	0	14	19	10
Solyc10g079330.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc10g079340.1.1	0	0	7	0	4	0	2	4	1	0	0
Solyc10g079350.1.1	3250	992	448	273	1362	319	470	96	1241	1242	495
Solyc10g079360.1.1	432	62	87	426	318	313	257	274	364	258	370
Solyc10g079370.1.1	3344	653	477	5109	2823	2464	1645	2953	3597	3110	3137
Solyc10g079380.1.1	0	13	3	0	2	4	2	42	86	471	27
Solyc10g079390.1.1	2	0	0	0	2	0	2	0	0	16	0
Solyc10g079400.1.1	2	1	2	0	0	0	5	0	0	0	4
Solyc10g079410.1.1	4	1	1	0	0	6	4	4	8	12	34
Solyc10g079420.1.1	1939	1570	458	1336	753	278	2153	813	1055	4110	2112
Solyc10g079430.1.1	1131	305	131	225	445	79	654	591	613	961	744
Solyc10g079440.1.1	191	35	74	534	108	94	238	126	97	216	184
Solyc10g079450.1.1	2537	209	189	2454	1447	1445	885	1081	1339	1919	1225
Solyc10g079460.1.1	148	39	39	88	53	182	251	52	88	18	147
Solyc10g079470.2.1	2441	635	431	2721	2152	3276	2388	2009	2562	2834	2090
Solyc10g079480.1.1	826	82	60	315	548	316	384	210	430	454	613
Solyc10g079490.1.1	883	132	204	2186	396	236	779	356	618	695	431
Solyc10g079500.1.1	3879	818	587	3121	2743	1286	2191	3781	3365	4699	3898
Solyc10g079510.1.1	396	9	27	138	98	108	55	30	79	42	121
Solyc10g079520.1.1	11	0	6	0	6	3	49	4	16	2	16
Solyc10g079530.1.1	9	1	12	0	8	17	52	2	14	6	4
Solyc10g079540.1.1	6	1	0	0	3	0	1	0	0	0	0
Solyc10g079550.1.1	95	16	40	69	75	63	112	75	50	84	229
Solyc10g079560.1.1	1958	371	520	4984	1603	708	1830	989	1391	1625	1579
Solyc10g079570.1.1	0	1	1	0	0	0	0	0	0	0	0
Solyc10g079580.1.1	781	223	260	1029	666	405	641	903	1003	864	1335
Solyc10g079590.1.1	85	5	14	271	46	47	50	21	16	41	74
Solyc10g079600.1.1	2546	435	617	2205	1674	745	3824	340	763	1162	857
Solyc10g079610.1.1	1337	194	245	904	527	724	1338	390	759	1177	1372
Solyc10g079620.1.1	8042	151	242	1680	199	528	3405	168	689	634	7615
Solyc10g079630.1.1	0	1	0	0	0	0	3	0	0	0	0
Solyc10g079640.1.1	4178	241	233	1111	1059	40	878	126	693	1441	996
Solyc10g079650.1.1	0	11	0	0	0	4	5	0	0	0	1
Solyc10g079660.1.1	0	2	1	0	0	0	0	0	0	0	0
Solyc10g079670.1.1	0	2	2	0	4	0	1	0	0	8	8
Solyc10g079680.1.1	0	1	0	0	0	0	0	0	0	0	0
Solyc10g079690.1.1	103	6	3	24	10	0	67	0	10	1	21
Solyc10g079700.1.1	177	74	159	198	57	18	974	8	31	32	153
Solyc10g079710.1.1	680	129	76	281	353	75	338	394	336	576	484
Solyc10g079720.1.1	1975	228	187	1162	1017	635	729	731	954	899	1522
Solyc10g079730.1.1	344	15	65	433	194	144	77	96	174	165	185
Solyc10g079740.1.1	1361	278	260	1574	1095	807	1042	825	1056	1172	944
Solyc10g079750.1.1	2776	563	150	279	801	112	2294	158	462	383	699
Solyc10g079760.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc10g079770.1.1	2609	764	235	835	1117	196	1826	1050	1152	2162	2246
Solyc10g079780.1.1	740	23	3	271	241	29	27	290	324	489	461
Solyc10g079790.1.1	30	15	5	6	11	0	37	6	19	32	8
Solyc10g079800.1.1	0	4	1	0	0	0	6	0	0	0	0
Solyc10g079810.1.1	25	39	18	42	20	28	85	9	12	66	134
Solyc10g079820.1.1	9970	4468	2572	8205	8568	6131	12133	12409	8891	13314	16466
Solyc10g079830.1.1	450	172	264	325	304	125	863	300	325	415	479
Solyc10g079840.1.1	97	46	52	299	596	356	140	623	550	767	626
Solyc10g079850.1.1	2600	357	259	1955	1063	531	876	946	1122	2282	1504
Solyc10g079860.1.1	15144	789	1006	1704	7589	1770	47235	2779	13469	4063	8974
Solyc10g079870.1.1	4	0	23	0	0	25	7	4	30	6	133
Solyc10g079880.1.1	7444	1399	882	4037	3105	2108	4649	2820	3325	4221	5820
Solyc10g079890.1.1	3304	762	648	3348	1669	1427	2655	1240	1903	2366	2747
Solyc10g079900.1.1	4	6	0	0	0	0	10	0	0	6	2
Solyc10g079910.1.1	24	16	6	47	64	31	37	19	59	15	22
Solyc10g079920.1.1	162	62	43	167	95	84	132	135	102	155	154
Solyc10g079930.1.1	276	398	82	68	442	32	338	585	347	903	925
Solyc10g079940.1.1	7	5	5	28	3	0	10	14	10	16	12
Solyc10g079950.1.1	1214	452	381	1261	1219	895	1671	1030	830	581	1487
Solyc10g079960.1.1	118	3	7	71	69	11	29	70	78	95	81
Solyc10g079970.1.1	1495	197	221	1661	1315	760	845	852	1210	1635	1162
Solyc10g079980.1.1	187	29	35	404	435	68	173	36	118	1083	204
Solyc10g079990.1.1	1087	351	248	432	668	858	1039	739	629	957	1063
Solyc10g080000.1.1	538	77	41	263	474	475	163	360	342	483	638
Solyc10g080010.1.1	193	80	85	194	441	528	216	484	461	369	970
Solyc10g080020.1.1	928	150	207	711	605	291	385	733	813	811	553
Solyc10g080030.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc10g080040.1.1	734	92	67	399	915	518	298	551	705	705	602
Solyc10g080050.1.1	2	0	1	0	0	2	1	0	2	0	0
Solyc10g080060.1.1	0	0	0	0	0	0	2	0	0	0	0
Solyc10g080070.1.1	213	131	146	435	496	516	452	663	602	347	624
Solyc10g080080.1.1	3956	380	353	2315	2740	1581	2245	1720	2218	1675	2839
Solyc10g080090.1.1	513	127	118	256	888	1354	336	1181	1127	1137	1721
Solyc10g080100.1.1	2791	314	160	2275	1695	751	711	1668	1882	2743	1403
Solyc10g080110.1.1	859	240	167	611	549	261	815	552	541	1048	950
Solyc10g080120.1.1	4	9	13	0	0	0	49	0	1	0	0
Solyc10g080130.1.1	36	21	21	0	8	23	47	41	32	32	72
Solyc10g080140.1.1	0	0	2	0	0	0	0	0	1	0	0
Solyc10g080150.1.1	781	44	87	298	222	50	154	140	267	226	155
Solyc10g080160.1.1	2265	298	226	1366	1457	1170	779	1417	1663	2046	1290
Solyc10g080170.1.1	0	0	1	0	0	0	0	0	0	6	0
Solyc10g080180.1.1	1531	568	479	961	1205	1151	2085	1361	1374	1593	1495
Solyc10g080190.1.1	2219	386	574	1027	526	38	1523	499	601	1161	1195
Solyc10g080200.1.1	393	103	92	254	206	104	431	178	215	411	376
Solyc10g080210.1.1	0	0	0	0	0	2	0	0	0	0	0
Solyc10g080220.1.1	54	28	24	64	84	88	50	85	88	91	84
Solyc10g080230.1.1	759	282	77	15	467	84	666	494	556	1126	371
Solyc10g080240.1.1	312	351	86	7	115	36	852	161	176	327	189
Solyc10g080250.1.1	15	0	0	0	18	0	0	11	18	26	11
Solyc10g080260.1.1	409	107	96	754	880	525	445	408	560	887	638
Solyc10g080270.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc10g080280.1.1	1026	83	21	282	607	263	146	690	700	863	755
Solyc10g080290.1.1	256	50	9	67	149	60	101	205	197	297	253
Solyc10g080300.1.1	495	216	71	127	229	46	542	303	260	429	433
Solyc10g080310.1.1	7	3	0	5	3	2	8	1	8	4	2
Solyc10g080320.1.1	3663	702	547	3156	2416	1978	1812	2544	2569	3454	3505
Solyc10g080330.1.1	492	82	43	347	440	281	216	447	293	313	596
Solyc10g080340.1.1	44	1	4	10	28	6	63	14	28	20	24
Solyc10g080350.1.1	1548	490	344	1496	1853	2912	1326	2820	2396	1981	2926
Solyc10g080360.1.1	1612	159	155	24	66	8	1425	28	72	140	152
Solyc10g080370.1.1	1173	3060	624	154	114	0	2850	411	257	888	331
Solyc10g080380.1.1	29	15	35	0	26	2	558	64	37	115	0
Solyc10g080390.1.1	7716	713	464	1947	1459	546	4003	760	1569	2892	1544
Solyc10g080400.1.1	173	27	76	125	42	20	86	6	38	72	34
Solyc10g080410.1.1	0	13	0	0	0	8	0	2	10	3	14
Solyc10g080420.1.1	4787	869	738	4902	5259	3963	2564	3277	4510	6470	2908
Solyc10g080430.1.1	23	5	39	0	2	42	31	0	2	6	6
Solyc10g080440.1.1	6568	682	451	6297	3254	2798	2029	2183	3124	2973	4395
Solyc10g080450.1.1	494	345	381	1059	519	483	1395	404	521	730	560
Solyc10g080460.1.1	0	3	0	0	0	0	0	0	2	2	0
Solyc10g080470.1.1	878	200	216	491	418	183	597	353	545	969	641
Solyc10g080480.1.1	518	216	233	294	615	565	726	744	753	649	526
Solyc10g080490.1.1	428	99	65	358	298	82	345	266	279	530	298
Solyc10g080500.1.1	17399	1015	1583	38122	5560	3996	10772	802	4676	4503	10212
Solyc10g080510.1.1	4	5	0	0	0	4	0	4	4	0	18
Solyc10g080520.1.1	5567	972	825	5912	3205	1870	3205	3010	3414	3754	4738
Solyc10g080530.1.1	147	62	34	6	109	2	211	170	103	263	93
Solyc10g080540.1.1	56	13	113	152	436	16	345	348	560	223	44
Solyc10g080550.1.1	1059	35	64	1078	122	89	179	544	259	328	237
Solyc10g080560.1.1	39	33	23	218	58	4	59	88	47	70	77
Solyc10g080570.1.1	4	66	23	4	6	10	34	18	28	72	146
Solyc10g080580.1.1	0	0	3	4	0	0	0	4	5	1	7
Solyc10g080590.1.1	5455	1249	865	3654	2498	902	4704	1835	2620	2894	3684
Solyc10g080600.1.1	602	63	73	280	124	110	331	92	196	205	328
Solyc10g080610.1.1	4216	1906	503	2288	5074	534	2896	6705	4275	11251	17603
Solyc10g080620.1.1	12	24	33	2	116	8	82	65	44	133	164
