Geneid	PI127826_F1	Elite_02	PI127826	F2-127	F2-151	F2-28	F2-411	F2-445	F2-73
mRNA:Solyc11g011660.1.1	8	30	0	0	12	9	39	4	2
mRNA:Solyc11g011690.1.1	0	0	0	1	0	0	1	0	0
mRNA:Solyc11g011680.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g011670.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g011673.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g011677.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g011710.1.1	0	44	26	4	2	18	34	0	6
mRNA:Solyc11g011720.1.1	8	98	0	0	3	0	23	0	2
mRNA:Solyc11g011730.1.1	0	92	12	0	0	14	34	2	4
mRNA:Solyc11g011740.1.1	228	72	230	18	12	54	54	22	45
mRNA:Solyc11g011750.1.1	59	2	0	0	0	0	21	3	0
mRNA:Solyc11g011755.1.1	11	0	0	0	0	0	0	0	0
mRNA:Solyc11g011760.3.1	2841	3074	1511	406	8145	977	3284	3799	1427
mRNA:Solyc11g011770.3.1	291	446	333	219	391	148	370	479	269
mRNA:Solyc11g011780.3.1	1947	2750	1255	664	1500	656	1932	2213	1278
mRNA:Solyc11g011790.3.1	72	62	6	21	292	11	174	86	105
mRNA:Solyc11g011800.3.1	101	110	0	29	232	27	226	129	111
mRNA:Solyc11g011820.3.1	108	21	162	146	15	65	14	14	55
mRNA:Solyc11g011840.2.1	2370	2939	1484	742	1163	827	1846	1440	1103
mRNA:Solyc11g011850.2.1	1948	3410	3402	2356	2715	2609	3840	5240	2814
mRNA:Solyc11g011860.1.1	112	106	112	114	88	276	122	107	227
mRNA:Solyc11g011870.3.1	129	6	5	52	10	25	13	18	13
mRNA:Solyc11g011880.2.1	634	715	12	345	855	760	1285	1791	1562
mRNA:Solyc11g011890.2.1	6	27	0	11	2	15	6	7	12
mRNA:Solyc11g011900.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g011910.2.1	4095	5427	5807	3843	3825	4524	4136	4376	4044
mRNA:Solyc11g011920.2.1	41030	66398	24840	21660	21739	28304	44514	63362	43301
mRNA:Solyc11g011930.3.1	1477	2376	1301	1278	1213	1274	1873	1780	1246
mRNA:Solyc11g011940.3.1	8	5	0	2	97	16	64	161	47
mRNA:Solyc11g011960.2.1	6492	19829	23951	4943	4644	10107	8619	7668	7726
mRNA:Solyc11g011970.2.1	320	846	1524	172	154	279	351	330	291
mRNA:Solyc11g011980.3.1	1767	3002	1953	1013	386	2585	1036	1412	648
mRNA:Solyc11g011990.2.1	1254	1762	2090	714	1221	1478	1059	1200	1280
mRNA:Solyc11g012000.2.1	1691	3951	5952	1249	2622	1275	2825	2770	1782
mRNA:Solyc11g012010.2.1	0	0	0	0	0	0	0	2	0
mRNA:Solyc11g012020.2.1	217	470	120	86	169	428	289	312	174
mRNA:Solyc11g012030.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g012040.2.1	298	1192	626	76	204	297	560	485	328
mRNA:Solyc11g012050.1.1	89	45	0	40	75	22	63	73	24
mRNA:Solyc11g012060.2.1	570	960	356	80	331	233	576	648	308
mRNA:Solyc11g012070.3.1	1076	1346	1516	292	614	813	925	940	484
mRNA:Solyc11g012080.2.1	4876	7472	11656	979	607	1791	1556	1100	1640
mRNA:Solyc11g012090.2.1	165	137	323	118	157	164	206	174	151
mRNA:Solyc11g012100.2.1	631	373	246	143	647	199	473	569	276
mRNA:Solyc11g012110.2.1	11824	15202	9392	6078	5158	8357	6163	5917	5824
mRNA:Solyc11g012120.2.1	0	8	0	0	2	6	6	8	67
mRNA:Solyc11g012130.2.1	367	2661	230	48	677	203	757	366	1294
mRNA:Solyc11g012140.2.1	10123	12002	8661	5279	10636	7932	11202	8849	8060
mRNA:Solyc11g012150.3.1	3085	3838	2676	2774	2834	2813	3143	2883	3124
mRNA:Solyc11g012160.2.1	3358	9168	7238	1795	3981	3610	4707	3746	3842
mRNA:Solyc11g012170.1.1	12	2	0	0	70	11	117	154	10
mRNA:Solyc11g012180.2.1	323	639	364	134	395	363	334	283	356
mRNA:Solyc11g012190.3.1	255	1248	392	76	263	313	292	405	245
mRNA:Solyc11g012195.1.1	94	55	10	4	56	16	23	24	43
mRNA:Solyc11g012200.3.1	2	6	0	0	0	10	14	6	2
mRNA:Solyc11g012210.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g012220.1.1	14	102	62	8	4	6	42	18	26
mRNA:Solyc11g012230.3.1	0	4	0	0	0	0	0	2	0
mRNA:Solyc11g012240.1.1	4	102	10	0	0	24	28	0	22
mRNA:Solyc11g012250.1.1	0	0	0	0	0	2	0	0	0
mRNA:Solyc11g012260.3.1	504	583	35	138	356	120	385	371	181
mRNA:Solyc11g012270.2.1	345	300	33	72	138	174	232	238	116
mRNA:Solyc11g012280.2.1	1345	1371	540	310	1169	943	1253	1641	778
mRNA:Solyc11g012290.2.1	841	435	568	767	1321	830	1352	1101	1135
mRNA:Solyc11g012300.1.1	6	30	0	1	0	3	10	4	4
mRNA:Solyc11g012310.1.1	0	45	4	0	0	5	3	0	3
mRNA:Solyc11g012320.3.1	6593	29340	3446	13	708	790	675	1032	971
mRNA:Solyc11g012325.1.1	170	1023	827	15	207	725	441	479	764
mRNA:Solyc11g012330.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g012340.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g012350.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g012360.2.1	23321	13206	6458	2968	1182	356	5248	5429	532
mRNA:Solyc11g012370.1.1	2	4	12	0	0	0	2	0	0
mRNA:Solyc11g012380.1.1	4	2	0	0	0	0	0	0	0
mRNA:Solyc11g012385.1.1	940	2132	4226	84	254	156	286	430	192
mRNA:Solyc11g012400.2.1	2254	2999	4726	1576	1598	1793	1976	2155	1517
mRNA:Solyc11g012410.2.1	902	1623	1471	384	416	562	577	561	479
mRNA:Solyc11g012420.2.1	44	0	10	48	261	4	253	665	32
mRNA:Solyc11g012440.1.1	3857	3958	2301	618	3962	1653	3930	2870	2140
mRNA:Solyc11g012450.2.1	1162	267	258	672	1595	860	1041	1690	1272
mRNA:Solyc11g012460.3.1	1256	1077	712	368	914	508	900	832	400
mRNA:Solyc11g012470.2.1	6385	6468	9436	2902	2478	5071	3932	3980	4968
mRNA:Solyc11g012480.3.1	1122	1056	538	154	671	458	650	703	456
mRNA:Solyc11g012490.2.1	10	26	0	0	6	12	22	32	6
mRNA:Solyc11g012500.3.1	0	1	0	0	0	1	0	10	2
mRNA:Solyc11g012510.3.1	1553	1321	1361	242	2762	1129	2832	6324	1643
mRNA:Solyc11g012520.1.1	4	41	3	0	22	31	39	17	17
mRNA:Solyc11g012530.3.1	31	45	0	0	53	17	42	25	16
mRNA:Solyc11g012540.2.1	247	266	112	137	432	141	371	166	172
mRNA:Solyc11g012550.3.1	739	1216	192	36	990	346	891	765	468
mRNA:Solyc11g012560.3.1	64	0	156	21	7	18	0	9	2
mRNA:Solyc11g012570.3.1	104	114	65	18	179	96	177	105	102
mRNA:Solyc11g012580.2.1	10	195	8	2	2	4	0	4	6
mRNA:Solyc11g012590.3.1	112	44	0	38	309	16	123	47	16
mRNA:Solyc11g012600.3.1	4	30	0	0	0	0	4	12	0
mRNA:Solyc11g012610.2.1	153	286	138	29	131	429	187	145	157
mRNA:Solyc11g012620.2.1	389	259	158	101	443	141	401	227	202
mRNA:Solyc11g150101.1.1	0	0	0	1	0	0	0	0	2
mRNA:Solyc11g012640.1.1	299	636	362	95	585	754	611	563	788
mRNA:Solyc11g012645.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g012660.2.1	10	0	0	0	89	8	35	31	4
mRNA:Solyc11g012665.1.1	2	2	0	0	2	0	1	1	0
mRNA:Solyc11g012670.1.1	594	1452	627	502	1349	1604	1610	1750	1266
mRNA:Solyc11g012680.3.1	7095	14819	9402	920	2053	2007	4235	4161	4283
mRNA:Solyc11g012690.3.1	50	40	0	2	26	58	61	58	164
mRNA:Solyc11g012700.2.1	1083	578	1892	564	773	1846	1757	1652	1224
mRNA:Solyc11g012705.2.1	46	0	8	4	112	2	120	341	0
mRNA:Solyc11g012710.2.1	125	190	166	124	315	164	213	232	175
mRNA:Solyc11g012720.2.1	798	469	412	380	541	420	636	579	521
mRNA:Solyc11g012730.3.1	1774	3618	2192	730	720	1108	1138	983	1180
mRNA:Solyc11g012740.2.1	3085	2174	1720	2116	3289	2008	3512	2807	2266
mRNA:Solyc11g012760.2.1	531	818	202	265	905	637	1010	779	660
mRNA:Solyc11g012770.2.1	10456	9490	6335	6263	9765	5847	9703	7593	6993
mRNA:Solyc11g012780.3.1	294	326	270	83	144	116	197	212	178
mRNA:Solyc11g012790.2.1	1886	4139	2448	700	1673	1076	2175	1929	1427
mRNA:Solyc11g012810.2.1	1671	1269	832	535	1400	726	1252	1021	1024
mRNA:Solyc11g012815.1.1	2	0	0	0	0	2	1	0	3
mRNA:Solyc11g012820.2.1	1260	1295	962	244	1074	514	1140	1013	655
mRNA:Solyc11g012830.3.1	3064	3483	2300	982	2709	1490	3049	3126	1745
mRNA:Solyc11g012840.2.1	2145	2027	1806	994	1703	1549	2513	2239	1910
mRNA:Solyc11g012850.2.1	5579	4965	2635	1866	851	1265	4202	2345	780
mRNA:Solyc11g012860.3.1	780	1251	2858	1109	603	2083	1322	1054	1563
mRNA:Solyc11g012870.2.1	471	1126	462	316	169	595	395	316	330
mRNA:Solyc11g012880.2.1	124	272	311	66	34	154	46	45	124
mRNA:Solyc11g012890.2.1	900	1158	544	291	598	689	778	846	659
mRNA:Solyc11g012900.3.1	4648	3985	4670	1742	3124	1964	3098	2611	1939
mRNA:Solyc11g012910.2.1	517	1336	2417	100	102	385	150	158	236
mRNA:Solyc11g012920.3.1	2052	1623	862	793	2619	1028	2583	2090	1420
mRNA:Solyc11g012923.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g012927.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g012930.2.1	15	178	18	56	141	78	293	368	40
mRNA:Solyc11g012940.2.1	370	482	456	122	316	280	332	325	265
mRNA:Solyc11g012950.2.1	10	78	1	4	14	17	4	4	0
mRNA:Solyc11g012960.1.1	85	196	6	1	163	57	108	168	69
mRNA:Solyc11g012970.2.1	2482	2888	2560	1138	3367	1831	2472	3894	2468
mRNA:Solyc11g012980.1.1	39	57	0	12	25	46	50	72	11
mRNA:Solyc11g012990.1.1	108	0	400	6	68	353	262	31	309
mRNA:Solyc11g012995.1.1	1	0	1	0	0	0	0	0	0
mRNA:Solyc11g013000.2.1	1550	3589	1012	184	679	755	732	1269	684
mRNA:Solyc11g013010.2.1	549	552	467	222	1492	383	804	885	464
mRNA:Solyc11g013020.2.1	1039	930	734	96	952	419	547	1021	596
mRNA:Solyc11g013030.2.1	2274	2684	2283	1297	2361	1703	2320	2920	1832
mRNA:Solyc11g013060.1.1	140	288	62	10	124	71	55	119	80
mRNA:Solyc11g013080.3.1	306	405	112	58	275	128	117	224	144
mRNA:Solyc11g013090.2.1	160	177	48	46	221	148	162	199	133
mRNA:Solyc11g013100.2.1	2799	5242	3794	429	2206	1239	1859	3384	1443
mRNA:Solyc11g013110.2.1	19717	262419	62052	2996	29401	25460	27778	30052	21440
mRNA:Solyc11g013120.2.1	902	829	122	106	725	463	511	1553	881
mRNA:Solyc11g013130.2.1	3215	6187	3422	492	398	593	500	991	437
mRNA:Solyc11g013150.1.1	110	224	114	90	176	116	118	273	160
mRNA:Solyc11g013170.2.1	2204	9790	2460	886	1843	2941	1955	3898	2168
mRNA:Solyc11g013180.2.1	3706	6861	6413	3030	6045	4208	5743	5033	4519
mRNA:Solyc11g013190.2.1	3816	4629	5424	3047	3620	3002	2922	2914	3454
mRNA:Solyc11g013200.2.1	561	591	1570	392	342	542	374	447	496
mRNA:Solyc11g013210.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g013215.1.1	86	0	16	2	0	0	0	0	2
mRNA:Solyc11g013220.2.1	44	2	0	8	0	39	6	4	8
mRNA:Solyc11g013240.3.1	408	238	154	160	158	356	221	213	276
mRNA:Solyc11g013230.1.1	35	38	10	11	25	47	37	61	28
mRNA:Solyc11g013250.1.1	84	0	0	0	6	0	0	2	0
mRNA:Solyc11g013260.3.1	2272	2692	1174	508	1980	1293	1429	2257	1313
mRNA:Solyc11g013270.2.1	388	1350	1402	245	243	725	484	581	366
mRNA:Solyc11g013280.1.1	3609	3968	5394	3153	3600	3229	3781	3046	3495
mRNA:Solyc11g013300.2.1	8	250	8	14	4	88	15	20	12
mRNA:Solyc11g013310.2.1	152	402	66	92	53	230	86	48	80
mRNA:Solyc11g013320.2.1	0	4	16	0	0	3	0	0	0
mRNA:Solyc11g013330.3.1	80	18	0	14	150	17	35	162	64
mRNA:Solyc11g013350.1.1	43	139	26	6	51	29	38	74	20
mRNA:Solyc11g013353.1.1	0	4	0	1	0	0	3	1	3
mRNA:Solyc11g013357.1.1	2	0	0	6	0	2	6	0	3
mRNA:Solyc11g013370.3.1	3612	4819	4586	1807	3948	2585	3346	3602	3132
mRNA:Solyc11g013380.1.1	81	133	0	0	132	49	66	97	57
mRNA:Solyc11g013390.3.1	116	129	0	0	186	54	85	142	112
mRNA:Solyc11g150102.1.1	0	0	0	4	0	4	0	0	0
mRNA:Solyc11g150103.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g013400.3.1	1598	1585	1232	509	1482	712	930	1348	786
mRNA:Solyc11g013410.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g013420.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g013440.2.1	2482	3586	2674	963	1716	1666	1553	2259	1490
mRNA:Solyc11g013450.2.1	24	70	207	50	120	177	144	111	84
mRNA:Solyc11g013460.2.1	913	1036	1425	275	667	508	509	874	205
mRNA:Solyc11g013470.1.1	101	61	16	32	148	39	107	133	87
mRNA:Solyc11g013480.3.1	68	68	22	43	193	49	151	205	85
mRNA:Solyc11g013490.2.1	3042	5430	3556	1062	1661	1955	1898	2173	2028
mRNA:Solyc11g013500.1.1	88	230	22	0	69	84	59	102	130
mRNA:Solyc11g013520.3.1	3059	2399	1443	1318	4095	1561	2921	3126	1907
mRNA:Solyc11g013530.3.1	5558	5105	3296	5046	7101	4534	5288	6273	5531
mRNA:Solyc11g013550.2.1	1268	1660	3284	349	677	548	548	1149	712
mRNA:Solyc11g013560.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g013570.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g013580.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g013590.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g013600.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g013610.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g013620.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g013630.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g013633.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g013635.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g013637.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g013660.1.1	1	0	8	2	1	0	0	0	1
mRNA:Solyc11g013670.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g013680.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g013700.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g013710.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g013720.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g013730.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g013740.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g013745.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g013750.3.1	1127	1413	2478	810	1449	829	800	761	928
mRNA:Solyc11g013760.2.1	1076	1933	0	0	1979	763	983	1787	758
mRNA:Solyc11g013770.2.1	299	554	140	0	194	96	124	214	79
mRNA:Solyc11g013780.1.1	0	0	0	0	0	0	0	1	0
mRNA:Solyc11g013810.3.1	6545	5885	1274	3244	961	2728	2776	1431	2080
mRNA:Solyc11g013820.2.1	306	690	811	116	494	341	375	768	315
mRNA:Solyc11g013830.2.1	2567	4460	6514	1175	2387	1897	2588	4014	1988
mRNA:Solyc11g013840.3.1	487	1234	854	341	666	523	526	788	388
mRNA:Solyc11g013850.2.1	374	584	344	67	160	190	171	159	94
mRNA:Solyc11g013855.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g013860.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g013870.2.1	0	0	8	0	0	0	0	0	0
mRNA:Solyc11g013880.1.1	2661	3443	1500	1500	2949	2527	2235	4362	2413
mRNA:Solyc11g013890.1.1	485	450	44	12	653	176	293	558	348
mRNA:Solyc11g015890.2.1	14	11	0	0	30	17	3	73	16
mRNA:Solyc11g016930.1.1	138	213	8	0	99	68	85	152	85
mRNA:Solyc11g016910.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g016920.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g016940.2.1	404	513	394	169	811	360	354	622	363
mRNA:Solyc11g016945.1.1	0	0	0	0	2	14	0	0	5
mRNA:Solyc11g016970.2.1	30	33	0	8	8	35	37	46	73
mRNA:Solyc11g016980.3.1	4	0	40	0	0	2	1	0	0
mRNA:Solyc11g016990.3.1	1385	574	725	673	1004	606	1181	1223	662
mRNA:Solyc11g016993.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g016997.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g017000.2.1	1464	1485	468	234	1504	701	828	1704	1253
mRNA:Solyc11g017010.2.1	1674	3916	2569	3071	2648	3036	3224	2988	1699
mRNA:Solyc11g017040.2.1	3100	3793	2358	959	3607	1682	2355	3542	2369
mRNA:Solyc11g017050.1.1	485	800	393	397	629	551	647	783	582
mRNA:Solyc11g017060.2.1	107	61	250	59	51	66	88	55	58
mRNA:Solyc11g017070.2.1	3196	4302	3549	2160	2116	3141	2556	2733	2514
mRNA:Solyc11g150104.1.1	10	0	0	0	1	0	0	0	0
mRNA:Solyc11g150105.1.1	0	0	155	0	0	8	0	0	0
mRNA:Solyc11g017100.1.1	0	0	0	0	6	0	18	79	2
mRNA:Solyc11g017105.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g017130.2.1	40	80	38	62	4	122	40	48	54
mRNA:Solyc11g017140.3.1	3432	4365	1638	1708	2229	2188	2773	3647	3364
mRNA:Solyc11g017170.1.1	1456	1594	2093	988	1113	933	1034	1048	1048
mRNA:Solyc11g017200.2.1	1408	2959	1331	1069	1800	2518	1883	1952	2603
mRNA:Solyc11g017210.3.1	0	0	0	0	1	0	1	0	2
mRNA:Solyc11g017230.2.1	293	371	138	61	605	151	207	364	214
mRNA:Solyc11g017220.1.1	14	30	0	0	152	4	52	99	29
mRNA:Solyc11g017240.3.1	228	215	38	2	278	87	185	219	146
mRNA:Solyc11g017250.2.1	1834	5145	3698	406	1341	2959	1883	2507	1585
mRNA:Solyc11g017270.2.1	3433	3688	2546	2290	1976	2338	1486	3635	1724
mRNA:Solyc11g017280.2.1	548	10	426	188	65	155	24	70	88
mRNA:Solyc11g150106.1.1	12	32	38	12	53	43	18	40	21
mRNA:Solyc11g017290.1.1	70	105	147	72	206	122	149	167	120
mRNA:Solyc11g017300.2.1	1620	1631	1150	946	1345	1196	1293	1698	1127
mRNA:Solyc11g017305.1.1	0	0	0	0	0	0	0	6	0
mRNA:Solyc11g017310.3.1	15	51	0	0	92	12	48	19	41
mRNA:Solyc11g017320.3.1	25	8	0	0	41	9	27	7	18
mRNA:Solyc11g017330.1.1	28	41	0	0	159	44	58	81	53
mRNA:Solyc11g017340.1.1	10	22	0	0	41	15	18	18	13
mRNA:Solyc11g017345.1.1	78	128	0	0	150	17	77	125	18
mRNA:Solyc11g017360.3.1	94	58	56	50	118	101	86	173	102
mRNA:Solyc11g017370.3.1	223	98	217	333	401	516	361	380	378
mRNA:Solyc11g150107.1.1	0	0	0	0	0	0	5	2	0
mRNA:Solyc11g017377.1.1	0	0	0	0	0	0	1	0	0
mRNA:Solyc11g017380.2.1	137	189	46	10	192	130	122	196	118
mRNA:Solyc11g017390.2.1	70	126	741	60	736	140	330	886	140
mRNA:Solyc11g017400.2.1	228	163	328	80	196	132	167	151	181
mRNA:Solyc11g017410.1.1	10	83	0	8	90	44	44	102	16
mRNA:Solyc11g017420.2.1	1589	2939	3565	1579	1515	2305	1670	2683	1828
mRNA:Solyc11g017430.3.1	539	696	542	92	282	361	267	382	305
mRNA:Solyc11g017440.3.1	422	379	0	12	14	229	141	235	167
mRNA:Solyc11g017450.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g017460.3.1	1722	2466	1863	1288	2836	1895	2596	3119	1722
mRNA:Solyc11g017470.2.1	1572	1174	136	106	1298	300	914	1357	914
mRNA:Solyc11g017475.1.1	4	0	0	0	0	0	0	0	0
mRNA:Solyc11g018470.3.1	4	0	0	0	0	0	0	2	0
mRNA:Solyc11g018490.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g018500.3.1	73	135	319	67	108	181	320	154	178
mRNA:Solyc11g018510.2.1	344	545	273	125	336	167	299	374	263
mRNA:Solyc11g018530.2.1	444	8	1019	416	0	594	658	0	1471
mRNA:Solyc11g018550.4.1	1054	2636	794	363	1330	1136	1189	1187	1287
mRNA:Solyc11g018560.2.1	787	698	606	332	352	430	418	374	409
mRNA:Solyc11g018570.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g018580.2.1	4871	7511	8582	2317	3160	3770	3267	3762	3485
mRNA:Solyc11g018590.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g018600.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g018610.2.1	1326	2486	1636	608	371	873	473	569	692
mRNA:Solyc11g018620.3.1	511	706	589	274	510	497	378	668	418
mRNA:Solyc11g018623.1.1	10	2	0	0	0	0	0	0	0
mRNA:Solyc11g018625.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g018627.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g018630.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g018640.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g018650.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g018660.2.1	2	0	0	0	10	0	2	14	4
mRNA:Solyc11g018670.3.1	2084	2217	2093	1224	2295	1575	1947	2311	1886
mRNA:Solyc11g018680.1.1	252	734	397	174	216	225	379	496	236
mRNA:Solyc11g018690.2.1	269	778	188	68	251	184	323	699	246
mRNA:Solyc11g018700.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g018710.1.1	0	16	8	0	2	26	12	3	8
mRNA:Solyc11g018715.1.1	43	110	6	2	65	35	25	65	32
mRNA:Solyc11g018720.1.1	280	440	208	117	306	203	142	302	256
mRNA:Solyc11g018730.1.1	0	0	0	0	0	2	0	0	0
mRNA:Solyc11g018740.3.1	467	597	397	325	344	390	288	294	361
mRNA:Solyc11g018750.2.1	36	83	0	0	59	19	0	22	33
mRNA:Solyc11g018760.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g018770.3.1	821	818	572	568	948	495	815	821	649
mRNA:Solyc11g018772.1.1	0	0	0	0	4	6	0	0	0
mRNA:Solyc11g018774.1.1	0	0	0	52	4	96	0	10	2
mRNA:Solyc11g018776.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g018778.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g018800.3.1	0	6	0	6	10	20	0	4	0
mRNA:Solyc11g018805.1.1	0	0	0	2	0	0	0	0	0
mRNA:Solyc11g018810.2.1	573	368	867	459	469	397	415	341	376
mRNA:Solyc11g018850.1.1	0	41	0	0	26	0	19	39	0
mRNA:Solyc11g150108.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g018855.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g150109.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g019850.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g019860.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g019870.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g019880.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g019890.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g019900.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g019910.1.1	508	612	34	76	441	659	770	712	500
mRNA:Solyc11g019920.2.1	333	416	619	298	290	370	300	332	275
mRNA:Solyc11g019930.2.1	1891	2227	1392	1500	2128	1488	1943	2903	1821
mRNA:Solyc11g150110.1.1	0	0	0	0	0	0	0	0	1
mRNA:Solyc11g019940.1.1	0	0	0	0	2	0	0	1	0
mRNA:Solyc11g019950.2.1	1822	2574	3339	800	939	1079	1142	1390	1229
mRNA:Solyc11g019960.2.1	616	1140	1068	488	569	583	559	630	610
mRNA:Solyc11g019965.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g019970.3.1	468	513	370	82	546	175	252	371	213
mRNA:Solyc11g019990.4.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g020000.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g020010.1.1	8	8	4	0	0	0	0	0	0
mRNA:Solyc11g020015.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g020030.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g020040.2.1	1250	1975	175	162	2888	464	1614	3511	706
mRNA:Solyc11g020060.2.1	757	595	416	210	706	378	514	741	504
mRNA:Solyc11g020080.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g020090.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g020100.3.1	937	712	125	207	301	214	382	546	269
mRNA:Solyc11g020105.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g020130.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g150111.1.1	0	0	1	0	0	0	0	1	0
mRNA:Solyc11g020140.1.1	0	0	0	0	2	0	0	0	0
mRNA:Solyc11g020150.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g020160.2.1	29	0	42	1	4	224	0	0	0
mRNA:Solyc11g020170.1.1	32	0	32	5	4	82	0	0	3
mRNA:Solyc11g020180.3.1	21	0	33	13	5	223	2	0	2
mRNA:Solyc11g020190.1.1	189	0	309	204	21	700	18	0	98
mRNA:Solyc11g020210.2.1	44	70	0	1	200	25	102	136	87
mRNA:Solyc11g020213.1.1	5	4	0	0	17	0	12	10	4
mRNA:Solyc11g020215.1.1	0	0	0	0	0	0	0	0	2
mRNA:Solyc11g150112.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g020230.1.1	523	355	3237	680	366	562	688	1859	760
mRNA:Solyc11g020240.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc11g020245.1.1	4	2	0	0	2	2	12	25	0
mRNA:Solyc11g020260.3.1	5	12	0	0	31	0	4	23	8
mRNA:Solyc11g020270.1.1	0	1	0	0	4	0	1	0	1
mRNA:Solyc11g020280.2.1	2221	1097	740	1599	1374	1514	1969	2449	884
mRNA:Solyc11g020290.3.1	258	669	0	0	992	0	337	486	341
mRNA:Solyc11g020300.2.1	3538	4640	4006	1792	2418	2687	2703	2689	2442
mRNA:Solyc11g020310.1.1	0	0	0	0	0	0	0	0	0
