Geneid	PI127826_F1	Elite_02	PI127826	F2-127	F2-151	F2-28	F2-411	F2-445	F2-73
mRNA:Solyc03g034080.4.1	6728	8069	6161	6698	4680	6428	3192	4552	6392
mRNA:Solyc03g034090.3.1	122	514	177	94	90	148	6	123	152
mRNA:Solyc03g034100.4.1	0	37	4	12	53	18	2	16	2
mRNA:Solyc03g034110.4.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g034120.3.1	16	0	25	2	0	0	2	0	0
mRNA:Solyc03g034130.4.1	0	0	0	0	0	0	0	0	4
mRNA:Solyc03g034140.4.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g034150.2.1	10	0	0	0	6	0	0	0	0
mRNA:Solyc03g034155.1.1	0	0	0	2	0	0	0	0	1
mRNA:Solyc03g034160.4.1	56	61	53	67	34	55	24	23	93
mRNA:Solyc03g034170.4.1	1418	3417	936	483	536	1203	525	755	1020
mRNA:Solyc03g034180.3.1	2642	3227	2626	1529	1153	1764	1119	1856	1664
mRNA:Solyc03g034190.3.1	806	1854	830	248	266	677	144	370	554
mRNA:Solyc03g034200.3.1	4527	4894	1944	3794	3117	3119	2708	3367	2635
mRNA:Solyc03g034203.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g034205.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g034207.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g034220.3.1	107060	184353	51004	32114	28471	101663	44577	49033	78231
mRNA:Solyc03g034230.3.1	156	10	418	15	18	28	42	25	20
mRNA:Solyc03g034240.4.1	30	14	12	47	14	4	4	2	2
mRNA:Solyc03g034250.4.1	508	673	618	693	454	510	370	715	352
mRNA:Solyc03g034260.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g034270.3.1	325	456	166	247	242	176	56	195	234
mRNA:Solyc03g034280.3.1	0	0	0	2	0	0	0	0	0
mRNA:Solyc03g034290.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g034300.1.1	136	410	426	107	24	217	32	159	270
mRNA:Solyc03g034320.3.1	44	319	98	34	34	62	90	78	30
mRNA:Solyc03g034330.1.1	0	10	14	0	0	0	0	0	0
mRNA:Solyc03g034332.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g034334.1.1	0	0	0	4	0	0	0	0	0
mRNA:Solyc03g034336.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g034338.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g034370.1.1	6944	23149	1434	3428	3881	6049	26	7681	10128
mRNA:Solyc03g034380.1.1	948	28171	0	266	8	1441	0	148	1919
mRNA:Solyc03g034390.1.1	394	12180	56	120	36	244	2	107	210
mRNA:Solyc03g034392.1.1	54	60	0	24	21	4	0	27	3
mRNA:Solyc03g034394.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g034396.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g034398.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g034400.3.1	198	604	64	76	42	168	268	110	99
mRNA:Solyc03g034410.1.1	0	14	7	1	0	7	0	0	4
mRNA:Solyc03g150106.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g034415.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g150107.1.1	1314	2006	2908	645	545	901	437	828	740
mRNA:Solyc03g034430.1.1	4214	6875	5056	2548	2047	3447	1196	2995	2979
mRNA:Solyc03g034440.2.1	5966	10120	5811	3462	3595	3898	2526	4565	3729
mRNA:Solyc03g034450.4.1	1236	1359	1346	798	629	804	888	737	904
mRNA:Solyc03g034455.1.1	96	80	30	74	31	30	1	41	61
mRNA:Solyc03g042560.3.1	176	12	146	86	22	20	110	324	68
mRNA:Solyc03g042500.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g036477.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g037490.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g043600.3.1	1614	1233	897	1142	1091	1008	729	1115	1201
mRNA:Solyc03g043640.3.1	2	13	10	1	4	10	8	10	4
mRNA:Solyc03g043660.3.1	5612	3542	4875	4491	3422	4140	3023	3047	4416
mRNA:Solyc03g150108.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g043700.3.1	140	38	64	66	135	64	46	341	66
mRNA:Solyc03g043710.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g043720.4.1	377	633	284	176	217	222	67	247	239
mRNA:Solyc03g043730.1.1	10	0	0	0	0	0	0	1	0
mRNA:Solyc03g043735.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g043740.4.1	41	60	132	312	26	727	0	41	376
mRNA:Solyc03g043750.3.1	1752	2247	1586	1379	1090	1431	616	1133	1573
mRNA:Solyc03g043760.4.1	3953	5472	2984	2806	2400	2510	1408	2473	2512
mRNA:Solyc03g043770.4.1	183	95	120	138	26	295	107	46	71
mRNA:Solyc03g043780.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g043790.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g150109.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g043850.3.1	34	6	0	4	73	8	0	116	2
mRNA:Solyc03g043860.2.1	90	8	0	14	6	46	10	22	8
mRNA:Solyc03g043870.3.1	252	51	188	162	96	82	67	69	92
mRNA:Solyc03g043880.3.1	234	0	588	105	40	116	98	96	96
mRNA:Solyc03g043890.3.1	0	0	0	0	0	2	0	0	0
mRNA:Solyc03g043895.1.1	174	0	0	20	2	0	0	0	0
mRNA:Solyc03g043910.3.1	54	80	746	8	39	68	114	54	23
mRNA:Solyc03g043920.4.1	0	0	0	0	6	2	0	0	6
mRNA:Solyc03g043930.4.1	403	790	540	158	290	290	178	370	274
mRNA:Solyc03g043940.4.1	46	98	0	58	90	56	0	66	51
mRNA:Solyc03g043950.4.1	1375	1920	346	929	1305	1065	799	1492	569
mRNA:Solyc03g043960.3.1	1609	2937	2667	1248	767	1717	1262	1610	1407
mRNA:Solyc03g043970.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g043990.1.1	0	0	0	0	0	0	0	1	0
mRNA:Solyc03g044000.1.1	8333	10379	7318	4514	3072	5808	1076	4333	5094
mRNA:Solyc03g044010.4.1	1188	2308	1768	660	516	990	512	672	731
mRNA:Solyc03g044020.4.1	528	210	502	346	342	326	635	381	299
mRNA:Solyc03g150110.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044024.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g150111.1.1	3	53	0	104	47	103	0	0	114
mRNA:Solyc03g150112.1.1	2	21	0	100	69	68	0	1	100
mRNA:Solyc03g044060.4.1	627	1385	1632	585	718	1029	1168	776	943
mRNA:Solyc03g044080.4.1	700	843	551	477	605	378	268	683	424
mRNA:Solyc03g150113.1.1	2	22	0	2	22	26	0	2	14
mRNA:Solyc03g044090.4.1	560	660	40	303	162	364	48	231	856
mRNA:Solyc03g044100.4.1	695	963	0	258	26	137	5	29	102
mRNA:Solyc03g043580.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g043585.1.1	4	0	60	0	0	0	4	0	6
mRNA:Solyc03g044120.1.1	0	0	0	0	2	0	0	0	0
mRNA:Solyc03g044140.3.1	3518	3910	4420	3139	3258	3358	3305	4665	3398
mRNA:Solyc03g044150.4.1	8422	30093	6074	4214	3062	9758	7368	7906	6581
mRNA:Solyc03g150114.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044160.3.1	1030	1090	648	696	844	924	538	1435	944
mRNA:Solyc03g044180.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044190.3.1	843	1256	448	722	1225	1051	670	1370	1132
mRNA:Solyc03g044200.3.1	9299	21681	47473	2160	418	4094	136	1118	3835
mRNA:Solyc03g044205.1.1	0	0	0	2	0	0	0	5	1
mRNA:Solyc03g044210.4.1	12	0	16	26	2	4	0	14	16
mRNA:Solyc03g044220.1.1	1313	1417	1603	1345	646	1222	805	1383	906
mRNA:Solyc03g044230.1.1	0	6	0	1	0	0	0	0	0
mRNA:Solyc03g044233.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044235.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044237.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044250.1.1	7	10	0	12	4	2	0	2	2
mRNA:Solyc03g044260.3.1	2723	1901	1900	1500	1267	1702	1776	1882	2076
mRNA:Solyc03g044270.3.1	826	1202	490	578	614	671	400	888	682
mRNA:Solyc03g150115.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g150116.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044280.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044300.3.1	60	8	88	79	24	64	50	63	50
mRNA:Solyc03g044330.1.1	15114	9617	4901	7702	7123	8611	10254	7974	7343
mRNA:Solyc03g044340.1.1	0	0	9	0	0	0	0	0	0
mRNA:Solyc03g044350.3.1	16	0	75	5	0	6	9	0	0
mRNA:Solyc03g044355.1.1	2	0	0	0	0	0	0	0	0
mRNA:Solyc03g044370.3.1	446	624	0	345	573	289	0	429	413
mRNA:Solyc03g044380.3.1	1684	2754	2508	1948	1536	2179	1837	1371	1808
mRNA:Solyc03g044410.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044420.2.1	23	14	0	13	15	16	0	12	18
mRNA:Solyc03g044430.3.1	336	358	254	311	864	380	383	573	471
mRNA:Solyc03g044440.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044460.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044470.4.1	874	1545	1098	594	503	781	574	597	748
mRNA:Solyc03g044480.3.1	81	107	0	48	39	102	0	39	41
mRNA:Solyc03g044485.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044510.3.1	408	450	526	202	179	210	130	309	159
mRNA:Solyc03g044520.2.1	6	0	0	6	0	0	0	0	0
mRNA:Solyc03g044530.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044540.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044545.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044560.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044580.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044590.2.1	0	9	0	0	0	5	0	0	0
mRNA:Solyc03g044600.2.1	0	7	0	0	0	2	0	4	0
mRNA:Solyc03g044620.4.1	2436	4750	3144	2154	2468	2876	2173	2396	3008
mRNA:Solyc03g044625.1.1	59	142	28	51	50	38	3	56	91
mRNA:Solyc03g044630.2.1	48	34	0	68	95	226	36	174	193
mRNA:Solyc03g044660.3.1	788	1536	470	550	351	540	363	380	296
mRNA:Solyc03g044662.1.1	0	0	0	1	0	0	0	0	0
mRNA:Solyc03g044664.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044666.1.1	51	24	25	28	28	17	18	36	20
mRNA:Solyc03g044668.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044690.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044700.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044710.4.1	52	129	50	22	22	68	39	22	26
mRNA:Solyc03g044720.2.1	295	458	405	130	88	261	74	226	214
mRNA:Solyc03g044725.1.1	64	272	60	17	20	66	5	39	48
mRNA:Solyc03g044740.4.1	315	1197	42	156	176	165	94	250	158
mRNA:Solyc03g044742.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044744.1.1	323	622	0	458	401	310	0	244	360
mRNA:Solyc03g044746.1.1	0	10	0	0	0	0	0	0	0
mRNA:Solyc03g044748.1.1	0	0	34	0	2	0	0	0	0
mRNA:Solyc03g044790.3.1	3491	168	0	2945	431	651	4	728	946
mRNA:Solyc03g044793.1.1	0	0	4	5	5	1	0	4	0
mRNA:Solyc03g044797.1.1	8	0	0	7	2	0	0	6	0
mRNA:Solyc03g044800.2.1	171	0	61	55	39	47	81	54	27
mRNA:Solyc03g044810.2.1	152	4	48	82	47	71	113	111	63
mRNA:Solyc03g044815.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044820.4.1	11	10	0	51	15	42	6	78	20
mRNA:Solyc03g044830.4.1	229	2	0	257	14	80	24	212	23
mRNA:Solyc03g044833.1.1	2396	16	2625	2284	507	173	677	9	1376
mRNA:Solyc03g044837.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044850.1.1	0	6	0	0	0	0	0	0	0
mRNA:Solyc03g044860.1.1	6	0	0	0	0	0	0	0	0
mRNA:Solyc03g044880.4.1	134	87	472	52	151	47	126	145	29
mRNA:Solyc03g044890.1.1	0	0	0	0	2	0	0	0	0
mRNA:Solyc03g044900.3.1	104	284	54	58	56	118	52	104	54
mRNA:Solyc03g044910.1.1	1023	580	591	846	488	602	362	1852	541
mRNA:Solyc03g044915.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044930.3.1	2	50	0	0	0	3	0	0	6
mRNA:Solyc03g044933.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044937.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044950.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044960.2.1	7	2	0	2	0	0	0	10	2
mRNA:Solyc03g044970.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g044980.1.1	37	39	0	24	18	11	0	12	8
mRNA:Solyc03g044990.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g045000.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g045010.1.1	1536	1846	4331	439	478	560	1027	622	885
mRNA:Solyc03g045020.4.1	5847	8722	16600	980	1018	1344	2278	1455	2302
mRNA:Solyc03g045030.2.1	0	0	0	0	0	0	0	4	0
mRNA:Solyc03g045040.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g045050.4.1	6331	5504	3692	7495	4606	6198	4249	3270	5653
mRNA:Solyc03g045060.3.1	1680	2103	1178	1098	885	906	530	992	1032
mRNA:Solyc03g045070.1.1	420	196	130	258	379	963	290	923	953
mRNA:Solyc03g045080.3.1	6	2	0	2	0	12	0	1	3
mRNA:Solyc03g045090.3.1	4658	4559	5280	6036	7852	6670	7556	6249	6556
mRNA:Solyc03g045100.1.1	1	2	0	2	30	4	0	17	20
mRNA:Solyc03g045110.3.1	42	85	0	23	50	26	0	23	29
mRNA:Solyc03g045120.1.1	207	264	74	33	26	35	1	36	35
mRNA:Solyc03g045130.1.1	0	2	0	0	0	0	0	0	0
mRNA:Solyc03g045140.4.1	5552	27658	0	1416	783	5473	8	806	4715
mRNA:Solyc03g045150.1.1	697	4422	0	143	100	546	2	123	444
mRNA:Solyc03g046200.1.1	62	142	0	14	22	58	36	14	38
mRNA:Solyc03g150117.1.1	373	800	0	377	283	291	0	211	255
mRNA:Solyc03g046250.1.1	77	47	64	42	53	59	12	39	57
mRNA:Solyc03g046260.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g046270.4.1	40	86	14	121	26	115	56	136	24
mRNA:Solyc03g150118.1.1	19	51	0	37	24	20	0	2	15
mRNA:Solyc03g046280.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g046290.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g046300.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g046310.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g046320.4.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g046340.3.1	1119	1816	524	1114	898	1924	784	1132	1520
mRNA:Solyc03g046350.3.1	1136	1978	70	654	635	761	50	501	820
mRNA:Solyc03g046360.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g046380.1.1	19	4	16	75	6	6	0	3	4
mRNA:Solyc03g046390.1.1	0	0	0	0	1	3	0	0	1
mRNA:Solyc03g046410.3.1	9	18	0	23	7	25	0	27	25
mRNA:Solyc03g046420.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g046430.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g046440.3.1	0	3	8	0	0	2	0	0	0
mRNA:Solyc03g046450.3.1	3599	4383	2500	3118	3547	3481	3034	4114	3379
mRNA:Solyc03g046470.3.1	1725	2294	2526	1361	1005	2024	1096	1668	1600
mRNA:Solyc03g046475.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g046490.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g046492.1.1	0	0	0	20	2	62	0	30	15
mRNA:Solyc03g046494.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g046496.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g046498.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g046540.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g046570.4.1	1050	1032	726	839	669	745	467	820	739
mRNA:Solyc03g046580.1.1	10	22	22	4	3	39	56	12	10
mRNA:Solyc03g046590.3.1	1538	2258	1554	1937	1778	1796	1298	1513	1660
mRNA:Solyc03g046591.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g046592.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g046593.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g150119.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g046595.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g150120.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g150121.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g070380.3.1	20	35	0	122	17	16	26	14	38
mRNA:Solyc03g070390.3.1	8	0	20	0	6	0	2	2	0
mRNA:Solyc03g070400.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g070410.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g070420.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g070430.1.1	14	11	0	18	9	8	0	9	5
mRNA:Solyc03g070440.4.1	12	8	6	41	100	83	174	160	34
mRNA:Solyc03g070450.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g070460.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g070465.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g070470.1.1	6	0	8	14	6	8	14	38	12
mRNA:Solyc03g070480.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g070485.1.1	4	0	16	0	0	0	0	0	0
mRNA:Solyc03g071480.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g071490.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g071500.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g071530.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g071535.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g071540.1.1	66	40	0	13	24	7	0	19	14
mRNA:Solyc03g071550.3.1	633	596	223	318	459	422	324	387	395
mRNA:Solyc03g071560.4.1	1393	3880	1086	1184	2031	1265	1560	1740	1751
mRNA:Solyc03g071570.3.1	283	1536	455	322	273	1110	443	541	591
mRNA:Solyc03g071590.3.1	676	1009	14	585	1441	1371	555	1354	1122
mRNA:Solyc03g071610.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g071620.2.1	1676	5194	1432	1087	774	3036	599	1583	1631
mRNA:Solyc03g071623.1.1	0	7	0	4	5	8	0	0	3
mRNA:Solyc03g071627.1.1	425	1269	67	470	697	270	0	321	298
mRNA:Solyc03g071660.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g071680.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g071690.4.1	194	642	10	66	286	305	68	252	365
mRNA:Solyc03g071700.1.1	8	30	0	2	2	9	0	3	4
mRNA:Solyc03g071710.1.1	2107	5405	2963	268	378	543	213	635	709
mRNA:Solyc03g071720.4.1	964	1072	560	770	548	707	408	683	770
mRNA:Solyc03g071730.1.1	2	2	12	0	8	3	0	0	0
mRNA:Solyc03g071735.1.1	2	0	0	2	1	3	0	29	0
mRNA:Solyc03g071750.3.1	171	473	0	216	265	219	4	165	196
mRNA:Solyc03g071760.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g071790.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g150133.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g071800.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g071810.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g071820.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g071830.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g071840.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g071850.1.1	12	0	0	6	12	6	10	22	16
mRNA:Solyc03g071855.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g071870.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g051620.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g150122.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g051640.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g150123.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g051650.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g051660.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g051663.1.1	1	0	0	0	0	0	0	0	0
mRNA:Solyc03g051665.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g051667.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g051670.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g051690.1.1	0	8	8	0	0	0	0	0	0
mRNA:Solyc03g051700.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g051710.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g051720.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g051770.2.1	1105	2256	1262	1047	1324	1458	953	1570	1317
mRNA:Solyc03g051780.3.1	68	17	36	77	60	95	78	65	66
mRNA:Solyc03g051790.3.1	2007	6355	9325	2688	2998	2520	2621	3176	1946
mRNA:Solyc03g051800.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g051810.4.1	1327	2985	3202	797	1011	1814	1156	1194	1253
mRNA:Solyc03g051880.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g051900.4.1	3968	2284	1552	4225	4899	2565	3144	2597	2205
mRNA:Solyc03g051920.4.1	949	1173	798	764	855	920	586	833	843
mRNA:Solyc03g051923.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g051927.1.1	284	367	524	186	233	257	254	232	279
mRNA:Solyc03g051950.4.1	243	203	530	181	203	240	212	183	218
mRNA:Solyc03g051960.4.1	0	4	0	2	3	0	3	4	0
mRNA:Solyc03g051970.3.1	1494	1328	1650	1120	842	970	1034	1220	930
mRNA:Solyc03g052970.1.1	0	0	0	0	1	4	0	0	2
mRNA:Solyc03g052980.3.1	5676	7401	6246	4603	3135	5180	3811	4260	4604
mRNA:Solyc03g052990.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g053000.4.1	942	1283	1417	765	576	894	552	723	833
mRNA:Solyc03g053010.4.1	2172	3267	2867	1876	1589	2092	1588	1893	1939
mRNA:Solyc03g053020.4.1	175	370	118	128	96	244	46	90	206
mRNA:Solyc03g053040.1.1	69	105	0	127	146	81	0	75	97
mRNA:Solyc03g053050.1.1	0	12	0	0	0	1	0	0	4
mRNA:Solyc03g053060.3.1	0	26	0	0	0	1	0	0	0
mRNA:Solyc03g053070.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g053080.3.1	2254	2639	3611	1770	1213	2255	1793	1212	2007
mRNA:Solyc03g053085.1.1	116	9	222	15	33	9	19	10	19
mRNA:Solyc03g053110.3.1	3019	4115	1895	2305	1720	6343	1562	3244	4356
mRNA:Solyc03g053120.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g053130.3.1	0	0	0	0	3	2	0	0	0
mRNA:Solyc03g053135.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g058150.1.1	0	3	0	0	0	1	0	0	0
mRNA:Solyc03g058190.3.1	4205	3545	2574	2440	2798	5210	2972	3167	4640
mRNA:Solyc03g058200.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g058210.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g150124.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g150125.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g150126.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g058230.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g058240.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g058250.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g058260.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g058300.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g058305.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g058310.1.1	2	0	0	0	0	0	0	0	0
mRNA:Solyc03g058320.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g058330.3.1	78	0	0	0	4	0	4	0	0
mRNA:Solyc03g058340.3.1	1215	1435	1745	355	357	278	222	478	343
mRNA:Solyc03g058343.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g058347.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g058350.4.1	4889	5004	4063	6844	5104	5203	4012	3409	5829
mRNA:Solyc03g058370.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g058390.2.1	1654	2520	2567	3281	2544	3386	2480	1739	3310
mRNA:Solyc03g058400.4.1	2	0	0	10	0	2	0	0	0
mRNA:Solyc03g058420.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g058430.3.1	540	246	354	281	57	299	205	109	142
mRNA:Solyc03g058433.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g058437.1.1	3	2	0	0	8	2	0	1	12
mRNA:Solyc03g058440.1.1	0	5	0	0	0	2	0	1	2
mRNA:Solyc03g058450.4.1	0	0	0	2	0	6	2	0	6
mRNA:Solyc03g058460.1.1	1	0	21	1	0	3	0	0	4
mRNA:Solyc03g058470.3.1	485	695	650	426	347	337	303	375	425
mRNA:Solyc03g058490.1.1	3	4	0	3	3	5	0	0	10
mRNA:Solyc03g058500.1.1	28	26	22	5	18	10	3	3	5
mRNA:Solyc03g058550.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g058570.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g058630.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g058640.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g058650.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g058680.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g058720.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g058730.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g058800.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g058805.1.1	173	533	0	168	270	212	0	145	188
mRNA:Solyc03g058850.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g150127.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc03g058855.1.1	0	0	0	0	0	0	0	0	0
