IDENTIFIER	VALUE
Solyc03g026150	-0.32666118
Solyc03g026160	0.89783116
Solyc03g026170	-0.176992059
Solyc03g026180	0.067432815
Solyc03g026190	-0.048537175
Solyc03g026200	0.04807152
Solyc03g026210	-0.142974657
Solyc03g026220	-0.017115947
Solyc03g026230	1.739885322
Solyc03g026240	0.189855002
Solyc03g026260	0.095420329
Solyc03g026270	1.912698966
Solyc03g026280	1.678454612
Solyc03g124110	1.894264187
Solyc03g026290	-0.108907187
Solyc03g026300	-0.133196125
Solyc03g026310	-0.164581354
Solyc03g026320	-0.138216698
Solyc03g026330	-0.044038808
Solyc03g026340	0.67858621
Solyc03g026350	0.232330418
Solyc03g026360	-0.300844451
Solyc03g026370	1.044144771
Solyc03g031420	-0.677985786
Solyc03g031430	-0.020693684
Solyc03g031440	0.016696717
Solyc03g031460	-0.052209785
Solyc03g031530	0.154776324
Solyc03g031560	0.073909839
Solyc03g031600	-0.020592372
Solyc03g031620	-1.126047155
Solyc03g031650	0.848742009
Solyc03g031670	0.116740886
Solyc03g031680	0.189157507
Solyc03g031690	0.463939678
Solyc03g031700	-0.181192945
Solyc03g031720	0.192634475
Solyc03g031730	0.026729706
Solyc03g031740	1.562327552
Solyc03g031750	0.045003106
Solyc03g031760	0.05738578
Solyc03g031780	-1.02257411
Solyc03g031790	0.042961104
Solyc03g031800	-0.855400017
Solyc03g031820	0.15449182
Solyc03g031830	-1.077618419
Solyc03g031840	1.171753257
Solyc03g031850	0.041547344
Solyc03g031860	0.48021258
Solyc03g031870	-5.412883911
Solyc03g031880	0.071838417
Solyc03g031890	1.150215136
Solyc03g031900	0.387398483
Solyc03g031910	-0.220508976
Solyc03g031920	-0.307212792
Solyc03g031940	0.218951082
Solyc03g031950	-0.297321211
Solyc03g031955	-0.05742734
Solyc03g031970	-0.452583374
Solyc03g031980	-1.032667853
Solyc03g031990	-2.692789097
Solyc03g032000	-0.491025755
Solyc03g032020	-1.19571142
Solyc03g032030	-0.175375494
Solyc03g032040	0.229537741
Solyc03g032050	-0.124343102
Solyc03g032060	-0.521112211
Solyc03g032070	-0.239596359
Solyc03g032090	-0.410997359
Solyc03g032100	-0.266447804
Solyc03g032120	0.061847381
Solyc03g032130	-0.028420633
Solyc03g032140	0.253740945
Solyc03g032150	-0.055642686
Solyc03g032160	-0.438090341
Solyc03g032170	0.782962743
Solyc03g032180	0.075089567
Solyc03g032190	-1.362421792
Solyc03g032210	0.341649443
Solyc03g032220	0.168941496
Solyc03g032240	0.114120515
Solyc03g033300	-0.905543145
Solyc03g033310	0.158634737
Solyc03g033320	-0.117995079
Solyc03g033330	0.311112339
Solyc03g033340	-0.565797273
Solyc03g033350	0.418919711
Solyc03g033360	0.413799256
Solyc03g033370	-0.229645826
Solyc03g033380	-0.708662999
Solyc03g033390	-0.385472897
Solyc03g033400	-0.397793521
Solyc03g033420	-0.098151617
Solyc03g033450	-0.170189459
Solyc03g033460	-1.020534014
Solyc03g033470	-0.125665108
Solyc03g033480	-0.080094285
Solyc03g033490	0.220393477
Solyc03g033500	-0.274789873
Solyc03g033510	-1.109680843
Solyc03g033520	-0.24215585
Solyc03g033530	-0.313253631
Solyc03g033540	-0.601246986
Solyc03g033560	0.391281515
Solyc03g033580	-0.457434203
Solyc03g033590	-1.411873321
Solyc03g033600	-0.209595968
Solyc03g033610	0.04674251
Solyc03g033620	-0.130535957
Solyc03g033630	-0.19113559
Solyc03g033640	-0.433578327
Solyc03g033650	-0.14053419
Solyc03g033660	-0.176821071
Solyc03g033680	-0.574398953
Solyc03g033720	0.14984946
Solyc03g033740	0.200618409
Solyc03g033750	-3.154340971
Solyc03g033770	-1.40766917
Solyc03g033790	0.32674266
Solyc03g033795	-1.190487755
Solyc03g033820	-0.734031648
Solyc03g033830	-0.162185534
Solyc03g033840	0.690080386
Solyc03g033850	0.182094228
Solyc03g033860	1.629225194
Solyc03g033950	0.236659486
Solyc03g033980	-0.332602911
Solyc03g033990	0.010263059
Solyc03g034000	-1.699041696
Solyc03g034010	-0.570826072
Solyc03g034020	-0.711619885
Solyc03g034050	0.138417351
Solyc03g034055	-0.228559295
Solyc03g034070	0.078477986
Solyc03g034080	-0.640692347
Solyc03g034090	0.245648017
Solyc03g034100	0.902711885
Solyc03g034160	-0.897225385
Solyc03g034170	-0.168065916
Solyc03g034180	-0.277820928
Solyc03g034190	0.205807068
Solyc03g034200	-0.009826018
Solyc03g034220	-0.57657903
Solyc03g034230	-1.489276431
Solyc03g034240	-0.981303396
Solyc03g034250	-0.325052623
Solyc03g034270	-0.226674271
Solyc03g034300	-1.346496055
Solyc03g034320	0.513904731
Solyc03g034370	-0.269868763
Solyc03g034380	1.056783897
Solyc03g034390	2.781437813
Solyc03g034392	1.149798441
Solyc03g034400	0.478983949
Solyc03g150107	-0.356132296
Solyc03g034430	-0.395367913
Solyc03g034440	-0.040998873
Solyc03g034450	-0.370380942
Solyc03g034455	-0.69061207
Solyc03g042560	0.643367576
Solyc03g043600	-0.28429391
Solyc03g043660	-0.556915105
Solyc03g043700	1.16380086
Solyc03g043720	0.067687445
Solyc03g043740	-2.291855056
Solyc03g043750	-0.427103939
Solyc03g043760	-0.231779498
Solyc03g043770	-0.855176618
Solyc03g043850	4.476730666
Solyc03g043860	-0.708547667
Solyc03g043870	-0.278879915
Solyc03g043880	-1.611461878
Solyc03g043895	1.53557255
Solyc03g043910	-1.62224953
Solyc03g043930	0.310278089
Solyc03g043940	-0.043066364
Solyc03g043950	0.43092586
Solyc03g043960	-0.419996625
Solyc03g044000	-0.33574152
Solyc03g044010	-0.37532547
Solyc03g044020	0.015206578
Solyc03g150111	-1.226759448
Solyc03g150112	-1.236302179
Solyc03g044060	-0.443009608
Solyc03g044080	0.055217368
Solyc03g150113	-0.851028277
Solyc03g044090	-1.191686914
Solyc03g044100	-0.185781586
Solyc03g044140	-0.078224952
Solyc03g044150	0.066010982
Solyc03g044160	-0.028700121
Solyc03g044190	0.127898645
Solyc03g044200	-0.647218596
Solyc03g044210	-3.21237383
Solyc03g044220	-0.628701743
Solyc03g044260	-0.255802473
Solyc03g044270	0.052658044
Solyc03g044300	-1.110175639
Solyc03g044330	0.091845066
Solyc03g044350	-2.468341267
Solyc03g044370	0.168342288
Solyc03g044380	-0.519488597
Solyc03g044420	0.126947079
Solyc03g044430	0.312174581
Solyc03g044470	-0.469212207
Solyc03g044480	-0.49336734
Solyc03g044510	-0.061157218
Solyc03g044620	-0.357372534
Solyc03g044625	-0.352640464
Solyc03g044630	-0.68358633
Solyc03g044660	-0.12537677
Solyc03g044666	0.879079947
Solyc03g044710	-0.153443444
Solyc03g044720	-0.116224314
Solyc03g044725	0.640689955
Solyc03g044740	0.136837797
Solyc03g044744	-0.54544823
Solyc03g044790	-0.892553679
Solyc03g044800	0.568254746
Solyc03g044810	0.091992995
Solyc03g044820	-0.337341075
Solyc03g044830	-0.480231506
Solyc03g044833	-1.483591819
Solyc03g044880	-0.178321957
Solyc03g044900	-0.161818785
Solyc03g044910	0.211588106
Solyc03g044980	0.050370157
Solyc03g045010	-0.65645324
Solyc03g045020	-0.001856317
Solyc03g045050	-0.723170872
Solyc03g045060	-0.151045649
Solyc03g045070	-0.373684057
Solyc03g045090	-0.151959757
Solyc03g045100	0.898701278
Solyc03g045110	0.709755745
Solyc03g045120	0.860853412
Solyc03g045140	0.636024023
Solyc03g045150	1.283437996
Solyc03g046200	-0.986633677
Solyc03g150117	-0.196897969
Solyc03g046250	-0.47632334
Solyc03g046270	-0.570382907
Solyc03g150118	-0.780938445
Solyc03g046340	-0.499564966
Solyc03g046350	-0.047398901
Solyc03g046380	-2.64668026
Solyc03g046410	-0.602786246
Solyc03g046450	-0.022737312
Solyc03g046470	-0.430079364
Solyc03g046492	-1.850761447
Solyc03g046570	-0.302393101
Solyc03g046580	0.199573532
Solyc03g046590	-0.341072819
Solyc03g070380	-1.471125995
Solyc03g070430	-0.415108179
Solyc03g070440	1.025535453
Solyc03g071540	1.322833394
Solyc03g071550	0.105230178
Solyc03g071560	0.316728552
Solyc03g071570	-0.311027931
Solyc03g071590	0.068162838
Solyc03g071620	-0.11375956
Solyc03g071627	0.075119983
Solyc03g071690	-0.175554639
Solyc03g071710	0.304776951
Solyc03g071720	-0.208400839
Solyc03g071750	-0.110337495
Solyc03g051770	-0.108650377
Solyc03g051780	-0.202023121
Solyc03g051790	-0.646449633
Solyc03g051810	-0.578241314
Solyc03g051900	0.028784798
Solyc03g051920	-0.208858978
Solyc03g051927	-0.347317375
Solyc03g051950	-0.647874918
Solyc03g051970	-0.263080999
Solyc03g052980	-0.383338346
Solyc03g053000	-0.430103429
Solyc03g053010	-0.358911356
Solyc03g053020	-0.713462917
Solyc03g053040	-0.177199382
Solyc03g053080	-0.60408407
Solyc03g053085	-0.912730046
Solyc03g053110	-0.881026123
Solyc03g058190	-0.499561343
Solyc03g058340	0.002236795
Solyc03g058350	-0.638619047
Solyc03g058390	-0.788357051
Solyc03g058430	-0.606715408
Solyc03g058470	-0.398926261
Solyc03g058500	0.923782708
Solyc03g058805	0.06448118
Solyc03g058860	-0.019659124
Solyc03g058880	-0.248298657
Solyc03g058920	-0.042563141
Solyc03g058930	-0.304511327
Solyc03g058940	-0.392930523
Solyc03g058950	-0.255784034
Solyc03g058970	0.052874096
Solyc03g059010	-0.131848735
Solyc03g059030	-0.240876051
Solyc03g059070	-0.290893685
Solyc03g059100	0.147012823
Solyc03g059110	0.601681962
Solyc03g059123	0.888600183
Solyc03g059140	0.37980584
Solyc03g059160	0.529739194
Solyc03g059170	-0.099196659
Solyc03g059180	0.039252653
Solyc03g059190	0.618473569
Solyc03g059250	0.104129399
Solyc03g059260	0.198290156
Solyc03g059270	0.324027846
Solyc03g059310	-0.039108364
Solyc03g059350	3.129336919
Solyc03g059360	2.258003136
Solyc03g059397	-0.031632236
Solyc03g059400	-0.118430373
Solyc03g059420	-0.240455178
Solyc03g059490	-0.130020562
Solyc03g060510	-0.435962876
Solyc03g061590	0.09080444
Solyc03g061600	-0.054942192
Solyc03g062650	-0.128250012
Solyc03g062660	-0.073223087
Solyc03g062665	0.290132089
Solyc03g062680	-0.752867217
Solyc03g062700	-0.188294646
Solyc03g062710	-0.400424367
Solyc03g062720	-1.201635802
Solyc03g062740	0.501074051
Solyc03g062750	0.078989161
Solyc03g062790	-0.294289377
Solyc03g062830	-0.342539181
Solyc03g062890	0.008780326
Solyc03g062900	0.687764393
Solyc03g062920	0.333242642
Solyc03g062930	-0.650023931
Solyc03g062940	-0.163024222
Solyc03g062950	-0.612978777
Solyc03g063030	-1.094005536
Solyc03g063040	-1.29315819
Solyc03g063050	1.15204467
Solyc03g063060	0.315615763
Solyc03g063090	-0.033417048
Solyc03g063110	0.225113671
Solyc03g063150	-0.120483058
Solyc03g063160	-0.085731809
Solyc03g063200	0.057500483
Solyc03g063210	0.037587761
Solyc03g063220	-0.198411051
Solyc03g063240	-0.042695933
Solyc03g063260	0.16171054
Solyc03g063280	-0.192273784
Solyc03g063290	-0.711126719
Solyc03g063320	-0.390914429
Solyc03g063340	-0.256911662
Solyc03g063350	-0.358242803
Solyc03g063357	-0.297757324
Solyc03g063370	-0.673211855
Solyc03g063380	-0.383148148
Solyc03g063390	-0.762258651
Solyc03g063550	1.084223408
Solyc03g063560	-0.500577256
Solyc03g063600	-0.555561811
Solyc03g063607	0.702675732
Solyc03g063650	-0.04804641
Solyc03g063653	-0.363891662
Solyc03g063680	0.518741423
Solyc03g063690	0.355965432
Solyc03g063720	0.019716337
Solyc03g063730	-0.23327289
Solyc03g063750	-0.390871748
Solyc03g063760	-0.029610404
Solyc03g063880	-0.503208359
Solyc03g063970	-0.180934607
Solyc03g064010	-0.958942176
Solyc03g064030	-0.961717715
Solyc03g065200	-1.120814519
Solyc03g065235	0.176398681
Solyc03g065237	-0.119400358
Solyc03g065250	-0.039885389
Solyc03g065340	-0.669057735
Solyc03g104810	-0.014096265
Solyc03g013630	-0.90486575
Solyc03g013440	0.978718478
Solyc03g013340	-0.818538927
Solyc03g013320	-0.333362518
Solyc03g013304	0.535528276
Solyc03g013295	0.113638735
Solyc03g013297	-0.291372622
Solyc03g013250	0.153865175
Solyc03g013240	0.020733629
Solyc03g013160	-0.846635428
Solyc03g013030	-0.630592601
Solyc03g077910	0.200638984
Solyc03g077920	0.514538554
Solyc03g077950	0.113030565
Solyc03g077980	0.396608679
Solyc03g078000	-0.083983268
Solyc03g078020	-0.158125809
Solyc03g078030	-0.710740632
Solyc03g078060	0.230832382
Solyc03g078080	-0.056721506
Solyc03g078090	-0.564205464
Solyc03g078100	0.315990525
Solyc03g078110	-0.255875537
Solyc03g078120	-0.13715184
Solyc03g078150	0.806988786
Solyc03g078160	0.201113717
Solyc03g078210	-0.675215025
Solyc03g078230	0.027321431
Solyc03g078240	0.946549082
Solyc03g078260	-1.803356199
Solyc03g078290	-0.021026326
Solyc03g078300	-0.160076478
Solyc03g078310	0.090376848
Solyc03g078320	2.130012345
Solyc03g078350	0.409075765
Solyc03g078360	-0.744325198
Solyc03g078370	-1.42968006
Solyc03g078380	-0.412959495
Solyc03g078390	-0.111569091
Solyc03g078400	-0.10325405
Solyc03g078470	3.165039658
Solyc03g078490	-0.703110189
Solyc03g078505	0.486362273
Solyc03g078520	-0.199719088
Solyc03g078570	-0.571571818
Solyc03g078580	-0.2286348
Solyc03g078610	-0.745146761
Solyc03g078630	-1.825656583
Solyc03g078640	-0.662068676
Solyc03g078650	-1.05386262
Solyc03g078690	-0.038450875
Solyc03g078700	0.826706324
Solyc03g078710	1.640000018
Solyc03g078720	-0.57218192
Solyc03g078730	-1.260910126
Solyc03g078770	-0.188589027
Solyc03g078780	0.120516588
Solyc03g078783	0.536703807
Solyc03g078787	0.526957612
Solyc03g078800	0.50375097
Solyc03g078810	-0.436681473
Solyc03g078815	0.420840955
Solyc03g078830	-2.841918946
Solyc03g079850	-0.617442641
Solyc03g150136	0.029946561
Solyc03g079870	0.602478717
Solyc03g079880	2.052893253
Solyc03g079910	-0.380806023
Solyc03g079920	-0.207968016
Solyc03g079930	-0.025688129
Solyc03g079940	0.20840425
Solyc03g079950	-0.271364902
Solyc03g079960	-1.167691102
Solyc03g079970	-1.711286228
Solyc03g080010	-0.484666565
Solyc03g080020	-0.453285804
Solyc03g080040	-0.227498523
Solyc03g080050	-0.247651754
Solyc03g080060	0.676126437
Solyc03g080080	0.096428311
Solyc03g080090	-0.00211404
Solyc03g080100	0.693073355
Solyc03g080120	1.092199841
Solyc03g080140	-0.066622968
Solyc03g080150	0.037737131
Solyc03g080160	-0.198439997
Solyc03g080170	0.71585045
Solyc03g080180	1.063989391
Solyc03g080190	-0.84436738
Solyc03g080195	0.22914329
Solyc03g081190	0.334214574
Solyc03g081200	-0.17848045
Solyc03g081210	-0.391168999
Solyc03g081220	-0.142260638
Solyc03g081230	0.103988704
Solyc03g081240	-0.723502276
Solyc03g081250	-1.643863481
Solyc03g081260	-0.763822729
Solyc03g081300	-0.608797285
Solyc03g081310	-0.292939445
Solyc03g081320	-0.257745082
Solyc03g081330	0.843209096
Solyc03g082370	0.843913676
Solyc03g082380	0.431463314
Solyc03g082390	-0.372098235
Solyc03g082400	-0.332833964
Solyc03g082420	1.426267623
Solyc03g082430	1.090454064
Solyc03g082440	-0.616261711
Solyc03g082450	0.111584474
Solyc03g082470	-2.440960726
Solyc03g082480	-0.469784057
Solyc03g082490	-0.047439885
Solyc03g082500	-0.806814424
Solyc03g082510	-0.699406201
Solyc03g082520	0.914414151
Solyc03g082530	-0.056762017
Solyc03g082540	-0.353149276
Solyc03g082550	1.336387842
Solyc03g082560	0.036337176
Solyc03g082570	-0.090256841
Solyc03g150137	-0.02640445
Solyc03g082580	0.024161645
Solyc03g082590	-0.302736562
Solyc03g082600	-0.219057389
Solyc03g082610	-0.141991614
Solyc03g082620	-0.093068413
Solyc03g082630	0.007894129
Solyc03g082640	0.661342747
Solyc03g082660	-0.943731163
Solyc03g082670	-0.510038901
Solyc03g082680	-0.032684472
Solyc03g082690	-0.201721839
Solyc03g082710	-0.040074762
Solyc03g082720	0.119935773
Solyc03g082730	-0.067560238
Solyc03g082740	0.35253419
Solyc03g082800	0.206601346
Solyc03g082805	-0.061627917
Solyc03g082820	0.097327185
Solyc03g082830	-0.053235315
Solyc03g082840	1.2589285
Solyc03g082850	-0.144787222
Solyc03g082860	0.067337378
Solyc03g082870	-0.34985911
Solyc03g082880	-0.510516997
Solyc03g082890	-0.675729662
Solyc03g082900	-1.082842562
Solyc03g082910	-0.35871556
Solyc03g082920	-0.480313502
Solyc03g082940	-0.176984901
Solyc03g082945	-2.32814296
Solyc03g082960	-0.211344634
Solyc03g082970	-0.176719745
Solyc03g082980	-0.538700292
Solyc03g082990	-0.323827454
Solyc03g083000	-0.048182769
Solyc03g083010	-0.727091903
Solyc03g083020	-0.122390029
Solyc03g083030	-0.834704156
Solyc03g083050	-0.442367156
Solyc03g083060	-0.347716248
Solyc03g083070	-0.61572826
Solyc03g083090	-0.546590453
Solyc03g083100	-0.709005263
Solyc03g083120	-0.973147794
Solyc03g083130	-1.435211786
Solyc03g083140	-0.433046359
Solyc03g083160	-2.790295339
Solyc03g083170	-2.550955683
Solyc03g083180	-2.964401067
Solyc03g083190	-0.104994786
Solyc03g083200	-0.199337976
Solyc03g083210	-0.130197207
Solyc03g083240	-0.580948499
Solyc03g083250	-0.599167712
Solyc03g083260	0.329743112
Solyc03g083270	-0.192198746
Solyc03g083280	-0.346758289
Solyc03g083290	-0.001473457
Solyc03g083300	-0.004722723
Solyc03g083310	-0.045256685
Solyc03g083320	-1.341912803
Solyc03g083330	-0.357100556
Solyc03g083350	-0.094524581
Solyc03g083360	-0.464327465
Solyc03g083370	-0.150376804
Solyc03g083390	-0.064468333
Solyc03g083400	-0.487607216
Solyc03g083410	-0.195511953
Solyc03g083420	-0.560326939
Solyc03g083430	0.227920872
Solyc03g083440	-1.461773626
Solyc03g083445	0.256284881
Solyc03g083450	0.104797865
Solyc03g083460	0.321702994
Solyc03g083470	-0.881003381
Solyc03g083480	-1.042013672
Solyc03g083490	-0.785959337
Solyc03g083510	-1.116266204
Solyc03g083520	-0.333644237
Solyc03g083530	0.286868018
Solyc03g083540	-0.037375754
Solyc03g083550	0.080184867
Solyc03g083560	-1.519464782
Solyc03g083570	0.120784617
Solyc03g083580	0.15343105
Solyc03g083590	-0.718295226
Solyc03g083610	-0.163160553
Solyc03g083620	0.087896549
Solyc03g083650	-0.434017424
Solyc03g083660	-7.557082949
Solyc03g083680	-0.221844513
Solyc03g083710	-5.464818322
Solyc03g083720	-0.881752315
Solyc03g083730	-1.536909037
Solyc03g083770	-0.950019089
Solyc03g150138	-0.158044764
Solyc03g083810	-1.878909971
Solyc03g083900	-0.2226012
Solyc03g083910	-0.04981139
Solyc03g083960	-0.626120847
Solyc03g083970	-0.422075546
Solyc03g083990	0.13434229
Solyc03g083993	-1.693687628
Solyc03g083994	1.259838302
Solyc03g083995	-0.833119002
Solyc03g083996	2.34858313
Solyc03g090990	0.095035504
Solyc03g091000	4.13467518
Solyc03g091010	-0.253404443
Solyc03g091020	-3.129481971
Solyc03g093060	-1.572030756
Solyc03g093070	-0.868583832
Solyc03g093080	0.94341982
Solyc03g093110	0.780163168
Solyc03g093120	0.86575599
Solyc03g093130	0.028346003
Solyc03g093140	-0.23656894
Solyc03g093150	-0.020522535
Solyc03g093160	0.069426465
Solyc03g093180	-0.887153719
Solyc03g093200	-0.187247612
Solyc03g093210	0.390547135
Solyc03g093220	-0.390065516
Solyc03g093240	-0.241446545
Solyc03g093250	-0.808747538
Solyc03g093260	-0.687918864
Solyc03g093300	-0.249594141
Solyc03g093310	-0.657100557
Solyc03g093330	-0.5560088
Solyc03g093340	-0.223413042
Solyc03g093343	0.381287792
Solyc03g093347	0.665964371
Solyc03g093350	-0.280811328
Solyc03g093360	-0.986931147
Solyc03g093380	-0.310176216
Solyc03g093390	1.068980493
Solyc03g093400	-0.276906728
Solyc03g093410	-2.208091994
Solyc03g093430	-0.353426813
Solyc03g093440	0.444591658
Solyc03g093450	-0.394425203
Solyc03g093460	-0.700670981
Solyc03g093470	-0.478729087
Solyc03g093480	-0.060784606
Solyc03g093490	-0.123552341
Solyc03g093500	-0.36436659
Solyc03g093510	-0.967876288
Solyc03g093520	-0.445541826
Solyc03g093540	1.777017995
Solyc03g093550	1.674243156
Solyc03g093560	1.114284778
Solyc03g093610	-1.37248814
Solyc03g150142	-0.143298922
Solyc03g093630	-0.505482357
Solyc03g093640	-0.040826307
Solyc03g093650	-0.722192098
Solyc03g093680	-0.297526415
Solyc03g093690	-0.153503237
Solyc03g093700	0.782133317
Solyc03g093760	-1.437193564
Solyc03g093790	-0.186117058
Solyc03g093800	0.382801892
Solyc03g093830	-0.189131654
Solyc03g093840	-0.036022576
Solyc03g093850	-0.363271629
Solyc03g093880	0.495946099
Solyc03g093890	-0.211665183
Solyc03g093930	4.530174834
Solyc03g093970	-0.54040358
Solyc03g093980	-2.737677949
Solyc03g093990	-0.580354405
Solyc03g094010	0.456566787
Solyc03g094020	-1.2098712
Solyc03g094030	-0.204650831
Solyc03g094040	0.271049441
Solyc03g094050	0.160892483
Solyc03g094060	-0.560973463
Solyc03g094070	-0.221430324
Solyc03g094080	0.039190857
Solyc03g094090	0.011377987
Solyc03g094110	-3.094212423
Solyc03g094120	-0.126653215
Solyc03g094160	0.383954522
Solyc03g095180	-0.299322425
Solyc03g095190	-0.412283913
Solyc03g095200	-0.068688058
Solyc03g095220	0.161561966
Solyc03g095230	0.090213134
Solyc03g095250	-0.376342985
Solyc03g095260	-0.051878843
Solyc03g095290	0.054606144
Solyc03g095300	0.236689753
Solyc03g095310	2.193120219
Solyc03g095320	0.934984864
Solyc03g095330	0.421635657
Solyc03g095350	-1.191124867
Solyc03g095360	-0.168983356
Solyc03g095370	0.322242902
Solyc03g095410	-0.241602449
Solyc03g095450	-0.6333735
Solyc03g095470	-0.409759226
Solyc03g095490	-1.10769905
Solyc03g095510	-0.089583964
Solyc03g095600	-0.190847626
Solyc03g095610	0.148496585
Solyc03g095620	0.274299953
Solyc03g095650	0.712350708
Solyc03g095660	-1.181480535
Solyc03g095680	-0.456199386
Solyc03g095690	-0.187296639
Solyc03g095700	1.42649282
Solyc03g095710	0.052835275
Solyc03g095720	-0.239076019
Solyc03g095730	0.347523301
Solyc03g095750	-2.587758745
Solyc03g095760	-0.176758419
Solyc03g095770	-0.416637382
Solyc03g095780	-0.03272903
Solyc03g095810	0.717156433
Solyc03g095820	-0.528911456
Solyc03g095840	-0.409451817
Solyc03g095845	-1.086841351
Solyc03g095850	-0.603549011
Solyc03g095860	0.064787663
Solyc03g095940	0.770295197
Solyc03g095950	0.231292076
Solyc03g095960	-0.481085653
Solyc03g095980	0.868096061
Solyc03g095990	-0.054367125
Solyc03g096000	-0.545926283
Solyc03g096030	0.606985103
Solyc03g096050	-1.152287302
Solyc03g150147	0.043915308
Solyc03g096070	-0.51666439
Solyc03g096080	-0.300729684
Solyc03g096090	-0.194536159
Solyc03g096220	0.426818614
Solyc03g096290	0.464119066
Solyc03g096350	0.211458411
Solyc03g096360	0.271284032
Solyc03g096380	-1.487307604
Solyc03g096390	-0.384954901
Solyc03g096450	0.378455098
Solyc03g096460	0.795238945
Solyc03g096610	0.420995683
Solyc03g096640	0.083690372
Solyc03g096650	1.639398944
Solyc03g096660	-0.251592601
Solyc03g096670	1.37214865
Solyc03g096730	-0.925890068
Solyc03g096740	-0.061287057
Solyc03g096760	0.031809534
Solyc03g096770	0.073964155
Solyc03g096780	-1.114358758
Solyc03g096790	-0.31416673
Solyc03g096800	-0.134208546
Solyc03g096810	-0.294233849
Solyc03g096820	-0.17613501
Solyc03g096830	0.719356283
Solyc03g096840	0.399894757
Solyc03g096850	-0.426585317
Solyc03g096860	0.573207714
Solyc03g096870	-0.453771777
Solyc03g096880	-0.263418993
Solyc03g096890	-0.590795422
Solyc03g096900	-0.361300389
Solyc03g096910	0.150359563
Solyc03g096920	-0.208381617
Solyc03g096930	-0.135913445
Solyc03g096940	-0.454800701
Solyc03g096950	-0.509802609
Solyc03g096960	-0.069771527
Solyc03g096980	-0.742792854
Solyc03g096990	-0.336725839
Solyc03g097000	-0.266317304
Solyc03g097010	-0.456022651
Solyc03g097020	-0.28596454
Solyc03g097030	1.210007975
Solyc03g097050	-0.929419712
Solyc03g097060	-0.198238015
Solyc03g097070	-0.345441321
Solyc03g097080	-0.523322499
Solyc03g097100	-0.267895372
Solyc03g097110	-0.321916066
Solyc03g097120	0.070709291
Solyc03g097130	-0.159735991
Solyc03g097140	-0.288307986
Solyc03g097150	-0.029560565
Solyc03g097160	-0.091018803
Solyc03g097170	-0.255678212
Solyc03g097180	-0.061921012
Solyc03g097190	-0.90314482
Solyc03g097200	-0.201967977
Solyc03g097210	-0.230764298
Solyc03g097230	0.036725873
Solyc03g097240	0.385928076
Solyc03g097250	-0.165461337
Solyc03g097260	-0.109058864
Solyc03g097270	-0.501260441
Solyc03g097280	-0.17060968
Solyc03g097290	-0.103807224
Solyc03g097300	-0.216663533
Solyc03g097310	-0.246658017
Solyc03g097320	-0.651917715
Solyc03g097340	-0.60241283
Solyc03g097350	-0.417945122
Solyc03g097360	0.099776203
Solyc03g097370	-0.064714824
Solyc03g097380	-0.115754583
Solyc03g097390	0.261669619
Solyc03g097400	0.416782415
Solyc03g097420	-1.031291687
Solyc03g097430	-0.047302672
Solyc03g097450	-0.420412262
Solyc03g097460	0.037356557
Solyc03g097470	-0.478725714
Solyc03g097490	-0.322666735
Solyc03g097500	1.215830983
Solyc03g097520	-0.249136286
Solyc03g097530	0.858010374
Solyc03g097540	0.412536132
Solyc03g097550	-0.275563052
Solyc03g097590	-0.616449233
Solyc03g097600	0.118120521
Solyc03g097610	-2.545867307
Solyc03g097630	-0.307701189
Solyc03g097640	0.129502866
Solyc03g097650	0.121718683
Solyc03g097660	2.147644152
Solyc03g097670	0.235195418
Solyc03g097680	-0.771597324
Solyc03g097690	-0.268662326
Solyc03g097700	0.81095023
Solyc03g097710	-0.281837152
Solyc03g097740	-0.649390136
Solyc03g097750	-0.431567194
Solyc03g097760	0.595465214
Solyc03g097770	0.777740061
Solyc03g097780	-0.398771465
Solyc03g097800	-0.663898101
Solyc03g097820	-0.5710716
Solyc03g097830	0.446429037
Solyc03g097840	-0.962467911
Solyc03g097850	-0.379445618
Solyc03g097855	-0.725360651
Solyc03g097870	0.986399258
Solyc03g097900	0.052649348
Solyc03g097910	-0.593088136
Solyc03g097920	-0.516241439
Solyc03g097930	-1.01089739
Solyc03g097940	-0.582557265
Solyc03g097950	-0.185742714
Solyc03g097960	0.677060994
Solyc03g097970	-0.191565553
Solyc03g097980	-0.415085589
Solyc03g097990	0.724861198
Solyc03g098000	-0.138284785
Solyc03g098010	-0.071859588
Solyc03g098020	-0.344508385
Solyc03g098030	2.586479098
Solyc03g098050	-0.072598061
Solyc03g098060	-0.829888976
Solyc03g098070	-0.336794854
Solyc03g098100	-2.961496052
Solyc03g098110	0.125667494
Solyc03g098120	-0.192221962
Solyc03g098130	0.06937772
Solyc03g098140	-1.104659398
Solyc03g098150	-0.496313054
Solyc03g098160	-0.084136634
Solyc03g098170	-0.241793456
Solyc03g098180	-0.093007592
Solyc03g098190	-0.301276786
Solyc03g098200	-0.727993714
Solyc03g098210	-0.343788663
Solyc03g098220	-0.266826969
Solyc03g098230	-0.25357062
Solyc03g098240	-0.465976319
Solyc03g098250	-0.345909154
Solyc03g098270	1.054197165
Solyc03g098280	-0.415106921
Solyc03g098290	-1.267076583
Solyc03g098300	-2.906025995
Solyc03g098320	1.751470699
Solyc03g098330	-0.09484041
Solyc03g098340	0.040478207
Solyc03g098410	-0.223084876
