"Sequence_ID"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"Solyc00g500128"	22.1120768515982	-0.135704045626792	0.455360640166285	-0.298014438791277	0.765692143500876	0.999560357472563
"Solyc00g500129"	435.362163905878	-0.062955977987965	1.51864384023057	-0.0414553935031973	0.966932853088578	0.999560357472563
"Solyc00g500130"	324.169721559953	-0.31171421567468	0.473095761773641	-0.658881860420943	0.509971635057823	0.999560357472563
"Solyc00g500131"	39.737740049361	-0.84895776844044	1.03946299220366	-0.816727266682817	0.414084305478823	0.999560357472563
"Solyc00g500135"	10.8878447561442	-1.52671009237153	1.46157982520212	-1.04456155322232	0.29622565666991	0.999560357472563
"Solyc00g500136"	171.06986509714	-0.0522337615665337	0.498943892935351	-0.104688647974496	0.916622870065086	0.999560357472563
"Solyc00g500137"	21.4478677580125	0.848537364827118	0.62665143033051	1.35408190862914	0.175710247312288	0.999560357472563
"Solyc00g500138"	71.3958939966268	0.277558366383288	0.364421284244936	0.761641480294918	0.446274010758685	0.999560357472563
"Solyc00g500143"	85.9941420962571	-0.90426426121246	1.55520489992137	-0.581443809274377	0.56094137863196	0.999560357472563
"Solyc00g500144"	20.2536971130557	-0.60741026542357	1.13308885593885	-0.536065871833401	0.591913025799009	0.999560357472563
"Solyc00g500146"	27.8345287768803	-0.586403745148209	0.626658397008989	-0.935763005725426	0.349395222670138	0.999560357472563
"Solyc00g500157"	106.771441977027	-0.496523676371998	1.00230557737635	-0.495381535910144	0.620330825714565	0.999560357472563
"Solyc00g500158"	17.1707497358851	-1.28103964607802	0.720521874770839	-1.77793303844586	0.0754148532330159	0.999560357472563
"Solyc00g500167"	52.8496535216319	-1.73705912876155	1.38540304460315	-1.25382944373357	0.20990400471736	0.999560357472563
"Solyc00g500169"	303.074464987074	-0.849994264301304	0.80052761759302	-1.06179255483654	0.288329870466283	0.999560357472563
"Solyc00g500172"	20.2660969450536	-1.62995613523506	1.33067156356042	-1.22491242758195	0.220608217480043	0.999560357472563
"Solyc00g500182"	75.5377650701345	-1.55458950508692	1.08393204839969	-1.43421306472311	0.151511469898277	0.999560357472563
"Solyc00g500183"	43.1755846688785	-2.00946003155619	1.41662784655986	-1.4184812450468	0.156050310492883	0.999560357472563
"Solyc00g500184"	53.718183318086	-0.801497229015434	0.817673883810525	-0.980216251105264	0.326979384316262	0.999560357472563
"Solyc00g500185"	38.281155141004	-0.206958843675594	0.460070738691355	-0.449841353232498	0.652824837533155	0.999560357472563
"Solyc00g500187"	25.2145657266322	-1.59802883815939	1.21000551277573	-1.3206789731838	0.186608428010095	0.999560357472563
"Solyc00g500189"	20.2660969450536	-1.62995613523506	1.33067156356042	-1.22491242758195	0.220608217480043	0.999560357472563
"Solyc00g500190"	70.4287802624332	0.0663843602418193	0.647877775086494	0.102464327060697	0.918388126662493	0.999560357472563
"Solyc00g500191"	107.534459207932	-0.510092822403463	1.48647869866574	-0.343155151070326	0.731481742615638	0.999560357472563
"Solyc00g500192"	165.641406901115	-0.402801096530158	1.49905218671505	-0.26870385174037	0.788157587505989	0.999560357472563
"Solyc00g500195"	11.339920248728	-0.919966800917886	1.08822022483876	-0.845386604585666	0.397895021096208	0.999560357472563
"Solyc00g500196"	3872.65719735474	-0.920775940432258	0.556775656502057	-1.65376472494691	0.0981753258453449	0.999560357472563
"Solyc00g500198"	22.1120768515982	-0.135704045626792	0.455360640166285	-0.298014438791277	0.765692143500876	0.999560357472563
"Solyc00g500199"	435.362163905878	-0.062955977987965	1.51864384023057	-0.0414553935031973	0.966932853088578	0.999560357472563
"Solyc00g500200"	324.169721559953	-0.31171421567468	0.473095761773641	-0.658881860420943	0.509971635057823	0.999560357472563
"Solyc00g500201"	39.737740049361	-0.84895776844044	1.03946299220366	-0.816727266682817	0.414084305478823	0.999560357472563
"Solyc00g500205"	10.8878447561442	-1.52671009237153	1.46157982520212	-1.04456155322232	0.29622565666991	0.999560357472563
"Solyc00g500206"	171.06986509714	-0.0522337615665337	0.498943892935351	-0.104688647974496	0.916622870065086	0.999560357472563
"Solyc00g500207"	21.4478677580125	0.848537364827118	0.62665143033051	1.35408190862914	0.175710247312288	0.999560357472563
"Solyc00g500208"	71.3958939966268	0.277558366383288	0.364421284244936	0.761641480294918	0.446274010758685	0.999560357472563
"Solyc00g500209"	91.6343238293973	0.0858591580107828	0.376852969433453	0.227831979511427	0.819776864359647	0.999560357472563
"Solyc00g500210"	162.709523330813	-0.820895270189264	1.23901420122204	-0.662539032546691	0.507625828262674	0.999560357472563
"Solyc00g500211"	20.2536971130557	-0.60741026542357	1.13308885593885	-0.536065871833401	0.591913025799009	0.999560357472563
"Solyc00g500223"	18.3748072304931	0.625716599148131	1.73756818144532	0.36011053023983	0.718764478350885	0.999560357472563
"Solyc00g500226"	14.298580533962	-0.769166650200311	0.537664988631262	-1.43056860026982	0.152553891958141	0.999560357472563
"Solyc00g500228"	247.737802740688	-1.42408960490531	1.04646895241271	-1.36085222750466	NA	NA
"Solyc00g500238"	19.5792575694741	0.0359810038172504	0.812974298040147	0.0442584764413715	0.964698370219172	0.999560357472563
"Solyc00g500241"	63.0939228104882	-0.869764571857937	1.25744627699386	-0.691691237845372	0.489131250738936	0.999560357472563
"Solyc00g500243"	139.685754767992	-0.879264518160596	0.82838679251829	-1.06141783778039	0.288500053933823	0.999560357472563
"Solyc00g500245"	60.1341995908479	-1.39629162266463	1.6771887848253	-0.832519055277414	0.405116026987227	0.999560357472563
"Solyc00g500250"	265.930538620047	-0.870426949828775	0.796306002028922	-1.09308098596645	0.274358243504449	0.999560357472563
"Solyc00g500251"	25.2145657266322	-1.59802883815939	1.21000551277573	-1.3206789731838	0.186608428010095	0.999560357472563
"Solyc00g500253"	20.2660969450536	-1.62995613523506	1.33067156356042	-1.22491242758195	0.220608217480043	0.999560357472563
"Solyc00g500254"	18.0478066545296	-1.15578242790053	0.906572660920828	-1.27489221517729	0.202347394889105	0.999560357472563
"Solyc00g500256"	64.4854394484852	-0.323328925477625	0.599170857291411	-0.539627255803551	0.589454116115453	0.999560357472563
"Solyc00g500257"	156.043310939282	-1.5142560731959	1.22386893479837	-1.23726980082664	NA	NA
"Solyc00g500260"	234.140308225032	-0.855525883072568	0.96605217810767	-0.88558972533802	0.37583865022954	0.999560357472563
"Solyc00g500261"	96.469011812956	0.701600421820956	0.63103990854665	1.11181624540485	0.266217165516405	0.999560357472563
"Solyc00g500262"	14.298580533962	-0.769166650200311	0.537664988631262	-1.43056860026982	0.152553891958141	0.999560357472563
"Solyc00g500263"	261.189871226234	-2.65656546180806	1.12833067166512	-2.35442102968598	NA	NA
"Solyc00g500268"	520.690751793574	0.928375763595814	0.792343405713669	1.17168358681501	0.241324115077813	0.999560357472563
"Solyc00g500272"	55.8184976366063	-0.919176521422697	1.15084385504819	-0.798697857568359	0.42446562937077	0.999560357472563
"Solyc00g500273"	36.7797822577599	-1.15925073143675	1.23691192591626	-0.937213642416794	0.348648673649184	0.999560357472563
"Solyc00g500274"	43.918815555642	-1.17983782618815	1.1099205544206	-1.06299304169932	0.287785106888314	0.999560357472563
"Solyc00g500290"	80.8417470694845	-0.30414432821965	0.629442357927695	-0.483196474449195	0.628956238385658	0.999560357472563
"Solyc00g500293"	23.1176663051372	-0.572217495206411	1.17599929918583	-0.486579792694237	0.626556146580624	0.999560357472563
"Solyc00g500294"	178.001774492739	-0.626071872404404	1.01319156004338	-0.617920536544542	0.536627720899871	0.999560357472563
"Solyc00g500295"	39.737740049361	-0.84895776844044	1.03946299220366	-0.816727266682817	0.414084305478823	0.999560357472563
"Solyc00g500296"	324.169721559953	-0.31171421567468	0.473095761773641	-0.658881860420943	0.509971635057823	0.999560357472563
"Solyc00g500297"	133.645493443694	-0.0232839417552339	1.52888228166188	-0.0152293881841082	0.98784917599798	0.999560357472563
"Solyc00g500298"	367.125564945392	-0.338725499135591	1.22918322834095	-0.275569574434216	0.782878681189009	0.999560357472563
"Solyc00g500301"	256.269106059098	-0.423538074910461	0.48583692194651	-0.871770044181805	0.383333839698082	0.999560357472563
"Solyc00g500302"	57.1333089630627	-0.709796629777516	0.914725660706537	-0.77596667533003	0.437768662494253	0.999560357472563
"Solyc00g500303"	95.8386097580169	-0.472246148868657	0.722580449513899	-0.653555115124345	0.513398469855008	0.999560357472563
"Solyc00g500311"	40.824686794858	-0.331235138805732	0.750123959586068	-0.441573868655674	0.658797596912872	0.999560357472563
"Solyc00g500315"	42.9463869156704	-1.60068563572866	1.27031966883411	-1.26006522216392	0.207645834814222	0.999560357472563
"Solyc00g500316"	264.177016839187	-2.45082993466054	1.34824953115015	-1.81778660258077	NA	NA
"Solyc00g500318"	55.8184976366063	-0.919176521422697	1.15084385504819	-0.798697857568359	0.42446562937077	0.999560357472563
"Solyc00g500319"	30.0481404078733	2.69676542710201	1.37203868355059	1.96551705096482	0.0493544241524985	0.999560357472563
"Solyc00g500321"	26.5135308637261	-0.0460580001959805	0.591402812401396	-0.0778792376873582	0.937924115166257	0.999560357472563
"Solyc00g500322"	230.495507319277	-0.611000903422465	0.796732870064953	-0.766883012335934	0.443151074678898	0.999560357472563
"Solyc00g500323"	288.634451686831	-0.758211466148397	0.745617825899565	-1.01689020810847	0.309205662003186	0.999560357472563
"Solyc00g500324"	122.058358182884	-0.693435846758644	1.43515486488266	-0.483178410725272	0.628969063166711	0.999560357472563
"Solyc00g500325"	256.269106059098	-0.423538074910461	0.48583692194651	-0.871770044181805	0.383333839698082	0.999560357472563
"Solyc00g500327"	22.1120768515982	-0.135704045626792	0.455360640166285	-0.298014438791277	0.765692143500876	0.999560357472563
"Solyc00g500329"	324.169721559953	-0.31171421567468	0.473095761773641	-0.658881860420943	0.509971635057823	0.999560357472563
"Solyc00g500330"	39.737740049361	-0.84895776844044	1.03946299220366	-0.816727266682817	0.414084305478823	0.999560357472563
"Solyc00g500334"	26.5135308637261	-0.0460580001959805	0.591402812401396	-0.0778792376873582	0.937924115166257	0.999560357472563
"Solyc00g500335"	47.745010138111	-0.069319363731473	0.366479273383715	-0.189149479290998	0.849975662488831	0.999560357472563
"Solyc00g500339"	51.0648586976745	0.103094719088549	0.929691283695428	0.110891347371525	0.911702507080999	0.999560357472563
"Solyc00g500340"	19.5792575694741	0.0359810038172504	0.812974298040147	0.0442584764413715	0.964698370219172	0.999560357472563
"Solyc00g500343"	16.8401948992341	-0.956254457100305	0.88968809547464	-1.07481988571529	0.282455375565208	0.999560357472563
"Solyc00g500345"	614.201128521193	-0.331870431663086	0.995552588074021	-0.333352989725151	0.738867844426954	0.999560357472563
"Solyc00g500351"	42.0557393330829	-0.6425342266357	0.96120936580304	-0.668464384030316	0.503837209243205	0.999560357472563
"Solyc00g500353"	56.4512582203327	-1.43687092814319	1.12886053387259	-1.27285070655625	0.203071023896074	0.999560357472563
"Solyc00g500358"	927.271394955126	-0.48405441001998	1.05572048128363	-0.458506222623841	0.646588792956643	0.999560357472563
"Solyc00g500362"	109.333717646137	-0.996438728244444	1.31529275411922	-0.75757942490279	0.448702801354885	0.999560357472563
"Solyc00g500373"	235.097756695817	0.111093281473147	0.30593535203821	0.363126656442344	0.716510272793973	0.999560357472563
"Solyc00g500406"	37.8501630832591	-0.42168177473638	0.889978187679442	-0.473811359170371	0.635634433587766	0.999560357472563
"Solyc01g005000"	23.6433883604546	-0.149788340271955	1.32821874805617	-0.112773848804023	0.910209851685888	0.999560357472563
"Solyc01g005010"	94.1523821748749	-0.308987409549751	0.838071780201585	-0.368688478539903	0.712359937490464	0.999560357472563
"Solyc01g005020"	3088.56227906673	0.144286055623844	0.120387388536832	1.19851470637807	0.230716701226421	0.999560357472563
"Solyc01g005030"	1819.19195307955	0.12584129895681	0.171082339510939	0.735559843970705	0.461998607995152	0.999560357472563
"Solyc01g005040"	68.8807793548508	0.495686102955113	1.84683757225298	0.268397237744313	0.788393565501381	0.999560357472563
"Solyc01g005060"	24.6160240519337	-1.1127780799196	0.817535869801688	-1.36113670485129	0.173470492095721	0.999560357472563
"Solyc01g005080"	1640.5680583639	0.0329750323123043	0.257019143505337	0.128297962021726	0.897913177849417	0.999560357472563
"Solyc01g005100"	342.947700783073	-0.131377529773573	0.336284415240006	-0.390673857662447	0.696038324770206	0.999560357472563
"Solyc01g005110"	247.098380528474	-0.054998306940256	0.432766788435433	-0.127085322649387	0.898872868095233	0.999560357472563
"Solyc01g005120"	182.12292890971	-1.69555940340266	0.695238844201811	-2.43881569268371	0.0147354815771588	0.999560357472563
"Solyc01g005130"	704.079740786059	0.277030377306738	0.306859837580745	0.902791253136352	0.366636694266405	0.999560357472563
"Solyc01g005210"	3376.3920846547	0.0409466477659097	0.433171335045217	0.0945276024823652	0.924690056999471	0.999560357472563
"Solyc01g005220"	205.240691634417	-0.825412888603119	1.00715459650151	-0.819549343735615	0.412473061478274	0.999560357472563
"Solyc01g005230"	1734.0420801761	-1.59781805414799	0.957717315135835	-1.66836082933445	0.0952441192126185	0.999560357472563
"Solyc01g005240"	1269.70195112756	-0.39986090921437	0.325273751841843	-1.22930579842419	0.218957174091774	0.999560357472563
"Solyc01g005250"	1095.87907086225	0.209177977121265	0.467469442614886	0.447468771330133	0.654536630859801	0.999560357472563
"Solyc01g005253"	233.46704473516	0.0162940255766649	0.350111273339006	0.0465395627546324	0.9628802017147	0.999560357472563
"Solyc01g005257"	910.451239399029	0.139952466623115	0.451826369071539	0.309748337421529	0.75675234130901	0.999560357472563
"Solyc01g005280"	2017.34754215789	0.64836139488109	0.595826546386395	1.08817137942798	0.27651945708402	0.999560357472563
"Solyc01g005290"	994.756490562158	0.54868505713947	0.900454217782881	0.609342536581654	0.54229741795184	0.999560357472563
"Solyc01g005300"	6280.52091487461	-0.0377127885302912	0.775003078551536	-0.0486614693205808	0.961189082505496	0.999560357472563
"Solyc01g005320"	11.3267766551285	1.0983985729749	0.734559555627288	1.49531588631626	0.134832020965389	0.999560357472563
"Solyc01g005330"	3268.56155050008	0.193816595147995	0.224326373503545	0.863993796721065	0.387591298265982	0.999560357472563
"Solyc01g005340"	2289.82010507576	-0.035436257116491	0.256069740888293	-0.138385179730976	0.889936009182913	0.999560357472563
"Solyc01g005350"	3489.45959062801	0.747522874333618	1.14382326727406	0.653530047622746	0.513414624731349	0.999560357472563
"Solyc01g005360"	482.829228039273	1.31750505697652	1.58675606655213	0.830313546454137	0.406361531019565	0.999560357472563
"Solyc01g005370"	415.285156260305	0.470145457560273	0.302489964213106	1.55425142378956	0.120124455577402	0.999560357472563
"Solyc01g005380"	250.707788259917	0.283445220057513	0.425577290112749	0.666025247687488	0.505394962723271	0.999560357472563
"Solyc01g005400"	17.0553748853396	-0.947058483112597	1.12053921485554	-0.845181025846283	0.39800977448762	0.999560357472563
"Solyc01g005410"	761.229827730181	-1.03941278746984	0.790964447537044	-1.31410810018886	0.188809828633808	0.999560357472563
"Solyc01g005420"	472.976347726167	-0.19370379828357	0.653803470130776	-0.296272208902202	0.767022207808669	0.999560357472563
"Solyc01g005430"	767.487077836312	-0.0649640919761798	0.418774347583306	-0.155129110345654	0.876719533239439	0.999560357472563
"Solyc01g005440"	2312.67744513464	-0.398046881880617	0.488589127282711	-0.814686327741992	0.415251881434506	0.999560357472563
"Solyc01g005450"	76.891829188178	0.0467590936890616	0.88067649581618	0.0530945175796101	0.957656599631094	0.999560357472563
"Solyc01g005460"	83.800927453551	0.32455925437963	0.43592752595834	0.744525718274204	0.45655848810246	0.999560357472563
"Solyc01g005470"	2320.96076298168	0.824939270211187	1.05453539469453	0.782277460160692	0.4340515303399	0.999560357472563
"Solyc01g005480"	277.497142557167	-0.0317834783193802	0.323725919149431	-0.098180208748466	0.921789197659144	0.999560357472563
"Solyc01g005490"	1356.17090609484	0.606722305403011	0.476371777194759	1.273631928776	0.202793891161296	0.999560357472563
"Solyc01g005500"	27.3440935111839	0.303058362820706	1.31670293063249	0.230164569220734	0.81796389244368	0.999560357472563
"Solyc01g005520"	1736.55881296137	-0.103605808094879	0.232427171882187	-0.445756007165094	0.655773503058567	0.999560357472563
"Solyc01g005530"	71.7140572389767	-0.759198903488982	0.521566728387727	-1.45561222019631	0.145499847952397	0.999560357472563
"Solyc01g005540"	735.50998088827	0.039163008326434	0.304765320618242	0.128502180782868	0.897751572518435	0.999560357472563
"Solyc01g005550"	2025.35997228813	-0.273509543166211	0.267990289414464	-1.02059497664563	0.307446370420954	0.999560357472563
"Solyc01g005560"	17164.1836551458	-0.00266975339807868	0.385048873115763	-0.00693354424459265	0.994467876420883	0.999560357472563
"Solyc01g005570"	574.913677225949	0.164628847277968	0.144863448758624	1.13644158473873	0.255771800227909	0.999560357472563
"Solyc01g005580"	1236.68099656585	0.379855595384871	0.150694383828065	2.52070173907919	0.0117121079846173	0.999560357472563
