"target_id"	"Elite_01"	"F2-127"	"F2-151"	"F2-28"	"F2-411"	"F2-445"	"F2-73"	"PI127826"	"PI127826_F1"
"Solyc01g087580"	73.244948450343	292.678584255288	54.8860664825168	76.3145466824192	39.954649187047	113.993736183083	100.377370138293	19.4831671804926	47.4506722474959
"Solyc01g087590"	1370.72689242785	1625.53889652589	1152.60739613285	645.493874022129	1942.93751189583	4004.02998343081	531.087540186241	968.591739830205	1142.46618565125
"Solyc01g087600"	2112.59358458918	2724.86821299697	1956.58662923787	2325.47382529483	2147.27700345244	3142.37144816456	926.20936991243	1721.94087080925	1809.20896492375
"Solyc01g087610"	866.383104526914	1012.64750580314	1117.03309378307	961.351303346587	1199.78103701676	1070.36765518969	859.595297002472	1313.72212988465	1754.45818925357
"Solyc01g087620"	1846.81905735508	2110.95703626636	2493.25039040025	3803.00824300722	4985.19865713813	4246.26667281986	4495.99366064881	1857.39527120696	4055.20745130523
"Solyc01g087630"	38.7151870380384	23.4550781807374	28.4594418798235	13.7790153732146	20.5481052961956	29.3366232824112	17.3379093875233	13.9165479860662	9.73347123025557
"Solyc01g087640"	1148.89933426395	1604.12339036086	2034.85009440738	1900.44419724413	2592.48595153668	2188.51209686787	1969.22149780397	1365.67724236596	1992.92823439483
"Solyc01g087650"	1231.5614903722	1341.01860033346	1243.06776496515	1550.66919161638	1736.31489752853	1871.67656541783	1076.77542511987	1253.41708861169	1643.73995400941
"Solyc01g087670"	1055.77361409137	1035.08279797602	759.257253008149	908.355090372684	633.566579966032	401.492644350713	874.195641749861	710.671717155112	813.961531630122
"Solyc01g087680"	640.370120737284	317.153448443883	605.779548584815	929.553575562245	765.987702985959	834.836479693758	840.432344521526	727.639227277416	613.208687506101
"Solyc01g087690"	115.099204707682	61.1871604714888	174.822285833202	85.8538650177216	91.3249124275361	362.935939465258	31.0257325881996	132.671090800497	4.86673561512778
"Solyc01g087700"	4.18542562573388	10.1978600785815	7.11486046995588	2.11984851895609	15.9818596748188	8.3818923664032	4.56260773355877	2.78330959721323	26.7670458832028
"Solyc01g087710"	384.012801161084	1009.58814777956	1472.77611728087	1515.6916910536	11360.8191059855	3909.31459969045	3110.78595274037	2818.29719957224	21419.7201260812
"Solyc01g087720"	1222.14428271429	922.906337111622	1061.13061866199	1301.58699063904	969.185633137227	1248.06377335744	1422.62109132362	908.286698557252	963.613651795301
"Solyc01g087730"	4145.66408228941	4550.28516706305	7812.11679601155	4749.52060672112	5718.0810793691	5456.61193052848	6623.08138603391	7754.30053783607	5737.88129023566
"Solyc01g087740"	32.4370485994376	19.3759341493048	59.9681096753424	4.23969703791218	6.84936843206521	0	44.713555788876	38.9663343609853	3.65005171134584
"Solyc01g087750"	568.171528693375	488.477497764052	1139.39408383151	71.014925385029	182.649824855072	40.2330833587353	628.727345684399	1464.02084813416	197.102792412675
"Solyc01g087760"	19.880771722236	6.11871604714888	14.2297209399118	2.11984851895609	10.2740526480978	11.7346493129645	49.2761635224347	25.9775562406568	1.21668390378195
"Solyc01g087770"	87.8939381404116	73.4245925657865	65.050152868168	7.41946981634631	15.9818596748188	31.8511909923321	191.629524809468	115.971233217218	18.2502585567292
"Solyc01g087780"	1096.64597981901	362.334143105193	1243.21297831302	623.2316515758	1519.62760579507	769.314129409852	1334.59931506979	2731.29221475511	1329.39927980239
"Solyc01g087790"	546.133578281537	393.327288717694	707.645682911652	522.546472919966	2225.83536513925	396.607098756832	672.94808769607	2129.03458127015	2926.56101562685
"Solyc01g087800"	1375.20667248877	12.2846068999624	1293.1452163589	20.4855130092237	136.474044456719	143.330359465495	905.22137433806	3161.69933067255	518.251109291591
"Solyc01g087810"	468.767670082195	59.1475884557725	512.269953836823	5.29962129739022	92.4664738328803	20.1165416793677	674.353423019986	385.024494281164	88.8179249760821
"Solyc01g087820"	869.618118653223	884.107294007348	839.280107350737	117.199969241051	124.482247605863	237.548412394179	483.63641975723	635.833952794454	28.0399635065025
