"1"	"Elite"	"2-carene"	0.18	0.0888819441731559
"2"	"Elite"	"3_7_11_Selinadiene"	0.00666666666666667	0.00666666666666667
"3"	"Elite"	"7epiZ"	0.05	0.0251661147842358
"4"	"Elite"	"9H10epoZ"	0.00333333333333333	0.00333333333333333
"5"	"Elite"	"9HZ"	0	0
"6"	"Elite"	"a-bergamotene"	0	0
"7"	"Elite"	"a-bergamotoic_acid"	0	0
"8"	"Elite"	"a-humulene"	0.246666666666667	0.109898943478897
"9"	"Elite"	"a-phellandrene"	0.133333333333333	0.0504424865014052
"10"	"Elite"	"a-santalene"	0	0
"11"	"Elite"	"a-santanaloic_acid"	0	0
"12"	"Elite"	"a-terpinene"	0.08	0.0404145188432738
"13"	"Elite"	"B-bergamotene"	0	0
"14"	"Elite"	"B-bergamotoic_acid"	0	0
"15"	"Elite"	"B-caryophyllene"	0.44	0.176729548557488
"16"	"Elite"	"B-phellandrene"	0.466666666666667	0.108063767182982
"17"	"Elite"	"E-B-ocimene"	0	0
"18"	"Elite"	"Germacrene_B"	0	0
"19"	"Elite"	"Germacrene_D"	0	0
"20"	"Elite"	"summed_terpenes"	1.60666666666667	0.466666666666667
"21"	"Elite"	"terpinolene"	0	0
"22"	"F1"	"2-carene"	0.346666666666667	0.201687326765411
"23"	"F1"	"3_7_11_Selinadiene"	0.876666666666667	0.453075907302273
"24"	"F1"	"7epiZ"	1.11	0.110151410945722
"25"	"F1"	"9H10epoZ"	0.81	0.315647482697603
"26"	"F1"	"9HZ"	0.176666666666667	0.095277372853043
"27"	"F1"	"a-bergamotene"	0	0
"28"	"F1"	"a-bergamotoic_acid"	0.02	0.02
"29"	"F1"	"a-humulene"	3.39666666666667	1.40940097598629
"30"	"F1"	"a-phellandrene"	0.39	0.0873689494805411
"31"	"F1"	"a-santalene"	0.11	0.0305505046330389
"32"	"F1"	"a-santanaloic_acid"	0.00666666666666667	0.00666666666666667
"33"	"F1"	"a-terpinene"	0.376666666666667	0.276063599757576
"34"	"F1"	"B-bergamotene"	0.07	0.0602771377334171
"35"	"F1"	"B-bergamotoic_acid"	0.00666666666666667	0.00666666666666667
"36"	"F1"	"B-caryophyllene"	0.546666666666667	0.186666666666667
"37"	"F1"	"B-phellandrene"	2.54666666666667	1.96228041942135
"38"	"F1"	"E-B-ocimene"	0	0
"39"	"F1"	"Germacrene_B"	0.73	0.403608721412211
"40"	"F1"	"Germacrene_D"	0.703333333333333	0.461531267750205
"41"	"F1"	"summed_terpenes"	12.25	4.61257339598335
