SL2.50ch00	0	1000000	18
SL2.50ch00	1000000	2000000	2
SL2.50ch00	2000000	3000000	0
SL2.50ch00	3000000	4000000	16
SL2.50ch00	4000000	5000000	100
SL2.50ch00	5000000	6000000	55
SL2.50ch00	6000000	7000000	151
SL2.50ch00	7000000	8000000	0
SL2.50ch00	8000000	9000000	169
SL2.50ch00	9000000	10000000	83
SL2.50ch00	10000000	11000000	165
SL2.50ch00	11000000	12000000	126
SL2.50ch00	12000000	13000000	51
SL2.50ch00	13000000	14000000	149
SL2.50ch00	14000000	15000000	52
SL2.50ch00	15000000	16000000	101
SL2.50ch00	16000000	17000000	92
SL2.50ch00	17000000	18000000	48
SL2.50ch00	18000000	19000000	90
SL2.50ch00	19000000	20000000	46
SL2.50ch00	20000000	21000000	106
SL2.50ch00	21000000	21805821	49
SL2.50ch01	0	1000000	1635
SL2.50ch01	1000000	2000000	1389
SL2.50ch01	2000000	3000000	1767
SL2.50ch01	3000000	4000000	476
SL2.50ch01	4000000	5000000	308
SL2.50ch01	5000000	6000000	351
SL2.50ch01	6000000	7000000	136
SL2.50ch01	7000000	8000000	85
SL2.50ch01	8000000	9000000	45
SL2.50ch01	9000000	10000000	49
SL2.50ch01	10000000	11000000	8
SL2.50ch01	11000000	12000000	76
SL2.50ch01	12000000	13000000	15
SL2.50ch01	13000000	14000000	28
SL2.50ch01	14000000	15000000	90
SL2.50ch01	15000000	16000000	51
SL2.50ch01	16000000	17000000	60
SL2.50ch01	17000000	18000000	0
SL2.50ch01	18000000	19000000	16
SL2.50ch01	19000000	20000000	45
SL2.50ch01	20000000	21000000	15
SL2.50ch01	21000000	22000000	26
SL2.50ch01	22000000	23000000	10
SL2.50ch01	23000000	24000000	39
SL2.50ch01	24000000	25000000	30
SL2.50ch01	25000000	26000000	8
SL2.50ch01	26000000	27000000	0
SL2.50ch01	27000000	28000000	46
SL2.50ch01	28000000	29000000	2
SL2.50ch01	29000000	30000000	15
SL2.50ch01	30000000	31000000	21
SL2.50ch01	31000000	32000000	28
SL2.50ch01	32000000	33000000	74
SL2.50ch01	33000000	34000000	0
SL2.50ch01	34000000	35000000	0
SL2.50ch01	35000000	36000000	13
SL2.50ch01	36000000	37000000	31
SL2.50ch01	37000000	38000000	0
SL2.50ch01	38000000	39000000	0
SL2.50ch01	39000000	40000000	13
SL2.50ch01	40000000	41000000	32
SL2.50ch01	41000000	42000000	104
SL2.50ch01	42000000	43000000	3
SL2.50ch01	43000000	44000000	92
SL2.50ch01	44000000	45000000	32
SL2.50ch01	45000000	46000000	14
SL2.50ch01	46000000	47000000	31
SL2.50ch01	47000000	48000000	20
SL2.50ch01	48000000	49000000	14
SL2.50ch01	49000000	50000000	0
SL2.50ch01	50000000	51000000	0
SL2.50ch01	51000000	52000000	0
SL2.50ch01	52000000	53000000	0
SL2.50ch01	53000000	54000000	26
SL2.50ch01	54000000	55000000	58
SL2.50ch01	55000000	56000000	71
SL2.50ch01	56000000	57000000	39
SL2.50ch01	57000000	58000000	95
SL2.50ch01	58000000	59000000	18
SL2.50ch01	59000000	60000000	26
SL2.50ch01	60000000	61000000	96
SL2.50ch01	61000000	62000000	41
SL2.50ch01	62000000	63000000	6
SL2.50ch01	63000000	64000000	98
SL2.50ch01	64000000	65000000	146
SL2.50ch01	65000000	66000000	75
SL2.50ch01	66000000	67000000	182
SL2.50ch01	67000000	68000000	67
SL2.50ch01	68000000	69000000	61
SL2.50ch01	69000000	70000000	140
SL2.50ch01	70000000	71000000	19
SL2.50ch01	71000000	72000000	99
SL2.50ch01	72000000	73000000	107
SL2.50ch01	73000000	74000000	22
SL2.50ch01	74000000	75000000	101
SL2.50ch01	75000000	76000000	336
SL2.50ch01	76000000	77000000	418
SL2.50ch01	77000000	78000000	563
SL2.50ch01	78000000	79000000	864
SL2.50ch01	79000000	80000000	745
SL2.50ch01	80000000	81000000	630
SL2.50ch01	81000000	82000000	597
SL2.50ch01	82000000	83000000	961
SL2.50ch01	83000000	84000000	783
SL2.50ch01	84000000	85000000	770
SL2.50ch01	85000000	86000000	1077
SL2.50ch01	86000000	87000000	1330
SL2.50ch01	87000000	88000000	1274
SL2.50ch01	88000000	89000000	1164
SL2.50ch01	89000000	90000000	1226
SL2.50ch01	90000000	91000000	1265
SL2.50ch01	91000000	92000000	1146
SL2.50ch01	92000000	93000000	1127
SL2.50ch01	93000000	94000000	1262
SL2.50ch01	94000000	95000000	1257
SL2.50ch01	95000000	96000000	1230
SL2.50ch01	96000000	97000000	1240
SL2.50ch01	97000000	98000000	1656
SL2.50ch01	98000000	98543444	503
SL2.50ch02	0	1000000	2
SL2.50ch02	1000000	2000000	31
SL2.50ch02	2000000	3000000	79
SL2.50ch02	3000000	4000000	25
SL2.50ch02	4000000	5000000	56
SL2.50ch02	5000000	6000000	2
SL2.50ch02	6000000	7000000	8
SL2.50ch02	7000000	8000000	85
SL2.50ch02	8000000	9000000	28
SL2.50ch02	9000000	10000000	28
SL2.50ch02	10000000	11000000	0
SL2.50ch02	11000000	12000000	0
SL2.50ch02	12000000	13000000	0
SL2.50ch02	13000000	14000000	83
SL2.50ch02	14000000	15000000	34
SL2.50ch02	15000000	16000000	159
SL2.50ch02	16000000	17000000	42
SL2.50ch02	17000000	18000000	19
SL2.50ch02	18000000	19000000	38
SL2.50ch02	19000000	20000000	20
SL2.50ch02	20000000	21000000	53
SL2.50ch02	21000000	22000000	71
SL2.50ch02	22000000	23000000	198
SL2.50ch02	23000000	24000000	153
SL2.50ch02	24000000	25000000	241
SL2.50ch02	25000000	26000000	158
SL2.50ch02	26000000	27000000	53
SL2.50ch02	27000000	28000000	104
SL2.50ch02	28000000	29000000	118
SL2.50ch02	29000000	30000000	170
SL2.50ch02	30000000	31000000	211
SL2.50ch02	31000000	32000000	112
SL2.50ch02	32000000	33000000	0
SL2.50ch02	33000000	34000000	409
SL2.50ch02	34000000	35000000	409
SL2.50ch02	35000000	36000000	606
SL2.50ch02	36000000	37000000	742
SL2.50ch02	37000000	38000000	858
SL2.50ch02	38000000	39000000	964
SL2.50ch02	39000000	40000000	900
SL2.50ch02	40000000	41000000	1056
SL2.50ch02	41000000	42000000	954
SL2.50ch02	42000000	43000000	1089
SL2.50ch02	43000000	44000000	1032
SL2.50ch02	44000000	45000000	57
SL2.50ch02	45000000	46000000	286
SL2.50ch02	46000000	47000000	1085
SL2.50ch02	47000000	48000000	854
SL2.50ch02	48000000	49000000	1077
SL2.50ch02	49000000	50000000	1410
SL2.50ch02	50000000	51000000	1486
SL2.50ch02	51000000	52000000	1100
SL2.50ch02	52000000	53000000	1092
SL2.50ch02	53000000	54000000	1139
SL2.50ch02	54000000	55000000	1246
SL2.50ch02	55000000	55340444	171
SL2.50ch03	0	1000000	1452
SL2.50ch03	1000000	2000000	1144
SL2.50ch03	2000000	3000000	856
SL2.50ch03	3000000	4000000	815
SL2.50ch03	4000000	5000000	672
SL2.50ch03	5000000	6000000	524
SL2.50ch03	6000000	7000000	114
SL2.50ch03	7000000	8000000	257
SL2.50ch03	8000000	9000000	172
SL2.50ch03	9000000	10000000	32
SL2.50ch03	10000000	11000000	152
SL2.50ch03	11000000	12000000	127
SL2.50ch03	12000000	13000000	58
SL2.50ch03	13000000	14000000	24
SL2.50ch03	14000000	15000000	0
SL2.50ch03	15000000	16000000	0
SL2.50ch03	16000000	17000000	60
SL2.50ch03	17000000	18000000	0
SL2.50ch03	18000000	19000000	93
SL2.50ch03	19000000	20000000	0
SL2.50ch03	20000000	21000000	55
SL2.50ch03	21000000	22000000	97
SL2.50ch03	22000000	23000000	67
SL2.50ch03	23000000	24000000	47
