gene,F2.28_concat,Elite_2020,PI127826_2020,log2ratio_P28,log2ratio_PI127826,zscore_P28,zscore_PI127826,pval_P28,pval_PI127826,locus,description,name,pathway
Solyc06g066310.2.1,1757.97028028651,160.647707133384,1786.17142262551,3.45193838591734,3.47489825057447,2.30051755948231,2.17010821033529,0.0107094578179663,0.0149993246791114,Solyc06g066310,Phosphomevalonate kinase (Q944G1_HEVBR),pMVK,MVA
